Coverage	Frequency	Reads
246	15	991599
247	15	995304
248	20	1000264
249	29	1007485
250	21	1012735
251	17	1017002
252	17	1021286
253	24	1027358
254	23	1033200
255	16	1037280
256	19	1042144
257	12	1045228
258	17	1049614
259	17	1054017
260	16	1058177
261	14	1061831
262	24	1068119
263	22	1073905
264	23	1079977
265	14	1083687
266	9	1086081
267	15	1090086
268	16	1094374
269	20	1099754
270	17	1104344
271	18	1109222
272	22	1115206
273	9	1117663
274	12	1120951
275	14	1124801
276	15	1128941
277	20	1134481
278	15	1138651
279	18	1143673
280	25	1150673
281	22	1156855
282	23	1163341
283	9	1165888
284	22	1172136
285	18	1177266
286	20	1182986
287	16	1187578
288	18	1192762
289	28	1200854
290	13	1204624
291	19	1210153
292	27	1218037
293	15	1222432
294	24	1229488
295	19	1235093
296	20	1241013
297	15	1245468
298	19	1251130
299	17	1256213
300	14	1260413
301	13	1264326
302	18	1269762
303	17	1274913
304	20	1280993
305	14	1285263
306	16	1290159
307	13	1294150
308	12	1297846
309	6	1299700
310	15	1304350
311	18	1309948
312	20	1316188
313	13	1320257
314	15	1324967
315	12	1328747
316	16	1333803
317	17	1339192
318	25	1347142
319	11	1350651
320	21	1357371
321	16	1362507
322	11	1366049
323	17	1371540
324	8	1374132
325	18	1379982
326	10	1383242
327	14	1387820
328	15	1392740
329	13	1397017
330	20	1403617
331	14	1408251
332	11	1411903
333	21	1418896
334	6	1420900
335	11	1424585
336	11	1428281
337	16	1433673
338	12	1437729
339	12	1441797
340	11	1445537
341	11	1449288
342	8	1452024
343	12	1456140
344	19	1462676
345	11	1466471
346	6	1468547
347	15	1473752
348	12	1477928
349	24	1486304
350	12	1490504
351	12	1494716
352	10	1498236
353	13	1502825
354	11	1506719
355	10	1510269
356	14	1515253
357	14	1520251
358	16	1525979
359	14	1531005
360	17	1537125
361	17	1543262
362	13	1547968
363	12	1552324
364	11	1556328
365	16	1562168
366	9	1565462
367	10	1569132
368	6	1571340
369	17	1577613
370	10	1581313
371	6	1583539
372	11	1587631
373	15	1593226
374	12	1597714
375	17	1604089
376	24	1613113
377	18	1619899
378	17	1626325
379	8	1629357
380	8	1632397
381	10	1636207
382	9	1639645
383	10	1643475
384	17	1650003
385	14	1655393
386	16	1661569
387	13	1666600
388	9	1670092
389	11	1674371
390	8	1677491
391	12	1682183
392	18	1689239
393	14	1694741
394	14	1700257
395	8	1703417
396	15	1709357
397	16	1715709
398	10	1719689
399	14	1725275
400	15	1731275
401	16	1737691
402	12	1742515
403	12	1747351
404	15	1753411
405	13	1758676
406	9	1762330
407	13	1767621
408	12	1772517
409	17	1779470
410	8	1782750
411	15	1788915
412	10	1793035
413	8	1796339
414	15	1802549
415	13	1807944
416	11	1812520
417	17	1819609
418	7	1822535
419	8	1825887
420	10	1830087
421	7	1833034
422	7	1835988
423	11	1840641
424	7	1843609
425	11	1848284
426	11	1852970
427	9	1856813
428	7	1859809
429	6	1862383
430	5	1864533
431	7	1867550
432	16	1874462
433	15	1880957
434	7	1883995
435	6	1886605
436	2	1887477
437	13	1893158
438	4	1894910
439	8	1898422
440	4	1900182
441	5	1902387
442	13	1908133
443	4	1909905
444	12	1915233
445	11	1920128
446	13	1925926
447	9	1929949
448	10	1934429
449	8	1938021
450	7	1941171
451	8	1944779
452	5	1947039
453	14	1953381
454	6	1956105
455	7	1959290
456	6	1962026
457	12	1967510
458	12	1973006
459	7	1976219
460	10	1980819
461	14	1987273
462	10	1991893
463	12	1997449
464	13	2003481
465	7	2006736
466	15	2013726
467	12	2019330
468	14	2025882
469	12	2031510
470	11	2036680
471	9	2040919
472	9	2045167
473	8	2048951
474	6	2051795
475	14	2058445
476	9	2062729
477	7	2066068
478	13	2072282
479	8	2076114
480	7	2079474
481	6	2082360
482	7	2085734
483	4	2087666
484	6	2090570
485	11	2095905
486	6	2098821
487	10	2103691
488	4	2105643
489	10	2110533
490	11	2115923
491	13	2122306
492	8	2126242
493	12	2132158
494	10	2137098
495	6	2140068
496	4	2142052
497	5	2144537
498	5	2147027
499	7	2150520
500	12	2156520
501	6	2159526
502	9	2164044
503	8	2168068
504	6	2171092
505	7	2174627
506	6	2177663
507	8	2181719
508	5	2184259
509	8	2188331
510	7	2191901
511	10	2197011
512	5	2199571
513	10	2204701
514	12	2210869
515	7	2214474
516	6	2217570
517	4	2219638
518	6	2222746
519	6	2225860
520	5	2228460
521	11	2234191
522	7	2237845
523	12	2244121
524	8	2248313
525	6	2251463
526	6	2254619
527	6	2257781
528	5	2260421
529	7	2264124
530	5	2266774
531	10	2272084
532	5	2274744
533	5	2277409
534	8	2281681
535	3	2283286
536	7	2287038
537	2	2288112
538	9	2292954
539	7	2296727
540	8	2301047
541	11	2306998
542	6	2310250
543	10	2315680
544	8	2320032
545	12	2326572
546	8	2330940
547	4	2333128
548	4	2335320
549	11	2341359
550	7	2345209
551	12	2351821
552	5	2354581
553	9	2359558
554	8	2363990
555	3	2365655
556	12	2372327
557	4	2374555
558	7	2378461
559	9	2383492
560	7	2387412
561	2	2388534
562	3	2390220
563	6	2393598
564	3	2395290
565	3	2396985
566	8	2401513
567	10	2407183
568	5	2410023
569	2	2411161
570	11	2417431
571	6	2420857
572	3	2422573
573	5	2425438
574	10	2431178
575	5	2434053
576	9	2439237
577	8	2443853
578	8	2448477
579	5	2451372
580	5	2454272
581	4	2456596
582	6	2460088
583	4	2462420
584	6	2465924
585	8	2470604
586	4	2472948
587	2	2474122
588	1	2474710
589	4	2477066
590	6	2480606
591	13	2488289
592	4	2490657
593	6	2494215
594	2	2495403
595	7	2499568
596	10	2505528
597	7	2509707
598	3	2511501
599	9	2516892
600	5	2519892
601	9	2525301
602	5	2528311
603	7	2532532
604	3	2534344
605	7	2538579
606	3	2540397
607	5	2543432
608	5	2546472
609	5	2549517
610	4	2551957
611	6	2555623
612	6	2559295
613	5	2562360
614	9	2567886
615	2	2569116
616	8	2574044
617	8	2578980
618	7	2583306
619	4	2585782
620	4	2588262
621	4	2590746
622	6	2594478
623	7	2598839
624	5	2601959
625	5	2605084
626	3	2606962
627	4	2609470
628	4	2611982
629	1	2612611
630	5	2615761
632	4	2618289
633	5	2621454
634	5	2624624
635	11	2631609
636	11	2638605
637	4	2641153
638	8	2646257
639	6	2650091
640	3	2652011
641	7	2656498
642	5	2659708
643	8	2664852
644	8	2670004
645	6	2673874
646	1	2674520
647	2	2675814
648	4	2678406
649	7	2682949
650	4	2685549
651	8	2690757
652	4	2693365
653	3	2695324
654	4	2697940
655	3	2699905
656	3	2701873
657	4	2704501
658	4	2707133
659	4	2709769
660	2	2711089
661	4	2713733
662	3	2715719
663	4	2718371
664	3	2720363
665	3	2722358
666	3	2724356
667	2	2725690
668	4	2728362
669	4	2731038
670	2	2732378
671	6	2736404
672	4	2739092
673	6	2743130
674	8	2748522
675	8	2753922
676	2	2755274
677	4	2757982
678	5	2761372
679	5	2764767
680	2	2766127
681	3	2768170
682	3	2770216
683	3	2772265
684	5	2775685
685	7	2780480
686	2	2781852
687	5	2785287
688	1	2785975
689	6	2790109
690	6	2794249
691	1	2794940
692	2	2796324
693	2	2797710
694	1	2798404
695	2	2799794
696	5	2803274
697	2	2804668
698	5	2808158
699	6	2812352
700	2	2813752
701	6	2817958
702	3	2820064
703	2	2821470
704	5	2824990
705	6	2829220
706	5	2832750
707	5	2836285
708	2	2837701
709	3	2839828
710	1	2840538
711	2	2841960
712	4	2844808
713	6	2849086
714	6	2853370
715	2	2854800
716	5	2858380
717	6	2862682
718	1	2863400
719	3	2865557
720	4	2868437
721	1	2869158
723	3	2871327
724	6	2875671
725	3	2877846
726	3	2880024
727	4	2882932
728	5	2886572
729	7	2891675
730	8	2897515
731	3	2899708
732	7	2904832
733	6	2909230
734	5	2912900
735	2	2914370
736	7	2919522
737	4	2922470
738	1	2923208
739	3	2925425
740	3	2927645
741	4	2930609
742	1	2931351
743	3	2933580
744	2	2935068
745	1	2935813
746	5	2939543
747	3	2941784
748	1	2942532
749	8	2948524
750	8	2954524
751	4	2957528
752	2	2959032
753	4	2962044
754	5	2965814
755	3	2968079
756	4	2971103
757	3	2973374
758	5	2977164
759	3	2979441
760	1	2980201
761	1	2980962
762	3	2983248
763	2	2984774
764	1	2985538
765	4	2988598
766	1	2989364
767	5	2993199
768	4	2996271
769	1	2997040
770	2	2998580
771	2	3000122
772	5	3003982
773	1	3004755
774	3	3007077
775	3	3009402
776	3	3011730
777	1	3012507
778	8	3018731
779	2	3020289
780	3	3022629
781	5	3026534
782	4	3029662
783	4	3032794
784	7	3038282
785	1	3039067
786	7	3044569
787	1	3045356
788	5	3049296
789	3	3051663
790	4	3054823
791	2	3056405
792	4	3059573
793	4	3062745
795	1	3063540
796	2	3065132
797	3	3067523
798	4	3070715
799	3	3073112
800	3	3075512
802	3	3077918
803	1	3078721
804	4	3081937
805	1	3082742
806	2	3084354
807	7	3090003
808	4	3093235
809	2	3094853
810	3	3097283
811	3	3099716
812	3	3102152
813	3	3104591
814	2	3106219
815	5	3110294
816	2	3111926
817	3	3114377
818	1	3115195
819	2	3116833
820	3	3119293
821	2	3120935
822	2	3122579
823	4	3125871
824	3	3128343
825	3	3130818
826	2	3132470
827	3	3134951
828	4	3138263
829	2	3139921
830	2	3141581
831	3	3144074
832	7	3149898
833	3	3152397
835	2	3154067
837	5	3158252
838	4	3161604
839	5	3165799
840	3	3168319
842	3	3170845
843	6	3175903
844	1	3176747
845	2	3178437
846	3	3180975
847	3	3183516
848	3	3186060
849	3	3188607
850	6	3193707
851	1	3194558
852	4	3197966
853	6	3203084
854	2	3204792
855	2	3206502
856	4	3209926
857	4	3213354
858	1	3214212
859	4	3217648
860	2	3219368
861	2	3221090
862	4	3224538
863	1	3225401
864	3	3227993
865	2	3229723
866	5	3234053
867	2	3235787
868	2	3237523
869	1	3238392
870	2	3240132
871	3	3242745
872	1	3243617
873	2	3245363
874	5	3249733
875	5	3254108
876	1	3254984
877	1	3255861
878	1	3256739
879	2	3258497
880	4	3262017
881	3	3264660
882	3	3267306
883	2	3269072
884	1	3269956
886	2	3271728
887	2	3273502
888	1	3274390
889	2	3276168
890	3	3278838
891	1	3279729
892	1	3280621
893	1	3281514
894	2	3283302
895	1	3284197
897	5	3288682
898	1	3289580
899	3	3292277
900	1	3293177
901	1	3294078
902	3	3296784
903	2	3298590
904	2	3300398
905	1	3301303
907	3	3304024
908	3	3306748
909	5	3311293
910	3	3314023
911	2	3315845
912	2	3317669
913	2	3319495
914	3	3322237
915	3	3324982
916	2	3326814
917	1	3327731
919	2	3329569
920	2	3331409
921	3	3334172
923	1	3335095
924	1	3336019
926	7	3342501
927	1	3343428
928	3	3346212
929	3	3348999
930	1	3349929
931	2	3351791
932	1	3352723
933	1	3353656
934	5	3358326
935	1	3359261
936	3	3362069
937	3	3364880
939	1	3365819
941	3	3368642
942	4	3372410
943	2	3374296
944	3	3377128
945	3	3379963
946	1	3380909
947	1	3381856
948	3	3384700
951	2	3386602
952	2	3388506
953	1	3389459
955	1	3390414
956	5	3395194
957	3	3398065
958	3	3400939
959	1	3401898
960	3	3404778
961	3	3407661
963	1	3408624
964	1	3409588
965	1	3410553
966	5	3415383
967	1	3416350
969	3	3419257
970	3	3422167
971	4	3426051
972	1	3427023
973	1	3427996
974	1	3428970
976	1	3429946
977	2	3431900
978	3	3434834
979	1	3435813
980	2	3437773
981	1	3438754
983	1	3439737
984	2	3441705
986	3	3444663
987	3	3447624
988	1	3448612
990	2	3450592
991	1	3451583
992	4	3455551
993	1	3456544
994	1	3457538
996	6	3463514
997	3	3466505
998	1	3467503
1000	3	3470503
1001	2	3472505
1002	1	3473507
1003	3	3476516
1005	1	3477521
1007	1	3478528
1009	1	3479537
1010	1	3480547
1011	1	3481558
1012	1	3482570
1013	1	3483583
1014	1	3484597
1016	2	3486629
1017	2	3488663
1018	2	3490699
1019	1	3491718
1020	2	3493758
1021	1	3494779
1022	3	3497845
1023	3	3500914
1024	2	3502962
1026	3	3506040
1027	3	3509121
1029	1	3510150
1030	2	3512210
1031	2	3514272
1033	3	3517371
1034	2	3519439
1035	2	3521509
1036	2	3523581
1037	1	3524618
1038	2	3526694
1039	1	3527733
1040	3	3530853
1041	1	3531894
1042	1	3532936
1045	3	3536071
1046	3	3539209
1049	2	3541307
1050	4	3545507
1051	3	3548660
1052	2	3550764
1053	3	3553923
1054	1	3554977
1055	2	3557087
1058	2	3559203
1059	1	3560262
1060	1	3561322
1061	1	3562383
1062	2	3564507
1064	1	3565571
1066	1	3566637
1067	4	3570905
1068	1	3571973
1071	2	3574115
1073	1	3575188
1075	1	3576263
1076	1	3577339
1079	2	3579497
1080	1	3580577
1083	1	3581660
1084	1	3582744
1087	1	3583831
1088	2	3586007
1089	1	3587096
1091	1	3588187
1092	1	3589279
1095	3	3592564
1096	1	3593660
1099	1	3594759
1100	1	3595859
1101	1	3596960
1102	2	3599164
1104	1	3600268
1105	1	3601373
1106	1	3602479
1107	1	3603586
1109	2	3605804
1113	2	3608030
1115	2	3610260
1116	1	3611376
1118	1	3612494
1119	1	3613613
1120	3	3616973
1122	1	3618095
1124	2	3620343
1126	1	3621469
1127	1	3622596
1128	2	3624852
1129	2	3627110
1131	1	3628241
1132	1	3629373
1133	4	3633905
1136	1	3635041
1137	1	3636178
1140	1	3637318
1141	2	3639600
1142	2	3641884
1143	2	3644170
1144	1	3645314
1147	1	3646461
1149	1	3647610
1151	1	3648761
1152	3	3652217
1153	2	3654523
1163	1	3655686
1164	1	3656850
1165	1	3658015
1166	1	3659181
1168	1	3660349
1169	1	3661518
1170	1	3662688
1172	1	3663860
1173	1	3665033
1174	2	3667381
1175	1	3668556
1177	1	3669733
1179	1	3670912
1180	1	3672092
1187	1	3673279
1188	1	3674467
1190	1	3675657
1191	1	3676848
1194	1	3678042
1195	1	3679237
1199	1	3680436
1202	1	3681638
1203	1	3682841
1205	3	3686456
1209	1	3687665
1213	3	3691304
1214	1	3692518
1219	1	3693737
1220	1	3694957
1223	1	3696180
1224	1	3697404
1225	2	3699854
1227	2	3702308
1230	1	3703538
1231	1	3704769
1233	1	3706002
1236	1	3707238
1240	1	3708478
1244	1	3709722
1247	1	3710969
1248	1	3712217
1254	1	3713471
1255	1	3714726
1260	1	3715986
1262	1	3717248
1263	2	3719774
1264	1	3721038
1265	1	3722303
1267	2	3724837
1269	2	3727375
1271	1	3728646
1273	1	3729919
1274	1	3731193
1275	1	3732468
1276	1	3733744
1280	2	3736304
1284	1	3737588
1286	1	3738874
1292	1	3740166
1293	1	3741459
1294	1	3742753
1299	1	3744052
1303	1	3745355
1312	2	3747979
1320	1	3749299
1324	1	3750623
1325	1	3751948
1326	1	3753274
1334	1	3754608
1346	1	3755954
1349	2	3758652
1352	1	3760004
1353	1	3761357
1357	1	3762714
1358	1	3764072
1360	1	3765432
1365	1	3766797
1366	1	3768163
1369	1	3769532
1373	1	3770905
1375	1	3772280
1377	1	3773657
1380	2	3776417
1381	1	3777798
1386	1	3779184
1388	2	3781960
1402	1	3783362
1406	1	3784768
1413	1	3786181
1417	1	3787598
1419	1	3789017
1422	1	3790439
1430	2	3793299
1437	1	3794736
1441	1	3796177
1444	2	3799065
1459	1	3800524
1462	1	3801986
1464	1	3803450
1471	2	3806392
1475	1	3807867
1478	1	3809345
1482	1	3810827
1492	1	3812319
1494	2	3815307
1500	1	3816807
1518	1	3818325
1523	1	3819848
1526	1	3821374
1533	1	3822907
1554	1	3824461
1563	1	3826024
1565	1	3827589
1579	1	3829168
1584	2	3832336
1592	1	3833928
1597	1	3835525
1599	1	3837124
1607	1	3838731
1616	1	3840347
1633	1	3841980
1634	1	3843614
1651	1	3845265
1666	1	3846931
1670	1	3848601
1671	1	3850272
1681	1	3851953
1698	1	3853651
1707	1	3855358
1723	1	3857081
1738	1	3858819
1745	1	3860564
1749	2	3864062
1769	1	3865831
1795	1	3867626
1797	1	3869423
1808	1	3871231
1813	1	3873044
1844	1	3874888
1858	1	3876746
1894	1	3878640
1897	1	3880537
1929	1	3882466
1932	1	3884398
1991	1	3886389
2066	1	3888455
2112	1	3890567
2122	1	3892689
2188	1	3894877
5388	1	3900265
