Coverage	Frequency	Reads
440	9	1585581
441	9	1589550
442	2	1590434
443	7	1593535
444	7	1596643
445	4	1598423
446	4	1600207
447	7	1603336
448	4	1605128
449	8	1608720
450	10	1613220
451	4	1615024
452	7	1618188
453	7	1621359
454	6	1624083
455	9	1628178
456	5	1630458
457	4	1632286
458	4	1634118
459	1	1634577
460	8	1638257
461	8	1641945
462	4	1643793
463	17	1651664
464	12	1657232
465	4	1659092
466	4	1660956
467	3	1662357
468	8	1666101
469	12	1671729
470	5	1674079
471	6	1676905
472	4	1678793
473	7	1682104
474	7	1685422
475	5	1687797
476	4	1689701
477	9	1693994
478	6	1696862
479	6	1699736
480	5	1702136
481	5	1704541
482	1	1705023
483	7	1708404
484	6	1711308
485	5	1713733
486	4	1715677
487	2	1716651
488	7	1720067
489	5	1722512
490	5	1724962
491	3	1726435
492	6	1729387
493	9	1733824
494	4	1735800
495	6	1738770
496	4	1740754
497	5	1743239
498	7	1746725
499	5	1749220
500	6	1752220
501	2	1753222
502	4	1755230
503	3	1756739
504	4	1758755
505	4	1760775
506	3	1762293
507	6	1765335
508	8	1769399
509	6	1772453
510	2	1773473
511	6	1776539
512	2	1777563
513	7	1781154
514	1	1781668
515	8	1785788
516	3	1787336
517	6	1790438
518	3	1791992
519	5	1794587
520	2	1795627
521	3	1797190
522	3	1798756
523	9	1803463
524	2	1804511
525	1	1805036
526	5	1807666
527	1	1808193
528	5	1810833
529	1	1811362
530	5	1814012
531	6	1817198
532	3	1818794
533	2	1819860
534	5	1822530
535	1	1823065
536	5	1825745
537	5	1828430
538	1	1828968
539	4	1831124
540	1	1831664
541	5	1834369
542	7	1838163
543	1	1838706
544	1	1839250
545	3	1840885
546	2	1841977
547	6	1845259
548	6	1848547
549	5	1851292
550	3	1852942
551	4	1855146
552	7	1859010
553	6	1862328
554	4	1864544
555	6	1867874
556	3	1869542
557	6	1872884
558	4	1875116
559	5	1877911
560	5	1880711
561	9	1885760
562	2	1886884
563	6	1890262
564	2	1891390
565	4	1893650
566	1	1894216
567	6	1897618
568	2	1898754
569	4	1901030
570	3	1902740
571	5	1905595
572	5	1908455
573	4	1910747
574	2	1911895
575	1	1912470
576	2	1913622
577	3	1915353
578	1	1915931
579	2	1917089
580	3	1918829
581	3	1920572
582	3	1922318
583	4	1924650
584	3	1926402
585	3	1928157
586	6	1931673
587	7	1935782
588	2	1936958
589	3	1938725
590	2	1939905
591	2	1941087
592	6	1944639
593	3	1946418
594	2	1947606
595	1	1948201
596	6	1951777
597	5	1954762
598	6	1958350
599	3	1960147
600	2	1961347
601	6	1964953
602	3	1966759
603	2	1967965
604	2	1969173
605	2	1970383
606	5	1973413
607	3	1975234
608	5	1978274
609	4	1980710
610	5	1983760
611	3	1985593
612	2	1986817
613	6	1990495
614	2	1991723
615	3	1993568
616	1	1994184
617	2	1995418
618	5	1998508
619	2	1999746
620	1	2000366
622	3	2002232
623	3	2004101
624	3	2005973
625	4	2008473
626	4	2010977
628	5	2014117
629	1	2014746
630	2	2016006
631	2	2017268
632	2	2018532
633	4	2021064
634	2	2022332
636	2	2023604
637	4	2026152
638	1	2026790
639	1	2027429
640	5	2030629
642	1	2031271
643	3	2033200
644	1	2033844
645	3	2035779
646	2	2037071
647	3	2039012
648	3	2040956
649	2	2042254
650	2	2043554
651	3	2045507
652	2	2046811
653	3	2048770
654	5	2052040
655	4	2054660
656	2	2055972
657	4	2058600
658	2	2059916
660	2	2061236
661	2	2062558
662	3	2064544
663	3	2066533
664	2	2067861
665	5	2071186
668	1	2071854
670	1	2072524
671	2	2073866
672	2	2075210
673	5	2078575
674	2	2079923
675	3	2081948
676	2	2083300
677	3	2085331
678	3	2087365
679	4	2090081
680	3	2092121
681	2	2093483
682	1	2094165
684	2	2095533
685	2	2096903
686	2	2098275
687	3	2100336
688	3	2102400
689	2	2103778
690	2	2105158
691	1	2105849
692	2	2107233
693	3	2109312
694	1	2110006
695	1	2110701
696	1	2111397
697	2	2112791
698	2	2114187
699	2	2115585
700	5	2119085
701	2	2120487
702	3	2122593
703	3	2124702
705	2	2126112
708	1	2126820
709	2	2128238
710	4	2131078
711	5	2134633
712	3	2136769
714	1	2137483
716	4	2140347
717	6	2144649
719	1	2145368
720	1	2146088
721	5	2149693
723	1	2150416
724	2	2151864
725	2	2153314
728	2	2154770
731	1	2155501
732	3	2157697
733	1	2158430
737	1	2159167
738	4	2162119
739	1	2162858
740	1	2163598
741	2	2165080
742	1	2165822
743	2	2167308
744	1	2168052
745	3	2170287
746	2	2171779
748	1	2172527
749	2	2174025
750	3	2176275
752	1	2177027
753	1	2177780
755	2	2179290
756	1	2180046
757	4	2183074
758	1	2183832
760	2	2185352
762	2	2186876
763	2	2188402
764	2	2189930
766	1	2190696
768	1	2191464
769	3	2193771
770	1	2194541
771	2	2196083
772	2	2197627
776	3	2199955
777	5	2203840
778	3	2206174
782	2	2207738
784	2	2209306
785	3	2211661
786	1	2212447
789	2	2214025
790	2	2215605
792	1	2216397
793	2	2217983
794	1	2218777
796	1	2219573
798	1	2220371
801	3	2222774
802	1	2223576
803	1	2224379
806	1	2225185
807	1	2225992
808	1	2226800
809	2	2228418
815	1	2229233
817	2	2230867
818	1	2231685
819	1	2232504
820	2	2234144
823	2	2235790
824	2	2237438
825	1	2238263
827	1	2239090
828	2	2240746
831	1	2241577
832	2	2243241
834	1	2244075
836	1	2244911
837	3	2247422
840	1	2248262
847	1	2249109
848	1	2249957
849	1	2250806
850	2	2252506
851	1	2253357
854	1	2254211
855	1	2255066
856	1	2255922
857	1	2256779
858	2	2258495
859	1	2259354
860	1	2260214
863	3	2262803
864	1	2263667
866	1	2264533
867	3	2267134
870	2	2268874
873	1	2269747
874	1	2270621
877	1	2271498
878	2	2273254
879	1	2274133
880	1	2275013
881	1	2275894
883	2	2277660
888	1	2278548
889	1	2279437
891	1	2280328
893	3	2283007
894	1	2283901
899	2	2285699
900	1	2286599
902	2	2288403
907	1	2289310
909	1	2290219
910	1	2291129
912	2	2292953
914	2	2294781
917	1	2295698
919	2	2297536
923	1	2298459
927	2	2300313
930	1	2301243
933	1	2302176
937	1	2303113
938	1	2304051
941	2	2305933
943	1	2306876
944	1	2307820
948	1	2308768
950	1	2309718
951	1	2310669
952	1	2311621
953	2	2313527
961	1	2314488
963	1	2315451
966	1	2316417
968	1	2317385
969	1	2318354
970	2	2320294
974	1	2321268
977	1	2322245
978	1	2323223
989	1	2324212
992	1	2325204
993	1	2326197
994	1	2327191
995	1	2328186
1001	1	2329187
1009	1	2330196
1012	1	2331208
1014	1	2332222
1017	1	2333239
1020	2	2335279
1021	1	2336300
1029	1	2337329
1037	1	2338366
1041	1	2339407
1044	1	2340451
1045	1	2341496
1054	1	2342550
1059	1	2343609
1061	1	2344670
1072	1	2345742
1075	1	2346817
1077	1	2347894
1080	1	2348974
1088	1	2350062
1090	1	2351152
1095	1	2352247
1096	1	2353343
1097	1	2354440
1104	2	2356648
1106	1	2357754
1107	1	2358861
1108	1	2359969
1109	1	2361078
1111	1	2362189
1115	1	2363304
1118	1	2364422
1123	2	2366668
1124	1	2367792
1134	1	2368926
1138	1	2370064
1140	1	2371204
1142	1	2372346
1156	1	2373502
1160	2	2375822
1180	1	2377002
1182	1	2378184
1188	1	2379372
1200	1	2380572
1208	1	2381780
1211	1	2382991
1213	1	2384204
1220	1	2385424
1237	1	2386661
1240	1	2387901
1251	1	2389152
1277	1	2390429
1316	1	2391745
1346	1	2393091
1356	1	2394447
1372	1	2395819
1373	1	2397192
1384	1	2398576
1395	1	2399971
1397	1	2401368
1409	1	2402777
1561	1	2404338
1600	1	2405938
1629	1	2407567
1663	1	2409230
1694	1	2410924
1849	1	2412773
