sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	77314	85.75	77054	74946	83.12	72078	79.94
E10B	62500	49925	79.88	49711	30385	48.62	28711	45.94
E10C	92003	76397	83.04	76103	68696	74.67	65707	71.42
E11A	78819	57330	72.74	55980	34360	43.59	32661	41.44
E11B	87696	72401	82.56	72078	57784	65.89	52513	59.88
E11C	95594	76152	79.66	75447	60231	63.01	55718	58.29
E12A	66702	57751	86.58	57605	56792	85.14	51697	77.5
E12B	99901	86269	86.35	86016	85005	85.09	76630	76.71
E12C	146858	126978	86.46	126714	125371	85.37	111618	76
E14A	130829	109512	83.71	109000	99610	76.14	95116	72.7
E14B	84586	72468	85.67	72289	70506	83.35	67566	79.88
E14D	80001	66055	82.57	65512	59747	74.68	58032	72.54
E15A	55934	43460	77.7	43131	23273	41.61	22009	39.35
E15C	90660	71650	79.03	71230	41605	45.89	36197	39.93
E15D	91524	73696	80.52	73189	59162	64.64	49986	54.62
E17A	74993	54426	72.57	53601	25717	34.29	23486	31.32
E17B	39698	30072	75.75	29577	18798	47.35	18172	45.78
E17C	52394	38221	72.95	37627	18909	36.09	16909	32.27
E17D	18688	13437	71.9	13276	1775	9.5	1752	9.38
E19A	62548	49931	79.83	49551	35669	57.03	34516	55.18
E19B	96491	75793	78.55	75298	50152	51.98	47818	49.56
E19C	109705	82955	75.62	81888	55270	50.38	52868	48.19
E19D	46879	35301	75.3	35023	13946	29.75	13430	28.65
E20A	86810	72287	83.27	72003	63204	72.81	60426	69.61
E20B	107416	91021	84.74	90628	84542	78.71	80196	74.66
E20C	138402	118990	85.97	118706	115980	83.8	111748	80.74
E22A	101194	84542	83.54	84286	79089	78.16	75199	74.31
E22B	144055	124022	86.09	123796	120718	83.8	113444	78.75
E22D	78502	66132	84.24	65946	61263	78.04	57476	73.22
E23B	86891	68095	78.37	67761	42326	48.71	40658	46.79
E23C	93865	80210	85.45	80043	74624	79.5	71629	76.31
E23D	154959	132405	85.45	132081	127051	81.99	121930	78.69
E24A	135722	106350	78.36	105501	77059	56.78	70948	52.27
E24B	75745	54954	72.55	54578	21462	28.33	18165	23.98
E24C	86781	73634	84.85	73432	71343	82.21	64985	74.88
E6A	127636	105842	82.92	105161	94907	74.36	91303	71.53
E6B	69684	58007	83.24	57440	53309	76.5	51400	73.76
E6D	52666	39503	75.01	39248	13350	25.35	12781	24.27
L10A	77831	66410	85.33	66255	64768	83.22	59494	76.44
L10B	97025	82378	84.9	82140	80133	82.59	72327	74.54
L10C	147240	124202	84.35	123737	120736	82	107157	72.78
L10D	91473	77788	85.04	77483	75635	82.69	67530	73.83
L11A	90428	71802	79.4	71485	58675	64.89	54535	60.31
L11B	137382	117026	85.18	116790	111868	81.43	96133	69.97
L11C	137500	117625	85.55	117434	113857	82.81	100720	73.25
L11D	104055	88066	84.63	87765	81762	78.58	74037	71.15
L12A	144574	123015	85.09	122793	117649	81.38	105609	73.05
L12B	111882	96159	85.95	95922	93249	83.35	86908	77.68
L12C	128798	110196	85.56	109954	107515	83.48	98683	76.62
L12D	86194	72483	84.09	72263	70680	82	65767	76.3
L14A	117793	101420	86.1	101171	99589	84.55	93949	79.76
L14B	85586	72714	84.96	72436	70858	82.79	65941	77.05
L14C	113203	95754	84.59	95515	93726	82.79	88061	77.79
L14D	90326	77666	85.98	77520	75949	84.08	72342	80.09
L15A	102407	84932	82.94	84696	72771	71.06	70152	68.5
L15B	104089	83007	79.75	82714	64423	61.89	59367	57.03
L15C	146321	124221	84.9	123972	120205	82.15	115790	79.13
L17A	110582	94179	85.17	93901	89910	81.31	79851	72.21
L17B	109557	92698	84.61	92441	88267	80.57	78908	72.02
L17C	98384	83917	85.3	83750	81443	82.78	74774	76
L17D	117175	100063	85.4	99872	97880	83.53	89431	76.32
L19A	129456	109047	84.23	108888	105789	81.72	94048	72.65
L19B	90405	77038	85.21	76930	74965	82.92	68008	75.23
L19C	99903	84642	84.72	84428	82339	82.42	74949	75.02
L19D	119597	101068	84.51	100908	97991	81.93	89713	75.01
L20A	94262	80501	85.4	80377	79108	83.92	74740	79.29
L20B	120645	102670	85.1	102498	100529	83.33	94381	78.23
L20CD	97497	78148	80.15	77915	54641	56.04	51607	52.93
L22A	127934	110285	86.2	110060	106816	83.49	101019	78.96
L22B	71259	60644	85.1	60461	57608	80.84	54374	76.3
L22C	87257	72990	83.65	72810	62512	71.64	59066	67.69
L22D	93790	80812	86.16	80612	77414	82.54	72984	77.82
L23A	119613	103597	86.61	103450	102031	85.3	97062	81.15
L23D	98685	84182	85.3	84039	82952	84.06	78778	79.83
L24A	113095	98126	86.76	97972	96299	85.15	92099	81.44
L24B	86161	74098	86	73980	72584	84.24	69356	80.5
L6A	104665	88442	84.5	88294	86077	82.24	76551	73.14
L6B	83669	71298	85.21	71131	69285	82.81	61340	73.31
L6C	121031	102792	84.93	102569	99824	82.48	92958	76.81
L6D	88905	74030	83.27	73882	72277	81.3	68512	77.06
