sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	69578	77.17	69376	13	0.01	13	0.01
E10B	62500	43697	69.92	43563	90	0.14	90	0.14
E10C	92003	66031	71.77	65830	46	0.05	46	0.05
E11A	78819	48586	61.64	47638	1022	1.3	995	1.26
E11B	87696	62876	71.7	62625	37	0.04	36	0.04
E11C	95594	65714	68.74	65253	220	0.23	208	0.22
E12A	66702	51205	76.77	51110	8	0.01	8	0.01
E12B	99901	76234	76.31	76065	40	0.04	40	0.04
E12C	146858	112746	76.77	112568	6	0	6	0
E14A	130829	97483	74.51	97159	96	0.07	96	0.07
E14B	84586	65399	77.32	65250	18	0.02	18	0.02
E14D	80001	59041	73.8	58665	154	0.19	154	0.19
E15A	55934	37988	67.92	37737	101	0.18	101	0.18
E15C	90660	62797	69.27	62560	238	0.26	238	0.26
E15D	91524	63320	69.18	62957	171	0.19	171	0.19
E17A	74993	46270	61.7	45571	833	1.11	832	1.11
E17B	39698	25388	63.95	25052	202	0.51	198	0.5
E17C	52394	32032	61.14	31548	444	0.85	444	0.85
E17D	18688	11198	59.92	11059	10	0.05	10	0.05
E19A	62548	43796	70.02	43545	163	0.26	163	0.26
E19B	96491	66091	68.49	65701	448	0.46	436	0.45
E19C	109705	70713	64.46	70099	1081	0.99	1015	0.93
E19D	46879	29441	62.8	29147	97	0.21	95	0.2
E20A	86810	63077	72.66	62871	36	0.04	36	0.04
E20B	107416	80501	74.94	80219	42	0.04	42	0.04
E20C	138402	106170	76.71	106025	0	0	0	0
E22A	101194	71752	70.91	71580	6	0.01	6	0.01
E22B	144055	110183	76.49	110006	0	0	0	0
E22D	78502	56817	72.38	56691	0	0	0	0
E23B	86891	57418	66.08	57238	141	0.16	135	0.16
E23C	93865	70910	75.54	70807	11	0.01	11	0.01
E23D	154959	117801	76.02	117539	26	0.02	26	0.02
E24A	135722	88727	65.37	88226	400	0.29	393	0.29
E24B	75745	45730	60.37	45476	181	0.24	181	0.24
E24C	86781	64039	73.79	63898	19	0.02	19	0.02
E6A	127636	94052	73.69	93563	239	0.19	237	0.19
E6B	69684	51706	74.2	51256	91	0.13	91	0.13
E6D	52666	33463	63.54	33209	105	0.2	105	0.2
L10A	77831	58679	75.39	58596	0	0	0	0
L10B	97025	71014	73.19	70914	0	0	0	0
L10C	147240	107552	73.05	107393	5	0	5	0
L10D	91473	68567	74.96	68450	19	0.02	19	0.02
L11A	90428	64412	71.23	64250	49	0.05	49	0.05
L11B	137382	102908	74.91	102775	0	0	0	0
L11C	137500	103344	75.16	103222	0	0	0	0
L11D	104055	77005	74	76747	10	0.01	10	0.01
L12A	144574	106423	73.61	106295	3	0	3	0
L12B	111882	84655	75.66	84424	11	0.01	10	0.01
L12C	128798	96436	74.87	96166	4	0	4	0
L12D	86194	61958	71.88	61814	3	0	3	0
L14A	117793	90432	76.77	90252	0	0	0	0
L14B	85586	62845	73.43	62707	0	0	0	0
L14C	113203	82964	73.29	82820	0	0	0	0
L14D	90326	68814	76.18	68721	3	0	3	0
L15A	102407	74483	72.73	74253	0	0	0	0
L15B	104089	69403	66.68	69267	5	0	5	0
L15C	146321	111235	76.02	111054	17	0.01	16	0.01
L17A	110582	83634	75.63	83503	0	0	0	0
L17B	109557	82489	75.29	82358	3	0	3	0
L17C	98384	74841	76.07	74725	7	0.01	7	0.01
L17D	117175	90233	77.01	90131	10	0.01	10	0.01
L19A	129456	94968	73.36	94867	5	0	5	0
L19B	90405	69331	76.69	69262	8	0.01	8	0.01
L19C	99903	74356	74.43	74269	4	0	4	0
L19D	119597	89673	74.98	89515	0	0	0	0
L20A	94262	71862	76.24	71770	0	0	0	0
L20B	120645	92413	76.6	92294	4	0	4	0
L20CD	97497	68370	70.13	68203	39	0.04	39	0.04
L22A	127934	98650	77.11	98518	3	0	3	0
L22B	71259	54098	75.92	53937	0	0	0	0
L22C	87257	64023	73.37	63890	0	0	0	0
L22D	93790	72226	77.01	72114	3	0	3	0
L23A	119613	93758	78.38	93664	6	0.01	6	0.01
L23D	98685	72974	73.95	72857	6	0.01	6	0.01
L24A	113095	88595	78.34	88469	0	0	0	0
L24B	86161	65466	75.98	65347	0	0	0	0
L6A	104665	77820	74.35	77698	0	0	0	0
L6B	83669	62668	74.9	62524	3	0	3	0
L6C	121031	90865	75.08	90715	0	0	0	0
L6D	88905	62940	70.79	62750	0	0	0	0
