1	14447813
2	339042
3	54604
4	20241
5	10074
6	5632
7	3664
8	2462
9	1690
10	1363
11	1042
12	794
13	675
14	521
15	439
16	383
17	321
18	274
19	221
20	202
21	174
22	172
23	143
24	111
25	117
26	103
27	105
28	90
29	93
30	72
31	70
32	67
33	73
34	49
35	51
36	43
37	25
38	37
39	44
40	38
41	32
42	26
43	33
44	15
45	22
46	19
47	24
48	17
49	17
50	13
51	15
52	20
53	13
54	19
55	15
56	14
57	11
58	12
59	11
60	11
61	10
62	6
63	14
64	6
65	13
66	7
67	7
68	5
69	12
70	8
71	12
72	12
74	7
75	7
76	7
77	5
78	4
79	8
80	8
81	8
82	5
83	5
84	5
85	4
86	2
87	6
88	8
89	6
90	5
91	5
92	4
93	4
94	3
95	2
96	3
97	2
98	5
99	1
101	1
102	5
103	4
104	4
105	3
107	5
108	3
109	8
110	3
111	4
112	1
114	1
115	1
116	2
117	3
118	4
119	1
120	1
121	2
123	3
124	3
125	2
126	2
129	1
130	2
131	3
133	2
134	3
136	2
137	2
138	3
139	1
140	2
141	2
142	1
143	1
146	1
147	1
148	1
150	1
151	2
152	1
153	1
154	1
155	1
156	1
157	2
160	3
162	1
163	1
164	2
165	2
166	1
167	1
168	1
170	1
171	1
173	1
179	1
180	2
182	1
183	1
185	2
188	1
189	1
190	1
192	1
194	1
198	1
200	1
202	3
203	3
205	1
206	1
207	1
211	2
212	1
213	1
216	1
217	1
218	1
225	2
229	1
230	1
231	1
233	1
240	2
241	1
247	1
251	1
254	1
257	2
260	1
265	1
271	1
276	1
277	1
278	1
281	1
284	1
289	1
304	2
317	1
320	1
332	1
333	1
336	1
337	1
365	1
372	1
428	1
433	1
442	1
470	1
484	1
538	1
581	1
604	1
623	1
639	1
652	1
840	1
965	1
1125	1
1277	1
1431	1
