sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	17963	19.92	17916	17854	19.8	17156	19.03
E10B	62500	10543	16.87	10500	10379	16.61	9821	15.71
E10C	92003	13715	14.91	13669	13556	14.73	12985	14.11
E11A	78819	11260	14.29	11145	10978	13.93	10511	13.34
E11B	87696	13916	15.87	13878	13747	15.68	12832	14.63
E11C	95594	14533	15.2	14394	14286	14.94	13436	14.06
E12A	66702	11873	17.8	11857	11775	17.65	10753	16.12
E12B	99901	17466	17.48	17448	17337	17.35	15565	15.58
E12C	146858	26895	18.31	26873	26645	18.14	23916	16.29
E14A	130829	25344	19.37	25307	25188	19.25	24014	18.36
E14B	84586	16687	19.73	16664	16598	19.62	15935	18.84
E14D	80001	14436	18.04	14338	14250	17.81	13864	17.33
E15A	55934	9224	16.49	9153	8957	16.01	8349	14.93
E15C	90660	15896	17.53	15831	15567	17.17	13049	14.39
E15D	91524	13652	14.92	13585	13230	14.46	11476	12.54
E17A	74993	10673	14.23	10485	10335	13.78	9594	12.79
E17B	39698	5474	13.79	5419	5391	13.58	5147	12.97
E17C	52394	6559	12.52	6434	6321	12.06	5906	11.27
E17D	18688	2285	12.23	2223	2169	11.61	2053	10.99
E19A	62548	11028	17.63	10986	10860	17.36	10443	16.7
E19B	96491	16413	17.01	16298	16227	16.82	15348	15.91
E19C	109705	14978	13.65	14885	14793	13.48	13998	12.76
E19D	46879	5665	12.08	5644	5571	11.88	5289	11.28
E20A	86810	13500	15.55	13469	13350	15.38	12796	14.74
E20B	107416	18999	17.69	18931	18831	17.53	17969	16.73
E20C	138402	25730	18.59	25662	25545	18.46	24651	17.81
E22A	101194	12322	12.18	12282	12233	12.09	11601	11.46
E22B	144055	25476	17.68	25429	25268	17.54	23801	16.52
E22D	78502	11157	14.21	11118	10982	13.99	10243	13.05
E23B	86891	10946	12.6	10898	10785	12.41	10304	11.86
E23C	93865	16562	17.64	16543	16437	17.51	15795	16.83
E23D	154959	28394	18.32	28343	28198	18.2	27028	17.44
E24A	135722	15777	11.62	15670	15479	11.4	14430	10.63
E24B	75745	8548	11.29	8463	8262	10.91	7154	9.44
E24C	86781	13749	15.84	13649	13480	15.53	12469	14.37
E6A	127636	23777	18.63	23673	23627	18.51	22642	17.74
E6B	69684	12921	18.54	12848	12780	18.34	12333	17.7
E6D	52666	6937	13.17	6849	6436	12.22	5926	11.25
L10A	77831	13535	17.39	13505	13282	17.07	12348	15.87
L10B	97025	13763	14.19	13738	13536	13.95	12441	12.82
L10C	147240	21474	14.58	21449	21151	14.36	19131	12.99
L10D	91473	14874	16.26	14845	14627	15.99	13322	14.56
L11A	90428	11839	13.09	11815	11688	12.93	10920	12.08
L11B	137382	22636	16.48	22578	22235	16.18	19530	14.22
L11C	137500	22969	16.7	22919	22583	16.42	20363	14.81
L11D	104055	17192	16.52	17090	16837	16.18	15525	14.92
L12A	144574	21619	14.95	21582	21435	14.83	19297	13.35
L12B	111882	19562	17.48	19504	19243	17.2	18088	16.17
L12C	128798	20597	15.99	20565	20357	15.81	18739	14.55
L12D	86194	11539	13.39	11467	11211	13.01	10615	12.32
L14A	117793	21648	18.38	21628	21497	18.25	20370	17.29
L14B	85586	12791	14.95	12777	12678	14.81	11907	13.91
L14C	113203	16228	14.34	16180	16046	14.17	15232	13.46
L14D	90326	16302	18.05	16283	16138	17.87	15473	17.13
L15A	102407	17353	16.95	17299	17127	16.72	16498	16.11
L15B	104089	12001	11.53	11961	11789	11.33	10998	10.57
L15C	146321	27535	18.82	27485	27234	18.61	26269	17.95
L17A	110582	19120	17.29	19081	18711	16.92	16746	15.14
L17B	109557	18293	16.7	18264	17938	16.37	16241	14.82
L17C	98384	17177	17.46	17159	16987	17.27	15688	15.95
L17D	117175	21845	18.64	21835	21536	18.38	19853	16.94
L19A	129456	18717	14.46	18624	18269	14.11	16764	12.95
L19B	90405	16708	18.48	16697	16435	18.18	15231	16.85
L19C	99903	15734	15.75	15707	15481	15.5	14429	14.44
L19D	119597	19443	16.26	19419	19176	16.03	17678	14.78
L20A	94262	16587	17.6	16505	16338	17.33	15557	16.5
L20B	120645	21759	18.04	21740	21433	17.77	20295	16.82
L20CD	97497	15684	16.09	15559	15426	15.82	14515	14.89
L22A	127934	25180	19.68	25147	24862	19.43	23501	18.37
L22B	71259	10867	15.25	10818	10661	14.96	10143	14.23
L22C	87257	12780	14.65	12767	12573	14.41	11305	12.96
L22D	93790	17946	19.13	17918	17711	18.88	16658	17.76
L23A	119613	24173	20.21	24160	24033	20.09	22901	19.15
L23D	98685	14569	14.76	14535	14448	14.64	13683	13.87
L24A	113095	23304	20.61	23273	23066	20.4	22079	19.52
L24B	86161	15090	17.51	15059	14935	17.33	14310	16.61
L6A	104665	15873	15.17	15868	15685	14.99	14324	13.69
L6B	83669	13753	16.44	13713	13558	16.2	12286	14.68
L6C	121031	20324	16.79	20238	20052	16.57	18718	15.47
L6D	88905	11033	12.41	11025	10923	12.29	10419	11.72
