PC3	Age	A0001	A0002	A0003	A0004	A0005	A0006	A0007	A0008	A0009	A0010	A0011	A0012	A0013	A0014	A0015	A0016	A0017	A0018	A0019	A0020	A0021	A0022	A0023	A0024	A0025	A0026	A0027	A0028	A0029	A0030	A0031	A0032	A0033	A0034	A0035	A0036	A0037	A0038	A0039	A0040	A0041	A0042	A0043	A0044	A0045	A0046	A0047	A0048	A0049	A0050	A0051	A0052	A0053	A0054	A0055	A0056	A0057	A0058	A0059	A0060	A0061	A0062	A0063	A0064	A0065	A0066	A0067	A0068	A0069	A0070	A0071	A0072	A0073	A0074	A0075	A0076	A0077	A0078	A0079	A0080	A0081	A0082	A0083	A0084	A0085	A0086	A0087	A0088	A0089	A0090	A0091	A0092	A0093	A0094	A0095	A0096	A0097	A0098	A0099	A0100	A0101	A0102	A0103	A0104	A0105	A0106	A0107	A0108	A0109	A0110	A0111	A0112	A0113	A0114	A0115	A0116	A0117	A0118	A0119	A0120	A0121	A0122	A0123	A0124	A0125	A0126	A0127	A0128	A0129	A0130	A0131	A0132	A0133	A0134	A0135	A0136	A0137	A0138	A0139	A0140	A0141	A0142	A0143	A0144	A0145	A0146	A0148	A0149	A0150	A0151	A0152	A0153	A0154	A0155	A0156	A0157	A0158	A0159	A0160	A0161	A0162	A0163	A0164	A0165	A0166	A0167	A0168	A0169	A0170	A0171	A0172	A0173	A0174	A0176	A0177	A0178	A0179	A0180	A0181	A0182	A0183	A0184	A0185	A0187	A0188	A0189	A0191	A0192	A0193	A0194	A0195	A0196	A0197	A0198	A0199	A0200	A0202	A0203	A0205	A0206	A0207	A0208	A0209	A0210	A0211	A0212	A0213	A0214	A0215	A0216	A0218	A0219	A0220	A0221	A0222	A0223	A0224	A0227	A0228	A0229	A0230	A0231	A0232	A0234	A0235	A0236	A0237	A0239	A0240	A0242	A0244	A0245	A0247	A0248	A0249	A0250	A0251	A0252	A0253	A0254	A0255	A0256	A0257	A0258	A0259	A0260	A0261	A0262	A0263	A0264	A0265	A0267	A0268	A0269	A0271	A0272	A0274	A0275	A0276	A0277	A0278	A0279	A0281	A0282	A0283	A0284	A0285	A0287	A0288	A0289	A0290	A0291	A0292	A0293	A0294	A0295	A0296	A0297	A0298	A0299	A0300	A0301	A0302	A0303	A0305	A0306	A0307	A0308	A0309	A0310	A0311	A0312	A0313	A0314	A0315	A0316	A0317	A0318	A0319	A0322	A0323	A0324	A0326	A0327	A0328	A0329	A0330	A0331	A0332	A0333	A0334	A0335	A0336	A0337	A0340	A0341	A0342	A0343	A0344	A0346	A0347	A0348	A0349	A0350	A0351	A0352	A0353	A0354	A0355	A0356	A0357	A0359	A0360	A0361	A0362	A0363	A0364	A0365	A0366	A0367	A0368	A0370	A0371	A0372	A0374	A0375	A0377	A0378	A0379	A0380	A0382	A0383	A0384	A0386	A0387	A0388	A0389	A0390	A0391	A0392	A0394	A0396	A0397	A0398	A0400	A0401	A0402	A0403	A0404	A0408	A0409	A0411	A0414	A0415	A0416	A0417	A0418	A0419	A0420	A0421	A0422	A0423	A0424	A0425	A0426	A0429	A0431	A0434	A0436	A0439	A0441	A0442	A0444	A0445	A0446	A0448	A0449	A0450	A0457	A0458	A0459	A0460	A0461	A0463	A0464	A0466	A0468	A0471	A0474	A0475	A0476	A0477	A0479	A0481	A0482	A0483	A0485	A0488	A0493	A0495	A0501	A0503	A0505	A0506	A0507	A0508	A0509	A0510	A0511	A0513	A0514	A0515	A0516	A0517	A0519	A0522	A0525	A0526	A0527	A0529	A0535	A0536	A0537	A0538	A0541	A0544	A0546	A0548	A0549	A0550	A0551	A0555	A0556	A0558	A0562	A0563	A0566	A0567	A0568	A0570	A0571	A0574	A0575	A0576	A0579	A0580	A0582	A0585	A0586	A0588	A0590	A0593	A0595	A0596	A0597	A0601	A0602	A0603	A0605	A0606	A0607	A0608	A0610	A0613	A0615	A0616	A0621	A0622	A0627	A0629	A0630	A0632	A0639	A0643	A0646	A0648	A0649	A0650	A0654	A0658	A0660	A0663	A0665	A0666	A0669	A0670	A0671	A0672	A0675	A0676	A0677	A0678	A0680	A0681	A0684	A0685	A0687	A0690	A0691	A0692	A0696	A0698	A0700	A0701	A0702	A0705	A0708	A0711	A0713	A0715	A0716	A0718	A0720	A0723	A0726	A0727	A0730	A0732	A0734	A0736	A0737	A0740	A0741	A0743	A0751	A0753	A0754	A0755	A0756	A0759	A0760	A0761	A0762	A0764	A0765	A0766	A0772	A0776	A0777	A0782	A0783	A0785	A0786	A0787	A0789	A0791	A0795	A0797	A0798	A0800	A0801	A0804	A0809	A0824	A0825	A0826	A0829	A0830	A0834	A0836	A0837	A0839	A0841	A0846	A0850	A0851	A0855	A0857	A0862	A0865	A0868	A0870	A0871	A0874	A0875	A0877	A0880	A0881	A0882	A0884	A0885	A0886	A0888	A0889	A0891	A0898	A0902	A0906	A0911	A0916	A0919	A0920	A0921	A0922	A0927	A0928	A0934	A0938	A0943	A0946	A0950	A0952	A0954	A0955	A0956	A0959	A0963	A0967	A0970	A0978	A0979	A0980	A0984	A0988	A0990	A0991	A0997	A0998	A1003	A1007	A1011	A1013	A1020	A1024	A1026	A1031	A1033	A1037	A1038	A1040	A1041	A1043	A1046	A1052	A1055	A1057	A1059	A1060	A1062	A1064	A1065	A1066	A1067	A1069	A1070	A1084	A1090	A1091	A1092	A1096	A1097	A1098	A1103	A1105	A1109	A1110	A1114	A1115	A1126	A1137	A1140	A1141	A1142	A1146	A1147	A1151	A1157	A1158	A1159	A1160	A1163	A1164	A1166	A1168	A1170	A1175	A1176	A1178	A1179	A1180	A1186	A1187	A1191	A1198	A1199	A1205	A1210	A1215	A1217	A1222	A1224	A1227	A1232	A1233	A1238	A1246	A1247	A1248	A1249	A1251	A1255	A1258	A1259	A1260	A1262	A1269	A1270	A1272	A1278	A1279	A1280	A1283	A1285	A1289	A1304	A1305	A1306	A1308	A1312	A1313	A1315	A1318	A1319	A1321	A1323	A1328	A1337	A1338	A1342	A1346	A1350	A1355	A1360	A1363	A1365	A1373	A1378	A1385	A1386	A1397	A1398	A1404	A1405	A1407	A1408	A1411	A1412	A1413	A1415	A1429	A1439	A1441	A1446	A1449	A1454	A1455	A1462	A1472	A1473	A1474	A1475	A1480	A1489	A1490	A1492	A1493	A1495	A1500	A1510	A1511	A1512	A1516	A1517	A1518	A1521	A1522	A1527	A1535	A1538	A1539	A1544	A1545	A1546	A1549	A1552	A1553	A1554	A1556	A1557	A1565	A1575	A1576	A1582	A1584	A1586	A1588	A1595	A1597	A1598	A1600	A1602	A1606	A1617	A1618	A1628	A1633	A1634	A1636	A1640	A1642	A1644	A1650	A1651	A1652	A1654	A1655	A1656	A1662	A1676	A1681	A1685	A1690	A1692	A1709	A1710	A1714	A1718	A1721	A1723	A1727	A1728	A1729	A1734	A1736	A1742	A1743	A1744	A1745	A1746	A1751	A1752	A1754	A1760	A1768	A1776	A1780	A1783	A1784	A1785	A1787	A1793	A1796	A1800	A1802	A1808	A1811	A1818	A1824	A1825	A1826	A1832	A1835	A1848	A1849	A1850	A1852	A1856	A1862	A1863	A1864	A1870	A1872	A1874	A1891	A1903	A1906	A1910	A1911	A1917	A1918	A1919	A1920	A1931	A1937	A1938	A1941	A1943	A1945	A1948	A1951	A1952	A1953	A1954	A1961	A1962	A1964	A1969	A1977	A1985	A1988	A1996	A1997	A2004	A2007	A2008	A2015	A2016	A2018	A2029	A2032	A2033	A2034	A2035	A2037	A2038	A2046	A2058	A2059	A2070	A2071	A2072	A2077	A2079	A2086	A2089	A2094	A2096	A2102	A2108	A2117	A2119	A2127	A2129	A2130	A2131	A2137	A2145	A2146	A2157	A2167	A2170	A2178	A2195	A2201	A2206	A2226	A2230	A2237	A2242	A2246	A2252	A2261	A2262	A2276	A2283	A2284	A2286	A2287	A2291	A2294	A2299	A2301	A2303	A2309	A2310	A2313	A2314	A2315	A2320	A2326	A2329	A2335	A2337	A2338	A2350	A2370	A2375	A2393	A2396	A2397	A2403	A2408	A2412	A2413	A2414	A2422	A2425	A2429	A2432	A2458	A2463	A2464	A2487	A2491	A2497	A2514	A2517	A2522	A2529	A2546	A2569	A2576	A2588
low	Early	0.0504470735230955	0.0367029791886299	0.0410761001132326	0.0396964845834472	0.0318092486301459	0.0321736753738628	0.0368331315971002	0.0245597594783491	0.0307029531581482	0.0263818931969336	0.0274881886689313	0.0312495932737235	0.0238439212317624	0.0227376257597647	0.000976143063527391	0.0248200642952898	0.0265901370504861	0.000780914450821912	0.0195358765113948	0.0206031262608515	0.0186638553746437	0.000598701078963466	0.024078195567009	0.000911066859292231	0.0190543126000547	0.000872021136751136	0.0168026759335182	0.000859005895904104	0.00062473156065753	0.000663777283198626	0.0128069969934794	0.000819960173363008	0.0150195879374748	0.000780914450821912	0.0194968307888537	0.000494579152187211	0.000598701078963466	0.0112191376101415	0.0141605820415707	0.000663777283198626	0.000689807764892689	0.0152668775135684	0.011010893756589	0.000559655356422371	0.0120260825426575	0.000520609633881275	0.000650762042351594	0.00927986672393373	0	0.00959223250426249	0.000585685838116434	0.00907162287038122	0	0	0.0112581833326826	0.0095531867817214	0.00916272955631044	0.000455533429646116	0.000169198131011414	0.0119740215792693	0.00821261697447711	0.000559655356422371	0.00795231215753647	0.000169198131011414	0	0.0080434188434657	0.000390457225410956	0.00870719612666432	0.00691109288977393	0.0109458175523538	0	9.11066859292231e-05	0	0.00838181510548853	0	0.0111540614059063	0	0.0068590319263858	0.00667681855452735	0.00652063566436297	0	0	0	0.000520609633881275	0	0	9.11066859292231e-05	0.00767899209974881	0.000104121926776255	0.00882433329428761	0.000104121926776255	0.00921479051969857	0.00626033084742233	0	0	0.00642952897843375	0.000117137167623287	0	0	0	9.11066859292231e-05	0	0.000351411502869861	0.00501086772610727	0	0.00835578462379446	0	2.60304816940637e-05	0	0	0	0	0	0	0.00468548670493148	0	0	0.00745773300534926	0	5.20609633881275e-05	0	0	6.50762042351594e-05	0.00689807764892689	0	0	0	0	0	0	0	0	2.60304816940637e-05	0	9.11066859292231e-05	0	0	0	0	5.20609633881275e-05	0	6.50762042351594e-05	0.00110629547199771	5.20609633881275e-05	0	0	0	3.90457225410956e-05	1.30152408470319e-05	0	0	0	0	0	0.000911066859292231	0.000898051618445199	0	0.000715838246586753	0	0	0	2.60304816940637e-05	0	0	2.60304816940637e-05	3.90457225410956e-05	1.30152408470319e-05	0.000611716319810498	0.000637746801504562	1.30152408470319e-05	0.000611716319810498	0	0	0	0	0.000780914450821912	0	2.60304816940637e-05	0	1.30152408470319e-05	0	0	1.30152408470319e-05	0	0	0.000546640115575339	0	6.50762042351594e-05	0	1.30152408470319e-05	0.000559655356422371	0	0.000650762042351594	6.50762042351594e-05	2.60304816940637e-05	5.20609633881275e-05	5.20609633881275e-05	3.90457225410956e-05	0	0	0	0	0	1.30152408470319e-05	2.60304816940637e-05	5.20609633881275e-05	0	0.000351411502869861	0.000390457225410956	0	2.60304816940637e-05	1.30152408470319e-05	2.60304816940637e-05	0	0	0	0	5.20609633881275e-05	0	0	2.60304816940637e-05	0	2.60304816940637e-05	1.30152408470319e-05	0	0	1.30152408470319e-05	0	1.30152408470319e-05	1.30152408470319e-05	0	0	2.60304816940637e-05	0	1.30152408470319e-05	0	3.90457225410956e-05	0	6.50762042351594e-05	0	0	0	0	0	2.60304816940637e-05	0	0	6.50762042351594e-05	0	0	0	3.90457225410956e-05	5.20609633881275e-05	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	9.11066859292231e-05	0	0	0	0	1.30152408470319e-05	0	2.60304816940637e-05	0	0	0	0	0	0	2.60304816940637e-05	0	0	0	0	3.90457225410956e-05	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	0	0.000312365780328765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	2.60304816940637e-05	1.30152408470319e-05	0	0	0	0	2.60304816940637e-05	1.30152408470319e-05	0	0	0	0	0	0	0	0	2.60304816940637e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	2.60304816940637e-05	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	2.60304816940637e-05	0	0	0	1.30152408470319e-05	0	0	0	0	1.30152408470319e-05	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	2.60304816940637e-05	0	0	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	2.60304816940637e-05	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	3.90457225410956e-05	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	0	0	2.60304816940637e-05	6.50762042351594e-05	0	1.30152408470319e-05	0	0	3.90457225410956e-05	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	0	0	5.20609633881275e-05	9.11066859292231e-05	0	0	0	0	0	0	0	1.30152408470319e-05	6.50762042351594e-05	0	3.90457225410956e-05	0	0	6.50762042351594e-05	0	0	0	6.50762042351594e-05	0	0	0	0	0	0	0	3.90457225410956e-05	1.30152408470319e-05	1.30152408470319e-05	0	0	0	6.50762042351594e-05	0	0	5.20609633881275e-05	0	0	0	0	5.20609633881275e-05	5.20609633881275e-05	2.60304816940637e-05	0	0	0	0	2.60304816940637e-05	0	1.30152408470319e-05	2.60304816940637e-05	0	0	3.90457225410956e-05	0	0	0	1.30152408470319e-05	0	0	0	0	0	3.90457225410956e-05	0	0	0	0	2.60304816940637e-05	0	2.60304816940637e-05	1.30152408470319e-05	0	0	2.60304816940637e-05	0	0	0	0	2.60304816940637e-05	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	2.60304816940637e-05	1.30152408470319e-05	0	0	0	0	2.60304816940637e-05	0	0	0	0	0	0	0	0	9.11066859292231e-05	0	0	1.30152408470319e-05	0	0	1.30152408470319e-05	3.90457225410956e-05	0	0	0	2.60304816940637e-05	0	0	0	2.60304816940637e-05	0	0	0	0	0	0	0	3.90457225410956e-05	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	2.60304816940637e-05	0	0	1.30152408470319e-05	6.50762042351594e-05	0	1.30152408470319e-05	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	0	1.30152408470319e-05	1.30152408470319e-05	2.60304816940637e-05	0	1.30152408470319e-05	0	0	2.60304816940637e-05	0	0	0	0	1.30152408470319e-05	1.30152408470319e-05	2.60304816940637e-05	3.90457225410956e-05	0	5.20609633881275e-05	0	0	0	0	0	0	7.80914450821912e-05	0	0	2.60304816940637e-05	0	2.60304816940637e-05	0	0	0	0	3.90457225410956e-05	0	0	0	0	0	0	0	0	0	0	2.60304816940637e-05	0	0	0	0	0	0	1.30152408470319e-05	1.30152408470319e-05	0	0	0	0	5.20609633881275e-05	2.60304816940637e-05	3.90457225410956e-05	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	1.30152408470319e-05	1.30152408470319e-05	0	1.30152408470319e-05	0	1.30152408470319e-05	0	3.90457225410956e-05	3.90457225410956e-05	2.60304816940637e-05	1.30152408470319e-05	3.90457225410956e-05	0	2.60304816940637e-05	0	0	0	0	6.50762042351594e-05	0	0	0	0	0	0	2.60304816940637e-05	0	2.60304816940637e-05	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	0	0	1.30152408470319e-05	2.60304816940637e-05	2.60304816940637e-05	2.60304816940637e-05	0	1.30152408470319e-05	2.60304816940637e-05	0	0	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	1.30152408470319e-05	0	1.30152408470319e-05	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	1.30152408470319e-05	2.60304816940637e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	2.60304816940637e-05	0	0	0	0	3.90457225410956e-05	1.30152408470319e-05	0	0	0	1.30152408470319e-05	0	2.60304816940637e-05	5.20609633881275e-05	1.30152408470319e-05	0	0	0	2.60304816940637e-05	1.30152408470319e-05	0	0	0	1.30152408470319e-05	0	0	0	5.20609633881275e-05	0	0	0	0	0	0	0	1.30152408470319e-05	0	3.90457225410956e-05	0	0	0	0	1.30152408470319e-05	0	0	0	0	3.90457225410956e-05	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	2.60304816940637e-05	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	1.30152408470319e-05	1.30152408470319e-05	1.30152408470319e-05	0	0	0	2.60304816940637e-05	0	0	0	0	0	0	0	0	6.50762042351594e-05	0	0	1.30152408470319e-05	1.30152408470319e-05	0	0	0	0	0	0	1.30152408470319e-05	0	0	1.30152408470319e-05	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	1.30152408470319e-05	1.30152408470319e-05	0	0	0	0	0	0	0	1.30152408470319e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
low	Early	0.0255503317368953	0.0191133178083396	0.0215519135287139	0.0198383057252076	0.0165429061030801	0.016652752757151	0.0184981765455424	0.0153345929083	0.0158398875170262	0.0117316226547739	0.0134452304582802	0.0155982248780702	0.0133134144733951	0.0123247945867569	0.00604156597390043	0.0114460213541896	0.0131596291576959	0.00720594050705216	0.0104574014675513	0.0110505733995343	0.0102596774902236	0.00404235686980975	0.011380113361747	0.00481128344830616	0.00832637637857551	0.00540445538028912	0.0097983215431258	0.00553627136517422	0.00470143679423525	0.0045037128169076	0.00577793400413023	0.00434992750120831	0.00850213102508898	0.00481128344830616	0.00973241355068325	0.00439386616283668	0.00430598883957995	0.00579990333494442	0.00705215519135287	0.00402038753899556	0.00386660222329628	0.00773320444659256	0.00606353530471462	0.00520673140296147	0.00531657805703238	0.00307570631398568	0.00342721560701261	0.00467946746342106	0.00329539962212751	0.00434992750120831	0.00364690891515444	0.00380069423085373	0	0	0	0.00404235686980975	0.00428401950876576	0.00344918493782679	0.000417417285469485	0.00672261522914012	0.0042400808471374	0	0.00404235686980975	0.000571202601168768	0	0.00395447954655301	0.00250450371281691	0.0042400808471374	0.00333933828375588	0.00584384199657278	0	0	0	0.00340524627619843	0	0.00588778065820115	0	0.00331736895294169	0.00289995166747221	0.00272419702095874	0	0	0	0	0.000483325277912035	0	0.000593171931982952	0.00380069423085373	0	0.00496506876400545	0.000263631969770201	0.00399841820818138	0.00254844237444527	0	0.000527263939540402	0.00311964497561404	0.000351509293026934	0	0	0	0.000307570631398568	0	0	0.00257041170525946	0	0.00408629553143811	0.000241662638956017	0.000351509293026934	0	0	0	0	0.000395447954655301	0	0.00208708642734742	0	0	0	0	0	0.000219693308141834	0	0.000263631969770201	0	0	0	0	0	0	0	0	0	0.000263631969770201	0	0.000417417285469485	0	0	0	0	0	0	0.000241662638956017	0.0210246495891735	0	0	0	0	0	0	0	0	0	0	0	0.0160815501559822	0.0152686849158575	0	0.016652752757151	0	0	0	0	0	0	0	0	0	0.0137308317588646	0.0125005492332704	0	0.0137088624280504	0	0	0	0.0127202425414122	0.0120172239553583	0	0	0.01318159848851	0.00129619051803682	0	0	0	0	0.0102157388285953	0.010061953512896	0.00977635221231161	0	0.0113142053693045	0	0.00982029087393998	0.000153785315699284	0.00955665890416978	0.00127422118722264	0	0	0.000834834570938969	0	0	0	6.59079924425502e-05	0.00973241355068325	0	0	0.000659079924425502	0	4.39386616283668e-05	0.00869985500241663	0.00872182433323081	0.00744760314600817	0.000659079924425502	0.000724987916868052	0	2.19693308141834e-05	0.00900742563381519	0.000812865240124786	0.0001318159848851	0.000746957247682236	0.00703018586053869	6.59079924425502e-05	0.000768926578496419	4.39386616283668e-05	0.000703018586053869	0	0.000153785315699284	0.00733775649193726	0.000483325277912035	0	0	0	0.00663473790588339	6.59079924425502e-05	0.000746957247682236	0	0.000637110593611319	0.0001318159848851	0	8.78773232567336e-05	0.000505294608726218	4.39386616283668e-05	0.00689836987565359	0.00571202601168768	2.19693308141834e-05	0.00645898325936992	0	0.0001318159848851	0	0.000593171931982952	0.0001318159848851	6.59079924425502e-05	4.39386616283668e-05	0.000549233270354585	0.000483325277912035	8.78773232567336e-05	0.0042400808471374	0	0.0041082648622523	0	0.000197723977327651	0.000593171931982952	0.000417417285469485	0.00525067006458983	2.19693308141834e-05	0	2.19693308141834e-05	0	0	0.00443780482446505	2.19693308141834e-05	0.0051627927413331	0	0	0.00467946746342106	0	0	2.19693308141834e-05	0.00380069423085373	0	0.00338327694538424	0.000109846654070917	0.000395447954655301	0	0.00353706226108353	0.00404235686980975	0	0.000439386616283668	0.00327343029131333	0	0.00309767564479986	0	0	0	0	0	0.00355903159189771	0	2.19693308141834e-05	0	2.19693308141834e-05	0.00270222769014456	2.19693308141834e-05	0	0	0	0.0001318159848851	0	0.00364690891515444	0.00270222769014456	2.19693308141834e-05	0	0	0.000373478623841118	4.39386616283668e-05	0.000219693308141834	0	0	0.00270222769014456	0	0	0	0	0	0.000175754646513467	0	0.00272419702095874	0	0	0.000109846654070917	0	6.59079924425502e-05	0	0	0.00265828902851619	0	0.000109846654070917	0.000153785315699284	0	0.00204314776571906	0	2.19693308141834e-05	2.19693308141834e-05	0	0	0	0	0	0	0	0	2.19693308141834e-05	4.39386616283668e-05	0	0	0	2.19693308141834e-05	0	4.39386616283668e-05	0	0	8.78773232567336e-05	0.000175754646513467	0	0	0	0	2.19693308141834e-05	0	0	0	0	4.39386616283668e-05	0	0	0	0	2.19693308141834e-05	0.000153785315699284	0	0	4.39386616283668e-05	6.59079924425502e-05	2.19693308141834e-05	0.000417417285469485	2.19693308141834e-05	0	6.59079924425502e-05	0	0	0	0	0	0	0	8.78773232567336e-05	4.39386616283668e-05	0.000109846654070917	0	0	2.19693308141834e-05	0	8.78773232567336e-05	0	0	4.39386616283668e-05	0	0	0	0	0	2.19693308141834e-05	0	4.39386616283668e-05	0.000307570631398568	0	0	8.78773232567336e-05	0	0	0	2.19693308141834e-05	0	0	2.19693308141834e-05	2.19693308141834e-05	0	0	2.19693308141834e-05	0	0	0	0	0	0	4.39386616283668e-05	0	2.19693308141834e-05	0	0	0	0	2.19693308141834e-05	0	4.39386616283668e-05	0	0	2.19693308141834e-05	0	0	0	0	0	0	0	0	0	0	0.00109846654070917	0	0	2.19693308141834e-05	0	0	0	0	0	4.39386616283668e-05	0	0	0	0	0	0	2.19693308141834e-05	0	0	0	0	0	0.001318159848851	0.00103255854826662	0	0	0	0	0.0011863438639659	0	0	0	2.19693308141834e-05	0	6.59079924425502e-05	0	2.19693308141834e-05	0	0	0	0	0	0	0.000790895909310602	0.000746957247682236	0	0	0	0	0	0	0	0	0.000812865240124786	0	0.000681049255239685	0	0	0.000878773232567336	0	2.19693308141834e-05	0	0.000681049255239685	0	0	0	0	0	0	2.19693308141834e-05	0	0	0.000812865240124786	0	0	0	0	0	2.19693308141834e-05	0	0	0	0	0	0	0	0	0	0	0	2.19693308141834e-05	0	0	0	0	0	0	0.000703018586053869	0	0	0	0.000571202601168768	0	0	0	0	0	0.000681049255239685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000527263939540402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169163847269212	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439386616283668	0	0	0.000461355947097851	0	0	0	0	0	0	0	0	0	0	0	0	0.000439386616283668	0	0	0	0	0.000417417285469485	0	0	0	0	0	0	0	0	0	0	0	0.000241662638956017	0	0	0	0	0	0	2.19693308141834e-05	4.39386616283668e-05	0	0	0	0	0	0	0	0.000109846654070917	0	0	0	4.39386616283668e-05	0.000241662638956017	0	0.000263631969770201	0.000681049255239685	0.0001318159848851	0	0	0	2.19693308141834e-05	0	0	0	0	0	0	0.000307570631398568	0	0	0	0	0	0	0	2.19693308141834e-05	0	0	0	0	0	0	0	0	0	0	0.000109846654070917	0	0	0.000197723977327651	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59079924425502e-05	0.000197723977327651	0	6.59079924425502e-05	6.59079924425502e-05	0	0	0.000351509293026934	0	0	2.19693308141834e-05	0	0	0	0	0.000175754646513467	0	0.000197723977327651	0.000417417285469485	0	0	0.000219693308141834	4.39386616283668e-05	0	0	0	0	6.59079924425502e-05	0.000109846654070917	0	0	0.000197723977327651	0	0	0	4.39386616283668e-05	0.000263631969770201	0.000219693308141834	0	8.78773232567336e-05	0	0.000329539962212751	0	0	0.000307570631398568	0	2.19693308141834e-05	0	0	0	0	0	0.000329539962212751	0	0	0	0	0	0	8.78773232567336e-05	0	0.000241662638956017	0	0	0	0.0001318159848851	0	8.78773232567336e-05	0	0	8.78773232567336e-05	0	0	0	0	0.000109846654070917	0	0.0001318159848851	0.000197723977327651	0	0.000944681225009886	0	0.000153785315699284	0	0	0	0	0	0	2.19693308141834e-05	0	4.39386616283668e-05	0	0	6.59079924425502e-05	6.59079924425502e-05	0	0.000219693308141834	4.39386616283668e-05	0	0	0	0	0	2.19693308141834e-05	8.78773232567336e-05	0	0	0.0001318159848851	0.000197723977327651	0	0	0	0	0	0	0	0	0	0	0.000109846654070917	0.000241662638956017	0.000219693308141834	0.000109846654070917	0	0	0	0	0	0	0.000329539962212751	0	2.19693308141834e-05	0	0	4.39386616283668e-05	8.78773232567336e-05	0	0	0	0	0	0.000153785315699284	0.000109846654070917	0.000285601300584384	0.000241662638956017	4.39386616283668e-05	0	4.39386616283668e-05	6.59079924425502e-05	6.59079924425502e-05	0	0	8.78773232567336e-05	0	2.19693308141834e-05	0	0	2.19693308141834e-05	2.19693308141834e-05	0	0	0	0.0001318159848851	0	0	0	0	0	0	0.000153785315699284	0	0	6.59079924425502e-05	0	0	0	0	0	0	0	2.19693308141834e-05	0	0.000109846654070917	0	0	0	0	6.59079924425502e-05	0	0	0	0	0	0.000109846654070917	0	2.19693308141834e-05	0.000109846654070917	0	2.19693308141834e-05	2.19693308141834e-05	0	0	0	0	0	0	2.19693308141834e-05	0	2.19693308141834e-05	0	4.39386616283668e-05	6.59079924425502e-05	0	0	8.78773232567336e-05	0.0001318159848851	4.39386616283668e-05	2.19693308141834e-05	0	0	6.59079924425502e-05	0	2.19693308141834e-05	0	0	0	0	4.39386616283668e-05	0	0	0	0	0	0	0	0	4.39386616283668e-05	0	0	0	0	0	0	0	0	0	0	0.000153785315699284	0	0	0	0	0	0	8.78773232567336e-05	6.59079924425502e-05	6.59079924425502e-05	0	2.19693308141834e-05	0	0.000197723977327651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19693308141834e-05	0	0	0	0	0	0	0	0	0.0001318159848851	0	0	6.59079924425502e-05	0	2.19693308141834e-05	0	4.39386616283668e-05	0	0	0	0	0	0	0	8.78773232567336e-05	6.59079924425502e-05	0	6.59079924425502e-05	0	0	0
