PC3	Age	Acetobacter	Acinetobacter	Akkermansia	Altererythrobacter	Ameyamaea	Anaerobacillus	Bacillus	Brucella	Carnobacterium	Corynebacterium_1	Curvibacter	Cutibacterium	Enhydrobacter	Escherichia/Shigella	Gemella	Klebsiella	Lactobacillus	Lawsonella	Mangrovibacter	Massilia	Methylobacterium	Micrococcus	Paracoccus	Proteus	Pseudomonas	Ralstonia	Serratia	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus	Wolbachia
high	Late	0.812071053693985	3.67012882152164e-05	0	1.83506441076082e-05	0	0	0	0	1.83506441076082e-05	0.000146805152860865	0	0	0	0.000165155796968474	0	0	0.000330311593936947	1.83506441076082e-05	5.50519323228245e-05	0	0.000238558373398906	0	0	0	0.000330311593936947	0.0102947113443682	0.000110103864645649	7.34025764304327e-05	0.000165155796968474	0	0	0.0589055675854223
high	Late	0.929312825052562	4.42624764855594e-05	0	2.21312382427797e-05	0	0	0	0	2.21312382427797e-05	4.42624764855594e-05	0	0	0	2.21312382427797e-05	0	0	6.63937147283391e-05	0	0	2.21312382427797e-05	2.21312382427797e-05	0	0	0	0.000331968573641695	0.00369591678654421	2.21312382427797e-05	2.21312382427797e-05	0	0	0	0.031138652207591
low	Late	0.980048722593541	6.24648635142732e-05	0	4.99718908114186e-05	1.24929727028546e-05	0	0	0	0	0	0	1.24929727028546e-05	0	1.24929727028546e-05	0	0	0.00822037603847836	0	1.24929727028546e-05	0	7.49578362171279e-05	0	0	0	0.000224873508651384	0.00368542694734212	1.24929727028546e-05	3.74789181085639e-05	1.24929727028546e-05	2.49859454057093e-05	1.24929727028546e-05	0
low	Late	0.987883788595996	0	0	0	0	0	0	0	0	0	0	0.000412559169670387	0	4.34272810179355e-05	0	2.17136405089677e-05	0.00232335953445955	0	4.34272810179355e-05	0	0.000238850045598645	0	0	0	0.000455986450688322	0.0034958961219438	2.17136405089677e-05	4.34272810179355e-05	2.17136405089677e-05	0	0.000282277326616581	0
low	Late	0.988338086501608	0	0	0	0	0	1.81649742965614e-05	0	0	0	0	0	0	1.81649742965614e-05	0	0	0.00474105829140252	0	1.81649742965614e-05	0	0	1.81649742965614e-05	0	0	7.26598971862455e-05	0.00188915732684238	0	1.81649742965614e-05	1.81649742965614e-05	0	0	1.81649742965614e-05
low	Late	0.966796622860241	0	0	0	0	0	0	0	0	0	0	0	0	1.29095556530944e-05	0	0	0.0135937621027084	0	5.16382226123777e-05	0	0	0	0	0	0.000245281557408794	0.00303374557847719	0	0	0	0	0	1.29095556530944e-05
high	Late	0.99089763338468	0	0	0	0	0	0	0	3.11192021036581e-05	0	0	0	3.11192021036581e-05	4.66788031554871e-05	0	0	0.000622384042073161	4.66788031554871e-05	3.11192021036581e-05	0	3.11192021036581e-05	1.5559601051829e-05	0	0	0.00015559601051829	0.00328307582193593	0	0	7.77980052591451e-05	0	0	0
high	Late	0.98968192824125	0	0	5.50297160466652e-05	0	0	1.37574290116663e-05	0	0	0	0	0	2.75148580233326e-05	4.12722870349989e-05	0	0	0.00189852520360995	0	4.12722870349989e-05	1.37574290116663e-05	1.37574290116663e-05	0	0	0	0.000178846577151662	0.00246257979308827	2.75148580233326e-05	4.12722870349989e-05	1.37574290116663e-05	0	0	1.37574290116663e-05
high	Late	0.983162189261142	1.15248533462412e-05	0	0	0	0	0	0	0	3.45745600387235e-05	0	0	0	0	0	0	0.00282358906982909	0	0	0	0	1.15248533462412e-05	0	0	0.000265071626963547	0.003584229390681	0.000115248533462412	0	1.15248533462412e-05	0	0	0
high	Late	0.991978200725716	5.56103935825606e-05	0	2.78051967912803e-05	1.39025983956401e-05	1.39025983956401e-05	0	0	0	0	0	1.39025983956401e-05	6.95129919782007e-05	0	0	0	0.00158489621710298	0	1.39025983956401e-05	0	6.95129919782007e-05	0	0	0	9.7318188769481e-05	0.0022522209400937	2.78051967912803e-05	4.17077951869204e-05	0	0	0	1.39025983956401e-05
high	Late	0.986805495797837	0	0	0	0	0	0	0	0	4.30255571809655e-05	0	4.30255571809655e-05	0	0.000114734819149241	0	0	0.0043168975704902	1.43418523936552e-05	2.86837047873103e-05	0	0.000243811490692138	4.30255571809655e-05	0	0	0.000215127785904827	0.00258153343085793	2.86837047873103e-05	2.86837047873103e-05	8.6051114361931e-05	0	0	0
high	Late	0.844580777096115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00408997955010225
high	Late	0.982325923916203	1.93794693901281e-05	0	0	0	0	0	0	2.90692040851921e-05	5.81384081703843e-05	0	1.93794693901281e-05	9.68973469506405e-06	1.93794693901281e-05	0	0	0.00450572663320478	0	3.87589387802562e-05	0	5.81384081703843e-05	0	0	1.93794693901281e-05	0.000319761244937114	0.00480610840875177	3.87589387802562e-05	0	1.93794693901281e-05	0	0	9.68973469506405e-06
low	Late	0.994811687356901	0	0	2.10053143445292e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00218455269183103	0	0	0	6.30159430335875e-05	0	0	0	0	0.000714180687713992	0	2.10053143445292e-05	0.000126031886067175	0	0	0
low	Late	0.991281226106109	3.42360231435516e-05	0	4.56480308580689e-05	0	0	0	0	0	0.000114120077145172	0	7.98840540016205e-05	0	0.000125532084859689	0	0	0.0025220537049083	0.000148356100288724	6.84720462871033e-05	7.98840540016205e-05	0.000308124208291965	0	1.14120077145172e-05	0	0.000182592123432275	0.00235087358919055	4.56480308580689e-05	0.000148356100288724	7.98840540016205e-05	0	0	0
low	Late	0.983521610514404	1.98534813079473e-05	0	0	0	1.98534813079473e-05	0	0	3.97069626158947e-05	3.97069626158947e-05	0	0	9.92674065397367e-05	3.97069626158947e-05	0	0	0.00351406619150668	0	0.000158827850463579	0	0	1.98534813079473e-05	0	0	0.000337509182235105	0.00426849848120868	5.9560443923842e-05	0	1.98534813079473e-05	0	0	0
low	Late	0.971360155077063	0	0	0	1.90045420855584e-05	0	0	0	5.70136262566753e-05	0	1.90045420855584e-05	0	0	1.90045420855584e-05	0	0	0.00496018548433075	0	7.60181683422338e-05	0	0	0	0	0	7.60181683422338e-05	0.00423801288507953	5.70136262566753e-05	0	3.80090841711169e-05	0	0	0
low	Late	0.989657347937158	2.06853041256839e-05	0	0	1.0342652062842e-05	0	0	0	1.0342652062842e-05	0	0	2.06853041256839e-05	0	3.10279561885259e-05	0	0	0.00303039705441269	0	4.13706082513678e-05	0	2.06853041256839e-05	1.0342652062842e-05	0	0	0.000186167737131155	0.00255463505952196	8.27412165027356e-05	0	2.06853041256839e-05	0	0	0
low	Late	0.927964636365003	4.51066772917951e-05	0	3.00711181945301e-05	0	0	0	0	1.5035559097265e-05	7.51777954863252e-05	0	3.00711181945301e-05	0	3.00711181945301e-05	0	0	0.0337247590551655	0	9.02133545835902e-05	0	0.000135320031875385	4.51066772917951e-05	0	0	0.000255604504653506	0.0036987475379272	9.02133545835902e-05	9.02133545835902e-05	1.5035559097265e-05	0	1.5035559097265e-05	0
low	Late	0.982782668686354	0	0	0	0	0	0	0	0	1.49976753603192e-05	0	1.49976753603192e-05	2.99953507206383e-05	5.99907014412766e-05	0	0	0.00685393763966585	0	1.49976753603192e-05	0	0	0	0	0	0.000134979078242872	0.00167973964035574	1.49976753603192e-05	0	2.99953507206383e-05	0	0	0
low	Late	0.973518236718443	0.000488098997961469	0	0	9.57056858747978e-06	0	0	0	0	3.82822743499191e-05	0	3.82822743499191e-05	3.82822743499191e-05	0	0	0.000363681606324232	0.00860394116014432	9.57056858747978e-06	1.91411371749596e-05	1.91411371749596e-05	0	5.74234115248787e-05	0	0	5.74234115248787e-05	0.0016078555226966	1.91411371749596e-05	0	7.65645486998383e-05	0	0	0
low	Late	0.939810139365785	0.000201979398101394	0	0	0	0	0	0	0	0.000151484548576045	0	0.000403958796202787	0.000858412441930923	0.000353463946677439	0	0	0.000605938194304181	0	0	0	0	0	0	0	0.00201979398101394	0.0522116744092103	0.000555443344778833	0	0.00095940214098162	0	0	0
low	Late	0.989253498645087	0	0	0	0	1.85604513901778e-05	0	0	0	0	0	0	0	5.56813541705334e-05	0	0	0.00506700322951854	0	1.85604513901778e-05	0	0	0	0	0	7.42418055607112e-05	0.0028397490626972	3.71209027803556e-05	0	5.56813541705334e-05	0	0	0
low	Late	0.981097130761994	0	0	0	0	0	0	0	9.79931012856695e-06	0	0	9.79931012856695e-06	1.95986202571339e-05	1.95986202571339e-05	0	0	0.00382173095014111	1.95986202571339e-05	5.87958607714017e-05	0	0	0	0	0	0.000176387582314205	0.00197946064597052	1.95986202571339e-05	0	0	0	0	0
low	Late	0.993328616193268	5.05407864146366e-05	0	6.73877152195155e-05	0	0	0	0	0	0	0	3.36938576097577e-05	0	0	0	0	0.0011961319451464	1.68469288048789e-05	3.36938576097577e-05	0	0.000471714006536608	0	0	0	0.000168469288048789	0.00284713096802453	1.68469288048789e-05	0.000101081572829273	1.68469288048789e-05	0	0.000117928501634152	0
