sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	72073	79.94	71761	17419	19.32	16803	18.64
E10B	62500	46483	74.37	46060	23878	38.2	22779	36.45
E10C	92003	68572	74.53	68181	20356	22.13	19604	21.31
E11A	78819	51464	65.29	50146	26166	33.2	25079	31.82
E11B	87696	65530	74.72	65072	23513	26.81	22380	25.52
E11C	95594	68720	71.89	68066	25477	26.65	24326	25.45
E12A	66702	52779	79.13	52645	12427	18.63	11760	17.63
E12B	99901	78485	78.56	78216	19976	20	18722	18.74
E12C	146858	116026	79.01	115649	30396	20.7	28073	19.12
E14A	130829	101977	77.95	101443	28955	22.13	27734	21.2
E14B	84586	67901	80.27	67640	15344	18.14	14747	17.43
E14D	80001	61703	77.13	61132	15908	19.88	15465	19.33
E15A	55934	40741	72.84	40276	22267	39.81	20909	37.38
E15C	90660	67111	74.02	66604	33148	36.56	30117	33.22
E15D	91524	66338	72.48	65629	20477	22.37	18946	20.7
E17A	74993	49901	66.54	49031	31108	41.48	28965	38.62
E17B	39698	26874	67.7	26416	13254	33.39	12854	32.38
E17C	52394	34374	65.61	33739	19509	37.24	18515	35.34
E17D	18688	12403	66.37	12209	10766	57.61	10441	55.87
E19A	62548	46465	74.29	46082	19933	31.87	19077	30.5
E19B	96491	70224	72.78	69640	33891	35.12	31793	32.95
E19C	109705	74728	68.12	73713	34091	31.08	31911	29.09
E19D	46879	31577	67.36	31276	21184	45.19	20320	43.35
E20A	86810	65421	75.36	65120	18687	21.53	18007	20.74
E20B	107416	83310	77.56	82800	20409	19	19677	18.32
E20C	138402	109753	79.3	109510	25546	18.46	24703	17.85
E22A	101194	73947	73.07	73640	16895	16.7	16296	16.1
E22B	144055	113621	78.87	113379	22584	15.68	21633	15.02
E22D	78502	58596	74.64	58390	13774	17.55	13210	16.83
E23B	86891	60748	69.91	60326	28732	33.07	27125	31.22
E23C	93865	73345	78.14	73184	18934	20.17	18240	19.43
E23D	154959	121835	78.62	121362	29376	18.96	28305	18.27
E24A	135722	93004	68.53	92270	36853	27.15	34993	25.78
E24B	75745	49892	65.87	49472	33907	44.76	31095	41.05
E24C	86781	66085	76.15	65826	14630	16.86	13849	15.96
E6A	127636	98117	76.87	97357	30266	23.71	29142	22.83
E6B	69684	53670	77.02	53159	15034	21.57	14567	20.9
E6D	52666	36148	68.64	35802	25975	49.32	22941	43.56
L10A	77831	60625	77.89	60504	11147	14.32	10765	13.83
L10B	97025	73104	75.35	72976	13929	14.36	13357	13.77
L10C	147240	111062	75.43	110750	23597	16.03	21898	14.87
L10D	91473	70940	77.55	70616	12463	13.62	12140	13.27
L11A	90428	68405	75.65	67929	18029	19.94	17191	19.01
L11B	137382	106158	77.27	105760	25352	18.45	22864	16.64
L11C	137500	106697	77.6	106459	21629	15.73	20354	14.8
L11D	104055	79513	76.41	79217	19327	18.57	18533	17.81
L12A	144574	109710	75.89	109501	25726	17.79	23808	16.47
L12B	111882	87213	77.95	86872	18320	16.37	17661	15.79
L12C	128798	99525	77.27	99308	21532	16.72	20307	15.77
L12D	86194	63814	74.04	63607	13366	15.51	12834	14.89
L14A	117793	93323	79.23	93083	18868	16.02	18172	15.43
L14B	85586	64625	75.51	64433	12951	15.13	12515	14.62
L14C	113203	85713	75.72	85548	17934	15.84	17245	15.23
L14D	90326	70927	78.52	70794	14385	15.93	13953	15.45
L15A	102407	77835	76.01	77550	24244	23.67	23430	22.88
L15B	104089	72870	70.01	72493	25497	24.5	24250	23.3
L15C	146321	115951	79.24	115739	25727	17.58	24823	16.96
L17A	110582	86701	78.4	86448	17645	15.96	16170	14.62
L17B	109557	85840	78.35	85642	15381	14.04	14198	12.96
L17C	98384	77535	78.81	77290	15163	15.41	14550	14.79
L17D	117175	93984	80.21	93727	17052	14.55	16115	13.75
L19A	129456	98321	75.95	97949	17787	13.74	17117	13.22
L19B	90405	72174	79.83	71858	11623	12.86	11356	12.56
L19C	99903	76960	77.03	76665	14499	14.51	13916	13.93
L19D	119597	93112	77.85	92785	18478	15.45	17553	14.68
L20A	94262	74676	79.22	74381	12949	13.74	12511	13.27
L20B	120645	96053	79.62	95809	17173	14.23	16407	13.6
L20CD	97497	72646	74.51	72235	30627	31.41	29178	29.93
L22A	127934	101787	79.56	101602	21905	17.12	20782	16.24
L22B	71259	56018	78.61	55777	10289	14.44	9900	13.89
L22C	87257	66531	76.25	66243	17385	19.92	15251	17.48
L22D	93790	74497	79.43	74294	15887	16.94	15086	16.08
L23A	119613	96857	80.98	96672	19404	16.22	18641	15.58
L23D	98685	74988	75.99	74805	15034	15.23	14431	14.62
L24A	113095	91318	80.74	91121	19182	16.96	18463	16.33
L24B	86161	67282	78.09	67120	15025	17.44	14405	16.72
L6A	104665	80609	77.02	80423	13730	13.12	13165	12.58
L6B	83669	64694	77.32	64520	13022	15.56	12468	14.9
L6C	121031	94250	77.87	93754	19567	16.17	18666	15.42
L6D	88905	64982	73.09	64839	13977	15.72	13467	15.15
