sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	19099	21.18	19056	19035	21.11	18285	20.28
E10B	62500	11322	18.12	11225	11175	17.88	10633	17.01
E10C	92003	14514	15.78	14437	14410	15.66	13702	14.89
E11A	78819	12091	15.34	11938	11802	14.97	11360	14.41
E11B	87696	14738	16.81	14713	14679	16.74	13681	15.6
E11C	95594	15515	16.23	15300	15216	15.92	14345	15.01
E12A	66702	12539	18.8	12516	12497	18.74	11272	16.9
E12B	99901	18361	18.38	18340	18327	18.35	16370	16.39
E12C	146858	28267	19.25	28242	28204	19.2	25128	17.11
E14A	130829	27050	20.68	27001	26919	20.58	25528	19.51
E14B	84586	17895	21.16	17875	17873	21.13	17110	20.23
E14D	80001	15646	19.56	15544	15495	19.37	15035	18.79
E15A	55934	10133	18.12	10080	9987	17.85	9261	16.56
E15C	90660	17338	19.12	17280	17122	18.89	14354	15.83
E15D	91524	14661	16.02	14599	14505	15.85	12258	13.39
E17A	74993	11716	15.62	11575	11434	15.25	10687	14.25
E17B	39698	5874	14.8	5826	5792	14.59	5532	13.94
E17C	52394	7147	13.64	7049	7000	13.36	6543	12.49
E17D	18688	2499	13.37	2467	2435	13.03	2338	12.51
E19A	62548	11818	18.89	11757	11645	18.62	11187	17.89
E19B	96491	17639	18.28	17548	17509	18.15	16530	17.13
E19C	109705	16119	14.69	15995	15959	14.55	15204	13.86
E19D	46879	6147	13.11	6119	6085	12.98	5812	12.4
E20A	86810	14350	16.53	14313	14273	16.44	13601	15.67
E20B	107416	20086	18.7	20043	20005	18.62	19027	17.71
E20C	138402	27312	19.73	27284	27254	19.69	26215	18.94
E22A	101194	13104	12.95	13071	13005	12.85	12489	12.34
E22B	144055	27161	18.85	27140	27107	18.82	25783	17.9
E22D	78502	11864	15.11	11834	11778	15	11082	14.12
E23B	86891	11721	13.49	11659	11603	13.35	11122	12.8
E23C	93865	17617	18.77	17597	17577	18.73	16890	17.99
E23D	154959	30084	19.41	30035	30023	19.37	28800	18.59
E24A	135722	16935	12.48	16777	16663	12.28	15668	11.54
E24B	75745	9487	12.52	9413	9363	12.36	8264	10.91
E24C	86781	14566	16.78	14513	14478	16.68	13405	15.45
E6A	127636	25313	19.83	25223	25155	19.71	24088	18.87
E6B	69684	13763	19.75	13710	13665	19.61	13111	18.81
E6D	52666	7625	14.48	7546	7145	13.57	6518	12.38
L10A	77831	14365	18.46	14332	14261	18.32	13181	16.94
L10B	97025	14523	14.97	14514	14427	14.87	13081	13.48
L10C	147240	22731	15.44	22712	22690	15.41	20249	13.75
L10D	91473	15785	17.26	15753	15718	17.18	14123	15.44
L11A	90428	13839	15.3	13812	13781	15.24	12775	14.13
L11B	137382	24000	17.47	23931	23916	17.41	20652	15.03
L11C	137500	24510	17.83	24482	24470	17.8	21651	15.75
L11D	104055	18255	17.54	18225	18164	17.46	16648	16
L12A	144574	22961	15.88	22941	22933	15.86	20578	14.23
L12B	111882	20799	18.59	20739	20680	18.48	19409	17.35
L12C	128798	21854	16.97	21840	21820	16.94	19976	15.51
L12D	86194	12229	14.19	12220	12148	14.09	11310	13.12
L14A	117793	23114	19.62	23088	23071	19.59	21829	18.53
L14B	85586	13505	15.78	13486	13481	15.75	12590	14.71
L14C	113203	17267	15.25	17245	17235	15.22	16287	14.39
L14D	90326	17300	19.15	17266	17248	19.1	16503	18.27
L15A	102407	18539	18.1	18507	18444	18.01	17749	17.33
L15B	104089	12864	12.36	12829	12690	12.19	11799	11.34
L15C	146321	29526	20.18	29484	29438	20.12	28303	19.34
L17A	110582	20503	18.54	20491	20417	18.46	18140	16.4
L17B	109557	19916	18.18	19847	19796	18.07	17796	16.24
L17C	98384	18495	18.8	18477	18467	18.77	17060	17.34
L17D	117175	23811	20.32	23796	23790	20.3	21883	18.68
L19A	129456	20100	15.53	20081	20069	15.5	17965	13.88
L19B	90405	18122	20.05	18084	18049	19.96	16475	18.22
L19C	99903	16814	16.83	16802	16770	16.79	15362	15.38
L19D	119597	20983	17.54	20966	20950	17.52	19164	16.02
L20A	94262	17915	19.01	17868	17865	18.95	17014	18.05
L20B	120645	23532	19.51	23514	23440	19.43	22165	18.37
L20CD	97497	16925	17.36	16876	16832	17.26	15869	16.28
L22A	127934	26818	20.96	26732	26627	20.81	25241	19.73
L22B	71259	11957	16.78	11938	11887	16.68	11197	15.71
L22C	87257	14115	16.18	14100	13892	15.92	12449	14.27
L22D	93790	19129	20.4	19112	18952	20.21	17782	18.96
L23A	119613	25842	21.6	25787	25775	21.55	24729	20.67
L23D	98685	15481	15.69	15444	15437	15.64	14703	14.9
L24A	113095	24845	21.97	24792	24763	21.9	23662	20.92
L24B	86161	15924	18.48	15888	15884	18.44	15161	17.6
L6A	104665	17080	16.32	17073	17068	16.31	15324	14.64
L6B	83669	14578	17.42	14557	14556	17.4	12904	15.42
L6C	121031	21679	17.91	21605	21602	17.85	20116	16.62
L6D	88905	11703	13.16	11692	11690	13.15	11104	12.49
