sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	86581	96.03	85993	18958	21.03	18265	20.26
E10B	62500	59147	94.64	58788	31476	50.36	29894	47.83
E10C	92003	87116	94.69	86409	24660	26.8	23728	25.79
E11A	78819	70325	89.22	67373	35603	45.17	33668	42.72
E11B	87696	83138	94.8	82411	30102	34.33	28353	32.33
E11C	95594	89018	93.12	87270	31932	33.4	30300	31.7
E12A	66702	64263	96.34	64007	13447	20.16	12602	18.89
E12B	99901	96058	96.15	95617	21560	21.58	20063	20.08
E12C	146858	141182	96.14	140597	33000	22.47	30331	20.65
E14A	130829	124877	95.45	123790	33663	25.73	32276	24.67
E14B	84586	81472	96.32	81012	16860	19.93	16192	19.14
E14D	80001	75955	94.94	74652	18666	23.33	18263	22.83
E15A	55934	52629	94.09	51712	29019	51.88	27220	48.66
E15C	90660	85638	94.46	84546	43944	48.47	39983	44.1
E15D	91524	85909	93.86	84722	26975	29.47	24694	26.98
E17A	74993	67996	90.67	66162	41920	55.9	39081	52.11
E17B	39698	36163	91.1	35010	17894	45.08	17272	43.51
E17C	52394	47469	90.6	46006	25642	48.94	24365	46.5
E17D	18688	17307	92.61	16937	15416	82.49	14950	80
E19A	62548	58906	94.18	58113	25788	41.23	24746	39.56
E19B	96491	90075	93.35	88845	42673	44.22	40218	41.68
E19C	109705	99518	90.71	97194	45541	41.51	42822	39.03
E19D	46879	43623	93.05	43071	30161	64.34	28798	61.43
E20A	86810	82358	94.87	81689	23191	26.71	22277	25.66
E20B	107416	102510	95.43	101599	23807	22.16	22942	21.36
E20C	138402	133008	96.1	132496	28116	20.31	27202	19.65
E22A	101194	95890	94.76	95317	20429	20.19	19676	19.44
E22B	144055	138705	96.29	138307	25118	17.44	23842	16.55
E22D	78502	74736	95.2	74377	16646	21.2	15853	20.19
E23B	86891	81679	94	81083	39600	45.57	37372	43.01
E23C	93865	90039	95.92	89687	22012	23.45	21241	22.63
E23D	154959	148575	95.88	147728	32829	21.19	31478	20.31
E24A	135722	125643	92.57	123834	49420	36.41	46394	34.18
E24B	75745	69792	92.14	69062	49192	64.94	44849	59.21
E24C	86781	82913	95.54	82536	16767	19.32	15672	18.06
E6A	127636	121029	94.82	119526	35694	27.97	34359	26.92
E6B	69684	65859	94.51	64570	17302	24.83	16732	24.01
E6D	52666	49082	93.19	48569	36037	68.43	31529	59.87
L10A	77831	74637	95.9	74279	12406	15.94	11840	15.21
L10B	97025	92543	95.38	92263	15570	16.05	14864	15.32
L10C	147240	140420	95.37	139741	25965	17.63	23994	16.3
L10D	91473	87634	95.8	87161	13990	15.29	13363	14.61
L11A	90428	86442	95.59	85405	23545	26.04	22221	24.57
L11B	137382	131484	95.71	131150	28584	20.81	25269	18.39
L11C	137500	132086	96.06	131610	23924	17.4	22414	16.3
L11D	104055	99186	95.32	98595	23125	22.22	21816	20.97
L12A	144574	138087	95.51	137740	29637	20.5	27055	18.71
L12B	111882	107363	95.96	106962	20398	18.23	19483	17.41
L12C	128798	123417	95.82	122938	23869	18.53	22337	17.34
L12D	86194	81815	94.92	81445	14918	17.31	14300	16.59
L14A	117793	113355	96.23	112921	20368	17.29	19564	16.61
L14B	85586	81569	95.31	81134	14485	16.92	13956	16.31
L14C	113203	108196	95.58	107854	19850	17.53	18992	16.78
L14D	90326	86734	96.02	86454	15855	17.55	15321	16.96
L15A	102407	97567	95.27	97103	30175	29.47	29123	28.44
L15B	104089	97522	93.69	97034	35887	34.48	34111	32.77
L15C	146321	140639	96.12	140264	28287	19.33	27308	18.66
L17A	110582	106280	96.11	105870	19649	17.77	17765	16.07
L17B	109557	105371	96.18	104858	17338	15.83	16004	14.61
L17C	98384	94690	96.25	94334	16717	16.99	15616	15.87
L17D	117175	113335	96.72	112952	18296	15.61	17224	14.7
L19A	129456	123703	95.56	123301	19704	15.22	18751	14.48
L19B	90405	87157	96.41	86911	12792	14.15	12346	13.66
L19C	99903	95617	95.71	95351	15875	15.89	15210	15.22
L19D	119597	114857	96.04	114509	20347	17.01	19345	16.18
L20A	94262	90898	96.43	90676	14110	14.97	13544	14.37
L20B	120645	116383	96.47	116012	18466	15.31	17519	14.52
L20CD	97497	92607	94.98	91520	38813	39.81	36532	37.47
L22A	127934	123043	96.18	122677	23817	18.62	22572	17.64
L22B	71259	68650	96.34	68339	11600	16.28	11095	15.57
L22C	87257	83588	95.8	83253	20908	23.96	18385	21.07
L22D	93790	90249	96.22	89875	17225	18.37	16351	17.43
L23A	119613	115502	96.56	115022	20669	17.28	19805	16.56
L23D	98685	94193	95.45	93830	16397	16.62	15690	15.9
L24A	113095	109096	96.46	108754	20548	18.17	19750	17.46
L24B	86161	82408	95.64	82125	16290	18.91	15671	18.19
L6A	104665	100245	95.78	99893	15298	14.62	14500	13.85
L6B	83669	80119	95.76	79642	14260	17.04	13636	16.3
L6C	121031	116198	96.01	115686	21807	18.02	20817	17.2
L6D	88905	84093	94.59	83780	15864	17.84	15272	17.18
