sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	62367	69.17	62168	61665	68.39	59453	65.94
E10B	62500	40562	64.9	40330	39508	63.21	37359	59.77
E10C	92003	62787	68.24	62536	61196	66.52	58271	63.34
E11A	78819	46216	58.64	45014	42601	54.05	40504	51.39
E11B	87696	59877	68.28	59629	58737	66.98	53636	61.16
E11C	95594	61924	64.78	61307	59547	62.29	55201	57.75
E12A	66702	47284	70.89	47166	46566	69.81	43238	64.82
E12B	99901	72069	72.14	71939	71083	71.15	65905	65.97
E12C	146858	106709	72.66	106484	105373	71.75	97238	66.21
E14A	130829	87935	67.21	87517	86559	66.16	82476	63.04
E14B	84586	56752	67.09	56610	56244	66.49	54055	63.91
E14D	80001	50784	63.48	50372	49581	61.98	48314	60.39
E15A	55934	33930	60.66	33646	32414	57.95	29478	52.7
E15C	90660	56638	62.47	56248	54343	59.94	45780	50.5
E15D	91524	58935	64.39	58481	56591	61.83	47753	52.18
E17A	74993	42702	56.94	41970	39539	52.72	36662	48.89
E17B	39698	24637	62.06	24177	23173	58.37	22178	55.87
E17C	52394	30548	58.3	29961	28052	53.54	25386	48.45
E17D	18688	10712	57.32	10621	10184	54.49	9675	51.77
E19A	62548	40152	64.19	39886	38994	62.34	37373	59.75
E19B	96491	61581	63.82	61059	59919	62.1	56810	58.88
E19C	109705	66337	60.47	65467	63566	57.94	60223	54.9
E19D	46879	28872	61.59	28624	27713	59.12	26081	55.63
E20A	86810	58480	67.37	58221	57531	66.27	54713	63.03
E20B	107416	74223	69.1	73831	73028	67.99	69305	64.52
E20C	138402	96546	69.76	96369	95991	69.36	92236	66.64
E22A	101194	69378	68.56	69169	68008	67.21	64532	63.77
E22B	144055	99279	68.92	99076	96578	67.04	91446	63.48
E22D	78502	54029	68.82	53874	51341	65.4	48645	61.97
E23B	86891	55546	63.93	55318	54194	62.37	51437	59.2
E23C	93865	65091	69.35	64999	64365	68.57	61860	65.9
E23D	154959	108161	69.8	107891	106782	68.91	102548	66.18
E24A	135722	87845	64.72	87026	83883	61.81	77353	56.99
E24B	75745	43376	57.27	43085	41560	54.87	36344	47.98
E24C	86781	59811	68.92	59640	58651	67.59	53815	62.01
E6A	127636	85567	67.04	84992	83735	65.6	80323	62.93
E6B	69684	46710	67.03	46180	45304	65.01	43737	62.76
E6D	52666	30957	58.78	30687	29116	55.28	26438	50.2
L10A	77831	53395	68.6	53260	52402	67.33	47722	61.31
L10B	97025	67574	69.65	67416	66219	68.25	59398	61.22
L10C	147240	101953	69.24	101653	99424	67.53	87653	59.53
L10D	91473	62993	68.87	62854	61641	67.39	54900	60.02
L11A	90428	49270	54.49	49091	47864	52.93	44404	49.1
L11B	137382	97507	70.98	97364	94929	69.1	82538	60.08
L11C	137500	94882	69.01	94632	92852	67.53	83704	60.88
L11D	104055	71853	69.05	71570	69890	67.17	64204	61.7
L12A	144574	100226	69.33	100047	98946	68.44	89835	62.14
L12B	111882	77795	69.53	77680	75825	67.77	71347	63.77
L12C	128798	90150	69.99	89920	88339	68.59	82615	64.14
L12D	86194	59527	69.06	59400	57691	66.93	54464	63.19
L14A	117793	81393	69.1	81234	80327	68.19	75988	64.51
L14B	85586	59736	69.8	59585	58698	68.58	54505	63.68
L14C	113203	76985	68.01	76857	75790	66.95	71443	63.11
L14D	90326	62520	69.22	62431	61676	68.28	58806	65.1
L15A	102407	68260	66.66	68087	67418	65.83	64718	63.2
L15B	104089	67364	64.72	67173	65896	63.31	60519	58.14
L15C	146321	98014	66.99	97866	96888	66.22	93389	63.82
L17A	110582	74128	67.03	73977	71846	64.97	64205	58.06
L17B	109557	70925	64.74	70691	69149	63.12	60919	55.6
L17C	98384	65942	67.03	65762	64440	65.5	59781	60.76
L17D	117175	76679	65.44	76560	74953	63.97	69339	59.18
L19A	129456	86098	66.51	85890	84053	64.93	74277	57.38
L19B	90405	59136	65.41	59069	58044	64.2	52232	57.78
L19C	99903	67462	67.53	67216	65889	65.95	59867	59.93
L19D	119597	79253	66.27	79120	77626	64.91	70404	58.87
L20A	94262	62209	66	62095	61046	64.76	57594	61.1
L20B	120645	79632	66.01	79440	78237	64.85	73402	60.84
L20CD	97497	62249	63.85	62048	60882	62.44	56847	58.31
L22A	127934	88310	69.03	88131	86749	67.81	81879	64
L22B	71259	44801	62.87	44641	43669	61.28	40835	57.31
L22C	87257	54821	62.83	54701	53098	60.85	48442	55.52
L22D	93790	64440	68.71	64250	63095	67.27	59088	63
L23A	119613	82328	68.83	82201	81380	68.04	77237	64.57
L23D	98685	67841	68.74	67732	66952	67.84	63234	64.08
L24A	113095	78390	69.31	78216	77307	68.36	74091	65.51
L24B	86161	60577	70.31	60424	59737	69.33	57237	66.43
L6A	104665	68954	65.88	68815	67702	64.68	60096	57.42
L6B	83669	58284	69.66	58085	57145	68.3	50700	60.6
L6C	121031	82939	68.53	82786	81659	67.47	76099	62.88
L6D	88905	60914	68.52	60798	59967	67.45	56820	63.91
