sample	input	filtered	percent.pass	denoised	merged	percent.merged	non-chimeric	percent.non-chimeric	forward-trunc.	reverse-trunc.
L20B	120645	68889	57.1	68819	68787	57.02	64388	53.37	225	275
L20CD	97497	47864	49.09	47746	47668	48.89	44465	45.61	225	275
L22A	127934	74057	57.89	73994	73938	57.79	69488	54.32	225	275
L22B	71259	38709	54.32	38581	38539	54.08	36171	50.76	225	275
L22C	87257	44764	51.3	44643	44561	51.07	40508	46.42	225	275
L22D	93790	53881	57.45	53794	53630	57.18	50146	53.47	225	275
L23A	119613	70935	59.3	70885	70808	59.2	67439	56.38	225	275
L23D	98685	51699	52.39	51659	51641	52.33	49023	49.68	225	275
L24A	113095	67263	59.47	67183	67074	59.31	63993	56.58	225	275
L24B	86161	48013	55.72	47934	47869	55.56	45643	52.97	225	275
L6A	104665	55829	53.34	55754	55733	53.25	49009	46.82	225	275
L6B	83669	45281	54.12	45220	45208	54.03	39528	47.24	225	275
L6C	121031	66223	54.72	66119	66090	54.61	61000	50.4	225	275
L6D	88905	42835	48.18	42791	42771	48.11	40355	45.39	225	275
E10A	90164	72887	80.84	72621	72231	80.11	69458	77.04	275	225
E10B	62500	46626	74.6	46399	45911	73.46	42999	68.8	275	225
E10C	92003	72203	78.48	71907	71101	77.28	67938	73.84	275	225
E11A	78819	53005	67.25	51812	49769	63.14	47151	59.82	275	225
E11B	87696	68535	78.15	68207	67390	76.85	61484	70.11	275	225
E11C	95594	71591	74.89	70906	69508	72.71	64369	67.34	275	225
E12A	66702	54920	82.34	54775	54417	81.58	49555	74.29	275	225
E12B	99901	82384	82.47	82206	81548	81.63	73491	73.56	275	225
E12C	146858	121124	82.48	120885	119870	81.62	106846	72.75	275	225
E14A	130829	103062	78.78	102551	101908	77.89	96980	74.13	275	225
E14B	84586	68024	80.42	67875	67589	79.91	64734	76.53	275	225
E14D	80001	61528	76.91	61050	60444	75.55	58626	73.28	275	225
E15A	55934	40136	71.76	39852	39406	70.45	36162	64.65	275	225
E15C	90660	66540	73.4	66178	65304	72.03	56140	61.92	275	225
E15D	91524	69188	75.6	68721	67518	73.77	56930	62.2	275	225
E17A	74993	49987	66.66	49207	47393	63.2	43273	57.7	275	225
E17B	39698	28068	70.7	27644	27009	68.04	25786	64.96	275	225
E17C	52394	35316	67.4	34670	33527	63.99	30319	57.87	275	225
E17D	18688	12327	65.96	12157	12046	64.46	11328	60.62	275	225
E19A	62548	46550	74.42	46197	45721	73.1	43792	70.01	275	225
E19B	96491	70673	73.24	70179	69442	71.97	65250	67.62	275	225
E19C	109705	76938	70.13	75995	74201	67.64	70160	63.95	275	225
E19D	46879	32658	69.66	32405	32086	68.44	30158	64.33	275	225
E20A	86810	68057	78.4	67819	67314	77.54	64173	73.92	275	225
E20B	107416	85999	80.06	85631	84864	79	80409	74.86	275	225
E20C	138402	112318	81.15	112101	111668	80.68	107489	77.66	275	225
E22A	101194	80319	79.37	80109	79259	78.32	75279	74.39	275	225
E22B	144055	117117	81.3	116914	116167	80.64	109194	75.8	275	225
E22D	78502	62655	79.81	62499	62001	78.98	58149	74.07	275	225
E23B	86891	63733	73.35	63447	62954	72.45	59535	68.52	275	225
E23C	93865	75725	80.67	75606	75057	79.96	71914	76.61	275	225
E23D	154959	125170	80.78	124874	123780	79.88	118625	76.55	275	225
E24A	135722	99727	73.48	99022	97366	71.74	89377	65.85	275	225
E24B	75745	50322	66.44	50025	49608	65.49	43293	57.16	275	225
E24C	86781	69669	80.28	69485	69010	79.52	62740	72.3	275	225
E6A	127636	99595	78.03	99015	98250	76.98	94255	73.85	275	225
E6B	69684	54599	78.35	54074	53486	76.76	51393	73.75	275	225
E6D	52666	36411	69.14	36151	35896	68.16	31814	60.41	275	225
L10A	77831	62692	80.55	62588	61616	79.17	56473	72.56	275	225
L10B	97025	78233	80.63	78032	76687	79.04	68993	71.11	275	225
L10C	147240	117915	80.08	117584	115314	78.32	102021	69.29	275	225
L10D	91473	73539	80.39	73257	71934	78.64	64143	70.12	275	225
L11A	90428	64600	71.44	64297	63333	70.04	58437	64.62	275	225
L11B	137382	111203	80.94	111018	109463	79.68	93467	68.03	275	225
L11C	137500	111235	80.9	110943	109564	79.68	96724	70.34	275	225
L11D	104055	83326	80.08	83080	82285	79.08	74638	71.73	275	225
L12A	144574	116500	80.58	116281	115356	79.79	103119	71.33	275	225
L12B	111882	90885	81.23	90757	89924	80.37	83741	74.85	275	225
L12C	128798	104410	81.06	104203	103072	80.03	94545	73.41	275	225
L12D	86194	68762	79.78	68541	67729	78.58	63058	73.16	275	225
L14A	117793	95773	81.31	95500	94621	80.33	89216	75.74	275	225
L14B	85586	68922	80.53	68708	67837	79.26	63130	73.76	275	225
L14C	113203	90436	79.89	90244	89089	78.7	83681	73.92	275	225
L14D	90326	73431	81.3	73311	72641	80.42	69146	76.55	275	225
L15A	102407	79654	77.78	79399	78984	77.13	75741	73.96	275	225
L15B	104089	77669	74.62	77417	76871	73.85	70719	67.94	275	225
L15C	146321	116545	79.65	116372	115666	79.05	111172	75.98	275	225
L17A	110582	88595	80.12	88369	86958	78.64	76795	69.45	275	225
L17B	109557	86621	79.06	86414	84946	77.54	75506	68.92	275	225
L17C	98384	78899	80.19	78733	77784	79.06	71288	72.46	275	225
L17D	117175	93660	79.93	93435	92290	78.76	84371	72	275	225
L19A	129456	102581	79.24	102383	100381	77.54	88958	68.72	275	225
L19B	90405	72075	79.72	71994	70702	78.21	63885	70.67	275	225
L19C	99903	79622	79.7	79437	78015	78.09	70929	71	275	225
L19D	119597	95079	79.5	94936	93148	77.88	85208	71.25	275	225
L20A	94262	75464	80.06	75356	74461	78.99	70326	74.61	275	225
L20B	120645	96177	79.72	96037	94675	78.47	88888	73.68	275	225
L20CD	97497	72804	74.67	72617	71769	73.61	67078	68.8	275	225
L22A	127934	104268	81.5	104093	103237	80.7	97397	76.13	275	225
L22B	71259	56300	79.01	56107	55712	78.18	52245	73.32	275	225
L22C	87257	67919	77.84	67737	67310	77.14	61703	70.71	275	225
L22D	93790	76199	81.24	76009	75349	80.34	70690	75.37	275	225
L23A	119613	97698	81.68	97583	96946	81.05	92236	77.11	275	225
L23D	98685	79762	80.82	79620	78932	79.98	74955	75.95	275	225
L24A	113095	92657	81.93	92501	91842	81.21	87619	77.47	275	225
L24B	86161	70092	81.35	69951	69394	80.54	66180	76.81	275	225
L6A	104665	83057	79.36	82877	81585	77.95	72260	69.04	275	225
L6B	83669	67552	80.74	67393	66329	79.28	58567	70	275	225
L6C	121031	97004	80.15	96834	95555	78.95	88742	73.32	275	225
L6D	88905	70209	78.97	70103	69279	77.92	65642	73.83	275	225
E10A	90164	19099	21.18	19056	19035	21.11	18285	20.28	225	295
E10B	62500	11322	18.12	11225	11175	17.88	10633	17.01	225	295
E10C	92003	14514	15.78	14437	14410	15.66	13702	14.89	225	295
E11A	78819	12091	15.34	11938	11802	14.97	11360	14.41	225	295
E11B	87696	14738	16.81	14713	14679	16.74	13681	15.6	225	295
E11C	95594	15515	16.23	15300	15216	15.92	14345	15.01	225	295
E12A	66702	12539	18.8	12516	12497	18.74	11272	16.9	225	295
E12B	99901	18361	18.38	18340	18327	18.35	16370	16.39	225	295
E12C	146858	28267	19.25	28242	28204	19.2	25128	17.11	225	295
E14A	130829	27050	20.68	27001	26919	20.58	25528	19.51	225	295
E14B	84586	17895	21.16	17875	17873	21.13	17110	20.23	225	295
E14D	80001	15646	19.56	15544	15495	19.37	15035	18.79	225	295
E15A	55934	10133	18.12	10080	9987	17.85	9261	16.56	225	295
E15C	90660	17338	19.12	17280	17122	18.89	14354	15.83	225	295
E15D	91524	14661	16.02	14599	14505	15.85	12258	13.39	225	295
E17A	74993	11716	15.62	11575	11434	15.25	10687	14.25	225	295
E17B	39698	5874	14.8	5826	5792	14.59	5532	13.94	225	295
E17C	52394	7147	13.64	7049	7000	13.36	6543	12.49	225	295
E17D	18688	2499	13.37	2467	2435	13.03	2338	12.51	225	295
E19A	62548	11818	18.89	11757	11645	18.62	11187	17.89	225	295
E19B	96491	17639	18.28	17548	17509	18.15	16530	17.13	225	295
E19C	109705	16119	14.69	15995	15959	14.55	15204	13.86	225	295
E19D	46879	6147	13.11	6119	6085	12.98	5812	12.4	225	295
E20A	86810	14350	16.53	14313	14273	16.44	13601	15.67	225	295
E20B	107416	20086	18.7	20043	20005	18.62	19027	17.71	225	295
E20C	138402	27312	19.73	27284	27254	19.69	26215	18.94	225	295
E22A	101194	13104	12.95	13071	13005	12.85	12489	12.34	225	295
E22B	144055	27161	18.85	27140	27107	18.82	25783	17.9	225	295
E22D	78502	11864	15.11	11834	11778	15	11082	14.12	225	295
E23B	86891	11721	13.49	11659	11603	13.35	11122	12.8	225	295
E23C	93865	17617	18.77	17597	17577	18.73	16890	17.99	225	295
E23D	154959	30084	19.41	30035	30023	19.37	28800	18.59	225	295
E24A	135722	16935	12.48	16777	16663	12.28	15668	11.54	225	295
E24B	75745	9487	12.52	9413	9363	12.36	8264	10.91	225	295
E24C	86781	14566	16.78	14513	14478	16.68	13405	15.45	225	295
E6A	127636	25313	19.83	25223	25155	19.71	24088	18.87	225	295
E6B	69684	13763	19.75	13710	13665	19.61	13111	18.81	225	295
E6D	52666	7625	14.48	7546	7145	13.57	6518	12.38	225	295
L10A	77831	14365	18.46	14332	14261	18.32	13181	16.94	225	295
L10B	97025	14523	14.97	14514	14427	14.87	13081	13.48	225	295
L10C	147240	22731	15.44	22712	22690	15.41	20249	13.75	225	295
L10D	91473	15785	17.26	15753	15718	17.18	14123	15.44	225	295
L11A	90428	13839	15.3	13812	13781	15.24	12775	14.13	225	295
L11B	137382	24000	17.47	23931	23916	17.41	20652	15.03	225	295
L11C	137500	24510	17.83	24482	24470	17.8	21651	15.75	225	295
L11D	104055	18255	17.54	18225	18164	17.46	16648	16	225	295
L12A	144574	22961	15.88	22941	22933	15.86	20578	14.23	225	295
L12B	111882	20799	18.59	20739	20680	18.48	19409	17.35	225	295
L12C	128798	21854	16.97	21840	21820	16.94	19976	15.51	225	295
L12D	86194	12229	14.19	12220	12148	14.09	11310	13.12	225	295
L14A	117793	23114	19.62	23088	23071	19.59	21829	18.53	225	295
L14B	85586	13505	15.78	13486	13481	15.75	12590	14.71	225	295
L14C	113203	17267	15.25	17245	17235	15.22	16287	14.39	225	295
L14D	90326	17300	19.15	17266	17248	19.1	16503	18.27	225	295
L15A	102407	18539	18.1	18507	18444	18.01	17749	17.33	225	295
L15B	104089	12864	12.36	12829	12690	12.19	11799	11.34	225	295
L15C	146321	29526	20.18	29484	29438	20.12	28303	19.34	225	295
L17A	110582	20503	18.54	20491	20417	18.46	18140	16.4	225	295
L17B	109557	19916	18.18	19847	19796	18.07	17796	16.24	225	295
L17C	98384	18495	18.8	18477	18467	18.77	17060	17.34	225	295
L17D	117175	23811	20.32	23796	23790	20.3	21883	18.68	225	295
L19A	129456	20100	15.53	20081	20069	15.5	17965	13.88	225	295
L19B	90405	18122	20.05	18084	18049	19.96	16475	18.22	225	295
L19C	99903	16814	16.83	16802	16770	16.79	15362	15.38	225	295
L19D	119597	20983	17.54	20966	20950	17.52	19164	16.02	225	295
L20A	94262	17915	19.01	17868	17865	18.95	17014	18.05	225	295
L20B	120645	23532	19.51	23514	23440	19.43	22165	18.37	225	295
L20CD	97497	16925	17.36	16876	16832	17.26	15869	16.28	225	295
L22A	127934	26818	20.96	26732	26627	20.81	25241	19.73	225	295
L22B	71259	11957	16.78	11938	11887	16.68	11197	15.71	225	295
L22C	87257	14115	16.18	14100	13892	15.92	12449	14.27	225	295
L22D	93790	19129	20.4	19112	18952	20.21	17782	18.96	225	295
L23A	119613	25842	21.6	25787	25775	21.55	24729	20.67	225	295
L23D	98685	15481	15.69	15444	15437	15.64	14703	14.9	225	295
L24A	113095	24845	21.97	24792	24763	21.9	23662	20.92	225	295
L24B	86161	15924	18.48	15888	15884	18.44	15161	17.6	225	295
L6A	104665	17080	16.32	17073	17068	16.31	15324	14.64	225	295
L6B	83669	14578	17.42	14557	14556	17.4	12904	15.42	225	295
L6C	121031	21679	17.91	21605	21602	17.85	20116	16.62	225	295
L6D	88905	11703	13.16	11692	11690	13.15	11104	12.49	225	295
E10A	90164	69128	76.67	68925	67477	74.84	64814	71.88	225	250
E10B	62500	43241	69.19	43149	27548	44.08	25957	41.53	225	250
E10C	92003	65592	71.29	65344	60068	65.29	57456	62.45	225	250
E11A	78819	48039	60.95	47094	30372	38.53	28936	36.71	225	250
E11B	87696	62386	71.14	62179	51366	58.57	46547	53.08	225	250
E11C	95594	65149	68.15	64723	53303	55.76	49261	51.53	225	250
E12A	66702	50866	76.26	50772	50453	75.64	45976	68.93	225	250
E12B	99901	75729	75.8	75574	75305	75.38	67935	68	225	250
E12C	146858	111983	76.25	111807	111478	75.91	99378	67.67	225	250
E14A	130829	96737	73.94	96411	89146	68.14	84906	64.9	225	250
E14B	84586	64920	76.75	64757	63503	75.08	60696	71.76	225	250
E14D	80001	58570	73.21	58198	53685	67.11	52012	65.01	225	250
E15A	55934	37481	67.01	37219	20879	37.33	19661	35.15	225	250
E15C	90660	62064	68.46	61795	37794	41.69	32634	36	225	250
E15D	91524	62853	68.67	62534	52152	56.98	43856	47.92	225	250
E17A	74993	45726	60.97	45096	22689	30.25	20865	27.82	225	250
E17B	39698	25164	63.39	24771	16365	41.22	15705	39.56	225	250
E17C	52394	31595	60.3	31090	16495	31.48	14588	27.84	225	250
E17D	18688	10996	58.84	10840	1580	8.45	1506	8.06	225	250
E19A	62548	43383	69.36	43134	32058	51.25	30983	49.53	225	250
E19B	96491	65437	67.82	65048	44924	46.56	42768	44.32	225	250
E19C	109705	70032	63.84	69342	48626	44.32	46735	42.6	225	250
E19D	46879	29038	61.94	28852	12394	26.44	11865	25.31	225	250
E20A	86810	62644	72.16	62443	55846	64.33	53316	61.42	225	250
E20B	107416	79955	74.43	79647	75382	70.18	71292	66.37	225	250
E20C	138402	105499	76.23	105288	103493	74.78	99484	71.88	225	250
E22A	101194	71304	70.46	71132	67691	66.89	64358	63.6	225	250
E22B	144055	109422	75.96	109244	107456	74.59	101003	70.11	225	250
E22D	78502	56470	71.93	56343	53104	67.65	49769	63.4	225	250
E23B	86891	56807	65.38	56610	37134	42.74	35517	40.88	225	250
E23C	93865	70468	75.07	70367	66457	70.8	63821	67.99	225	250
E23D	154959	117009	75.51	116745	113577	73.29	108993	70.34	225	250
E24A	135722	87906	64.77	87367	66733	49.17	61674	45.44	225	250
E24B	75745	45071	59.5	44754	18509	24.44	15926	21.03	225	250
E24C	86781	63587	73.27	63440	62166	71.64	56873	65.54	225	250
E6A	127636	93355	73.14	92858	84708	66.37	81199	63.62	225	250
E6B	69684	51322	73.65	50841	47716	68.47	45857	65.81	225	250
E6D	52666	32946	62.56	32699	11876	22.55	11344	21.54	225	250
L10A	77831	58279	74.88	58190	57905	74.4	52848	67.9	225	250
L10B	97025	70564	72.73	70445	70159	72.31	62759	64.68	225	250
L10C	147240	106845	72.57	106690	106266	72.17	93390	63.43	225	250
L10D	91473	68091	74.44	67960	67649	73.96	59893	65.48	225	250
L11A	90428	63561	70.29	63393	53569	59.24	49754	55.02	225	250
L11B	137382	102115	74.33	101964	99318	72.29	84909	61.81	225	250
L11C	137500	102669	74.67	102547	100897	73.38	89075	64.78	225	250
L11D	104055	76483	73.5	76264	72245	69.43	65335	62.79	225	250
L12A	144574	105728	73.13	105604	102326	70.78	91956	63.6	225	250
L12B	111882	84141	75.21	84044	82746	73.96	77131	68.94	225	250
L12C	128798	95754	74.34	95601	94635	73.48	86787	67.38	225	250
L12D	86194	61582	71.45	61441	60945	70.71	56561	65.62	225	250
L14A	117793	89797	76.23	89621	89196	75.72	83896	71.22	225	250
L14B	85586	62488	73.01	62318	61898	72.32	57300	66.95	225	250
L14C	113203	82411	72.8	82266	81766	72.23	76574	67.64	225	250
L14D	90326	68350	75.67	68260	67646	74.89	64333	71.22	225	250
L15A	102407	73913	72.18	73710	64558	63.04	62064	60.61	225	250
L15B	104089	68798	66.1	68634	55563	53.38	51024	49.02	225	250
L15C	146321	110515	75.53	110316	107980	73.8	103694	70.87	225	250
L17A	110582	82982	75.04	82846	80687	72.97	71401	64.57	225	250
L17B	109557	81835	74.7	81721	79599	72.66	70719	64.55	225	250
L17C	98384	74273	75.49	74123	73034	74.23	66960	68.06	225	250
L17D	117175	89486	76.37	89398	88785	75.77	81004	69.13	225	250
L19A	129456	94357	72.89	94233	93508	72.23	82533	63.75	225	250
L19B	90405	68820	76.12	68753	68355	75.61	61361	67.87	225	250
L19C	99903	73866	73.94	73795	73403	73.47	66190	66.25	225	250
L19D	119597	88996	74.41	88892	88233	73.78	79938	66.84	225	250
L20A	94262	71304	75.64	71208	70985	75.31	66939	71.01	225	250
L20B	120645	91662	75.98	91545	91219	75.61	85360	70.75	225	250
L20CD	97497	67635	69.37	67515	49130	50.39	46369	47.56	225	250
L22A	127934	97961	76.57	97829	95983	75.03	90574	70.8	225	250
L22B	71259	53642	75.28	53536	51581	72.39	48613	68.22	225	250
L22C	87257	63413	72.67	63275	55199	63.26	52167	59.79	225	250
L22D	93790	71735	76.48	71595	69552	74.16	65404	69.73	225	250
L23A	119613	93111	77.84	93021	92556	77.38	88068	73.63	225	250
L23D	98685	72493	73.46	72396	72240	73.2	68526	69.44	225	250
L24A	113095	88013	77.82	87874	87081	77	83213	73.58	225	250
L24B	86161	65088	75.54	64989	64241	74.56	61294	71.14	225	250
L6A	104665	77263	73.82	77139	76588	73.17	67461	64.45	225	250
L6B	83669	62247	74.4	62125	61581	73.6	54044	64.59	225	250
L6C	121031	90263	74.58	90118	88977	73.52	82294	67.99	225	250
L6D	88905	62573	70.38	62436	62003	69.74	58515	65.82	225	250
E10A	90164	69577	77.17	69375	13	0.01	13	0.01	200	250
E10B	62500	43694	69.91	43560	90	0.14	90	0.14	200	250
E10C	92003	66030	71.77	65829	46	0.05	46	0.05	200	250
E11A	78819	48586	61.64	47638	1022	1.3	995	1.26	200	250
E11B	87696	62873	71.69	62622	37	0.04	36	0.04	200	250
E11C	95594	65713	68.74	65253	220	0.23	208	0.22	200	250
E12A	66702	51205	76.77	51110	8	0.01	8	0.01	200	250
E12B	99901	76233	76.31	76064	40	0.04	40	0.04	200	250
E12C	146858	112744	76.77	112566	6	0	6	0	200	250
E14A	130829	97482	74.51	97158	96	0.07	96	0.07	200	250
E14B	84586	65398	77.32	65249	18	0.02	18	0.02	200	250
E14D	80001	59040	73.8	58665	154	0.19	154	0.19	200	250
E15A	55934	37987	67.91	37737	101	0.18	101	0.18	200	250
E15C	90660	62796	69.27	62559	238	0.26	238	0.26	200	250
E15D	91524	63320	69.18	62957	171	0.19	171	0.19	200	250
E17A	74993	46269	61.7	45570	833	1.11	832	1.11	200	250
E17B	39698	25388	63.95	25052	202	0.51	198	0.5	200	250
E17C	52394	32032	61.14	31548	444	0.85	444	0.85	200	250
E17D	18688	11198	59.92	11059	10	0.05	10	0.05	200	250
E19A	62548	43795	70.02	43544	163	0.26	163	0.26	200	250
E19B	96491	66091	68.49	65701	448	0.46	436	0.45	200	250
E19C	109705	70712	64.46	70099	1081	0.99	1015	0.93	200	250
E19D	46879	29441	62.8	29147	97	0.21	95	0.2	200	250
E20A	86810	63076	72.66	62870	36	0.04	36	0.04	200	250
E20B	107416	80494	74.94	80212	42	0.04	42	0.04	200	250
E20C	138402	106165	76.71	106020	0	0	0	0	200	250
E22A	101194	71750	70.9	71578	6	0.01	6	0.01	200	250
E22B	144055	110182	76.49	110005	0	0	0	0	200	250
E22D	78502	56814	72.37	56688	0	0	0	0	200	250
E23B	86891	57417	66.08	57237	141	0.16	135	0.16	200	250
E23C	93865	70909	75.54	70806	11	0.01	11	0.01	200	250
E23D	154959	117798	76.02	117536	26	0.02	26	0.02	200	250
E24A	135722	88726	65.37	88225	400	0.29	393	0.29	200	250
E24B	75745	45726	60.37	45472	181	0.24	181	0.24	200	250
E24C	86781	64037	73.79	63896	19	0.02	19	0.02	200	250
E6A	127636	94049	73.69	93560	239	0.19	237	0.19	200	250
E6B	69684	51706	74.2	51256	91	0.13	91	0.13	200	250
E6D	52666	33463	63.54	33209	105	0.2	105	0.2	200	250
L10A	77831	58678	75.39	58595	0	0	0	0	200	250
L10B	97025	71013	73.19	70913	0	0	0	0	200	250
L10C	147240	107550	73.04	107391	5	0	5	0	200	250
L10D	91473	68565	74.96	68448	19	0.02	19	0.02	200	250
L11A	90428	64411	71.23	64249	49	0.05	49	0.05	200	250
L11B	137382	102908	74.91	102775	0	0	0	0	200	250
L11C	137500	103341	75.16	103220	0	0	0	0	200	250
L11D	104055	77002	74	76744	10	0.01	10	0.01	200	250
L12A	144574	106419	73.61	106291	3	0	3	0	200	250
L12B	111882	84654	75.66	84423	11	0.01	10	0.01	200	250
L12C	128798	96435	74.87	96165	4	0	4	0	200	250
L12D	86194	61956	71.88	61812	3	0	3	0	200	250
L14A	117793	90426	76.77	90246	0	0	0	0	200	250
L14B	85586	62844	73.43	62706	0	0	0	0	200	250
L14C	113203	82963	73.29	82819	0	0	0	0	200	250
L14D	90326	68812	76.18	68719	3	0	3	0	200	250
L15A	102407	74482	72.73	74252	0	0	0	0	200	250
L15B	104089	69402	66.68	69267	5	0	5	0	200	250
L15C	146321	111235	76.02	111054	17	0.01	16	0.01	200	250
L17A	110582	83634	75.63	83503	0	0	0	0	200	250
L17B	109557	82488	75.29	82358	3	0	3	0	200	250
L17C	98384	74840	76.07	74724	7	0.01	7	0.01	200	250
L17D	117175	90232	77.01	90130	10	0.01	10	0.01	200	250
L19A	129456	94968	73.36	94867	5	0	5	0	200	250
L19B	90405	69329	76.69	69260	8	0.01	8	0.01	200	250
L19C	99903	74356	74.43	74269	4	0	4	0	200	250
L19D	119597	89671	74.98	89513	0	0	0	0	200	250
L20A	94262	71860	76.23	71768	0	0	0	0	200	250
L20B	120645	92412	76.6	92293	4	0	4	0	200	250
L20CD	97497	68368	70.12	68201	39	0.04	39	0.04	200	250
L22A	127934	98647	77.11	98515	3	0	3	0	200	250
L22B	71259	54098	75.92	53937	0	0	0	0	200	250
L22C	87257	64023	73.37	63890	0	0	0	0	200	250
L22D	93790	72226	77.01	72114	3	0	3	0	200	250
L23A	119613	93755	78.38	93661	6	0.01	6	0.01	200	250
L23D	98685	72972	73.94	72855	6	0.01	6	0.01	200	250
L24A	113095	88594	78.34	88468	0	0	0	0	200	250
L24B	86161	65465	75.98	65346	0	0	0	0	200	250
L6A	104665	77819	74.35	77696	0	0	0	0	200	250
L6B	83669	62668	74.9	62524	3	0	3	0	200	250
L6C	121031	90860	75.07	90711	0	0	0	0	200	250
L6D	88905	62940	70.79	62750	0	0	0	0	200	250
E10A	90164	17963	19.92	17916	17854	19.8	17156	19.03	295	295
E10B	62500	10543	16.87	10500	10379	16.61	9821	15.71	295	295
E10C	92003	13715	14.91	13669	13556	14.73	12985	14.11	295	295
E11A	78819	11260	14.29	11145	10978	13.93	10511	13.34	295	295
E11B	87696	13916	15.87	13878	13747	15.68	12832	14.63	295	295
E11C	95594	14533	15.2	14394	14286	14.94	13436	14.06	295	295
E12A	66702	11873	17.8	11857	11775	17.65	10753	16.12	295	295
E12B	99901	17466	17.48	17448	17337	17.35	15565	15.58	295	295
E12C	146858	26895	18.31	26873	26645	18.14	23916	16.29	295	295
E14A	130829	25344	19.37	25307	25188	19.25	24014	18.36	295	295
E14B	84586	16687	19.73	16664	16598	19.62	15935	18.84	295	295
E14D	80001	14436	18.04	14338	14250	17.81	13864	17.33	295	295
E15A	55934	9224	16.49	9153	8957	16.01	8349	14.93	295	295
E15C	90660	15896	17.53	15831	15567	17.17	13049	14.39	295	295
E15D	91524	13652	14.92	13585	13230	14.46	11476	12.54	295	295
E17A	74993	10673	14.23	10485	10335	13.78	9594	12.79	295	295
E17B	39698	5474	13.79	5419	5391	13.58	5147	12.97	295	295
E17C	52394	6559	12.52	6434	6321	12.06	5906	11.27	295	295
E17D	18688	2285	12.23	2223	2169	11.61	2053	10.99	295	295
E19A	62548	11028	17.63	10986	10860	17.36	10443	16.7	295	295
E19B	96491	16413	17.01	16298	16227	16.82	15348	15.91	295	295
E19C	109705	14978	13.65	14885	14793	13.48	13998	12.76	295	295
E19D	46879	5665	12.08	5644	5571	11.88	5289	11.28	295	295
E20A	86810	13500	15.55	13469	13350	15.38	12796	14.74	295	295
E20B	107416	18999	17.69	18931	18831	17.53	17969	16.73	295	295
E20C	138402	25730	18.59	25662	25545	18.46	24651	17.81	295	295
E22A	101194	12322	12.18	12282	12233	12.09	11601	11.46	295	295
E22B	144055	25476	17.68	25429	25268	17.54	23801	16.52	295	295
E22D	78502	11157	14.21	11118	10982	13.99	10243	13.05	295	295
E23B	86891	10946	12.6	10898	10785	12.41	10304	11.86	295	295
E23C	93865	16562	17.64	16543	16437	17.51	15795	16.83	295	295
E23D	154959	28394	18.32	28343	28198	18.2	27028	17.44	295	295
E24A	135722	15777	11.62	15670	15479	11.4	14430	10.63	295	295
E24B	75745	8548	11.29	8463	8262	10.91	7154	9.44	295	295
E24C	86781	13749	15.84	13649	13480	15.53	12469	14.37	295	295
E6A	127636	23777	18.63	23673	23627	18.51	22642	17.74	295	295
E6B	69684	12921	18.54	12848	12780	18.34	12333	17.7	295	295
E6D	52666	6937	13.17	6849	6436	12.22	5926	11.25	295	295
L10A	77831	13535	17.39	13505	13282	17.07	12348	15.87	295	295
L10B	97025	13763	14.19	13738	13536	13.95	12441	12.82	295	295
L10C	147240	21474	14.58	21449	21151	14.36	19131	12.99	295	295
L10D	91473	14874	16.26	14845	14627	15.99	13322	14.56	295	295
L11A	90428	11839	13.09	11815	11688	12.93	10920	12.08	295	295
L11B	137382	22636	16.48	22578	22235	16.18	19530	14.22	295	295
L11C	137500	22969	16.7	22919	22583	16.42	20363	14.81	295	295
L11D	104055	17192	16.52	17090	16837	16.18	15525	14.92	295	295
L12A	144574	21619	14.95	21582	21435	14.83	19297	13.35	295	295
L12B	111882	19562	17.48	19504	19243	17.2	18088	16.17	295	295
L12C	128798	20597	15.99	20565	20357	15.81	18739	14.55	295	295
L12D	86194	11539	13.39	11467	11211	13.01	10615	12.32	295	295
L14A	117793	21648	18.38	21628	21497	18.25	20370	17.29	295	295
L14B	85586	12791	14.95	12777	12678	14.81	11907	13.91	295	295
L14C	113203	16228	14.34	16180	16046	14.17	15232	13.46	295	295
L14D	90326	16302	18.05	16283	16138	17.87	15473	17.13	295	295
L15A	102407	17353	16.95	17299	17127	16.72	16498	16.11	295	295
L15B	104089	12001	11.53	11961	11789	11.33	10998	10.57	295	295
L15C	146321	27535	18.82	27485	27234	18.61	26269	17.95	295	295
L17A	110582	19120	17.29	19081	18711	16.92	16746	15.14	295	295
L17B	109557	18293	16.7	18264	17938	16.37	16241	14.82	295	295
L17C	98384	17177	17.46	17159	16987	17.27	15688	15.95	295	295
L17D	117175	21845	18.64	21835	21536	18.38	19853	16.94	295	295
L19A	129456	18717	14.46	18624	18269	14.11	16764	12.95	295	295
L19B	90405	16708	18.48	16697	16435	18.18	15231	16.85	295	295
L19C	99903	15734	15.75	15707	15481	15.5	14429	14.44	295	295
L19D	119597	19443	16.26	19419	19176	16.03	17678	14.78	295	295
L20A	94262	16587	17.6	16505	16338	17.33	15557	16.5	295	295
L20B	120645	21759	18.04	21740	21433	17.77	20295	16.82	295	295
L20CD	97497	15684	16.09	15559	15426	15.82	14515	14.89	295	295
L22A	127934	25180	19.68	25147	24862	19.43	23501	18.37	295	295
L22B	71259	10867	15.25	10818	10661	14.96	10143	14.23	295	295
L22C	87257	12780	14.65	12767	12573	14.41	11305	12.96	295	295
L22D	93790	17946	19.13	17918	17711	18.88	16658	17.76	295	295
L23A	119613	24173	20.21	24160	24033	20.09	22901	19.15	295	295
