sample	input	filtered	percent.pass	denoised	merged	percent.merged	non-chimeric	percent.non-chimeric	forward-trunc.	reverse-trunc.
E12A	66702	50456	75.64	50360	50003	74.96	45817	68.69	250	250
E12B	99901	75212	75.29	75043	74418	74.49	67514	67.58	250	250
E12C	146858	111120	75.66	110878	110074	74.95	98661	67.18	250	250
E14A	130829	95730	73.17	95329	94829	72.48	90301	69.02	250	250
E14B	84586	64236	75.94	64075	63861	75.5	61193	72.34	250	250
E14D	80001	57816	72.27	57454	56997	71.25	55273	69.09	250	250
E15A	55934	36873	65.92	36585	36226	64.77	33377	59.67	250	250
E15C	90660	61185	67.49	60942	60261	66.47	51521	56.83	250	250
E15D	91524	62173	67.93	61834	60858	66.49	51434	56.2	250	250
E17A	74993	44908	59.88	44275	43152	57.54	39336	52.45	250	250
E17B	39698	24840	62.57	24498	24145	60.82	23081	58.14	250	250
E17C	52394	31174	59.5	30747	30089	57.43	27119	51.76	250	250
E17D	18688	10763	57.59	10617	10520	56.29	9967	53.33	250	250
E19A	62548	42872	68.54	42624	42286	67.61	40553	64.84	250	250
E19B	96491	64559	66.91	64215	63610	65.92	59587	61.75	250	250
E19C	109705	69137	63.02	68414	67259	61.31	63699	58.06	250	250
E19D	46879	28575	60.95	28388	28163	60.08	26334	56.17	250	250
E20A	86810	62074	71.51	61902	61464	70.8	58563	67.46	250	250
E20B	107416	79292	73.82	79018	78359	72.95	74182	69.06	250	250
E20C	138402	104557	75.55	104325	103858	75.04	100016	72.26	250	250
E22A	101194	70805	69.97	70583	69762	68.94	66304	65.52	250	250
E22B	144055	108494	75.31	108278	107572	74.67	101165	70.23	250	250
E22D	78502	56030	71.37	55872	55389	70.56	51850	66.05	250	250
E23B	86891	56123	64.59	55909	55560	63.94	52538	60.46	250	250
E23C	93865	69856	74.42	69756	69267	73.79	66325	70.66	250	250
E23D	154959	115939	74.82	115690	114760	74.06	109938	70.95	250	250
E24A	135722	86919	64.04	86348	85365	62.9	78537	57.87	250	250
E24B	75745	44284	58.46	44035	43637	57.61	38029	50.21	250	250
E24C	86781	63084	72.69	62931	62525	72.05	57129	65.83	250	250
E6A	127636	92362	72.36	91822	91435	71.64	87712	68.72	250	250
E6B	69684	50824	72.93	50427	49993	71.74	48085	69	250	250
E6D	52666	32345	61.42	32134	31953	60.67	28552	54.21	250	250
L10A	77831	57769	74.22	57677	56691	72.84	52056	66.88	250	250
L10B	97025	70023	72.17	69856	68499	70.6	61788	63.68	250	250
L10C	147240	105995	71.99	105650	103434	70.25	91778	62.33	250	250
L10D	91473	67456	73.74	67280	65924	72.07	58786	64.27	250	250
L11A	90428	62264	68.85	62041	61090	67.56	56535	62.52	250	250
L11B	137382	101204	73.67	101032	99489	72.42	85548	62.27	250	250
L11C	137500	101810	74.04	101620	100156	72.84	89067	64.78	250	250
L11D	104055	75809	72.85	75586	74790	71.88	68020	65.37	250	250
L12A	144574	104889	72.55	104761	103839	71.82	93331	64.56	250	250
L12B	111882	83415	74.56	83148	82215	73.48	76823	68.66	250	250
L12C	128798	94995	73.76	94841	93721	72.77	86354	67.05	250	250
L12D	86194	61102	70.89	60977	60177	69.82	56190	65.19	250	250
L14A	117793	88999	75.56	88792	87838	74.57	82955	70.42	250	250
L14B	85586	61985	72.42	61810	60959	71.23	56810	66.38	250	250
L14C	113203	81639	72.12	81499	80467	71.08	75708	66.88	250	250
L14D	90326	67717	74.97	67604	66897	74.06	63796	70.63	250	250
L15A	102407	73114	71.4	72889	72488	70.78	69557	67.92	250	250
L15B	104089	68025	65.35	67828	67367	64.72	62020	59.58	250	250
L15C	146321	109344	74.73	109148	108340	74.04	104160	71.19	250	250
L17A	110582	82166	74.3	82037	80639	72.92	71678	64.82	250	250
L17B	109557	80951	73.89	80800	79267	72.35	70805	64.63	250	250
L17C	98384	73513	74.72	73393	72478	73.67	66569	67.66	250	250
L17D	117175	88530	75.55	88378	87212	74.43	79925	68.21	250	250
L19A	129456	93399	72.15	93219	91322	70.54	81082	62.63	250	250
L19B	90405	68059	75.28	67907	66614	73.68	60287	66.69	250	250
L19C	99903	73168	73.24	73017	71515	71.58	65140	65.2	250	250
L19D	119597	88010	73.59	87892	86099	71.99	78760	65.85	250	250
L20A	94262	70589	74.89	70491	69608	73.85	65786	69.79	250	250
L20B	120645	90639	75.13	90453	89073	73.83	83664	69.35	250	250
L20CD	97497	66739	68.45	66551	65809	67.5	61637	63.22	250	250
L22A	127934	97101	75.9	96939	95967	75.01	90541	70.77	250	250
L22B	71259	52968	74.33	52861	52377	73.5	49117	68.93	250	250
L22C	87257	62646	71.79	62469	62021	71.08	56906	65.22	250	250
L22D	93790	71081	75.79	70952	70230	74.88	65876	70.24	250	250
L23A	119613	92229	77.11	92123	91353	76.37	86941	72.69	250	250
L23D	98685	71980	72.94	71891	71126	72.07	67530	68.43	250	250
L24A	113095	87200	77.1	87080	86424	76.42	82487	72.94	250	250
L24B	86161	64547	74.91	64431	63934	74.2	60956	70.75	250	250
L6A	104665	76442	73.03	76276	74939	71.6	66733	63.76	250	250
L6B	83669	61701	73.74	61505	60492	72.3	53699	64.18	250	250
L6C	121031	89389	73.86	89223	88053	72.75	81978	67.73	250	250
L6D	88905	62091	69.84	61978	61167	68.8	58021	65.26	250	250
E10A	90164	74375	82.49	74072	71612	79.42	68885	76.4	275	200
E10B	62500	48098	76.96	47846	29215	46.74	27538	44.06	275	200
E10C	92003	74487	80.96	74128	66527	72.31	63693	69.23	275	200
E11A	78819	55209	70.05	53784	32872	41.71	31319	39.74	275	200
E11B	87696	70650	80.56	70326	56291	64.19	51129	58.3	275	200
E11C	95594	74056	77.47	73298	58389	61.08	54153	56.65	275	200
E12A	66702	56256	84.34	56090	55288	82.89	50268	75.36	275	200
E12B	99901	84635	84.72	84458	83245	83.33	74955	75.03	275	200
E12C	146858	124234	84.59	123948	121745	82.9	109021	74.24	275	200
E14A	130829	105503	80.64	104996	95529	73.02	91380	69.85	275	200
E14B	84586	69276	81.9	69100	67386	79.67	64560	76.32	275	200
E14D	80001	62844	78.55	62307	56893	71.12	55236	69.04	275	200
E15A	55934	41316	73.87	40998	22414	40.07	21180	37.87	275	200
E15C	90660	68508	75.57	68055	40164	44.3	34892	38.49	275	200
E15D	91524	71412	78.03	70892	57677	63.02	48542	53.04	275	200
E17A	74993	52068	69.43	51247	24446	32.6	22468	29.96	275	200
E17B	39698	29214	73.59	28748	18225	45.91	17606	44.35	275	200
E17C	52394	36976	70.57	36288	18294	34.92	16298	31.11	275	200
E17D	18688	12846	68.74	12628	1641	8.78	1617	8.65	275	200
E19A	62548	47870	76.53	47496	34159	54.61	33038	52.82	275	200
E19B	96491	72912	75.56	72373	47792	49.53	45565	47.22	275	200
E19C	109705	79876	72.81	78737	53096	48.4	50828	46.33	275	200
E19D	46879	34076	72.69	33787	13198	28.15	12702	27.1	275	200
E20A	86810	70090	80.74	69809	60758	69.99	58085	66.91	275	200
E20B	107416	88240	82.15	87820	81581	75.95	77294	71.96	275	200
E20C	138402	114850	82.98	114578	111674	80.69	107577	77.73	275	200
E22A	101194	83337	82.35	83111	77362	76.45	73770	72.9	275	200
E22B	144055	120012	83.31	119773	116161	80.64	109655	76.12	275	200
E22D	78502	64700	82.42	64493	60028	76.47	56572	72.06	275	200
E23B	86891	66359	76.37	66076	40978	47.16	39428	45.38	275	200
E23C	93865	77687	82.76	77537	71818	76.51	68988	73.5	275	200
E23D	154959	128148	82.7	127811	121970	78.71	117077	75.55	275	200
E24A	135722	104218	76.79	103399	74855	55.15	69050	50.88	275	200
E24B	75745	52591	69.43	52213	20504	27.07	17558	23.18	275	200
E24C	86781	71710	82.63	71512	69345	79.91	63419	73.08	275	200
E6A	127636	102142	80.03	101458	91662	71.82	88141	69.06	275	200
E6B	69684	55933	80.27	55350	51306	73.63	49521	71.07	275	200
E6D	52666	37839	71.85	37560	12752	24.21	12240	23.24	275	200
L10A	77831	64205	82.49	64093	62679	80.53	57312	73.64	275	200
L10B	97025	80641	83.11	80484	78592	81	70501	72.66	275	200
L10C	147240	121731	82.68	121300	118522	80.5	104528	70.99	275	200
L10D	91473	75497	82.53	75215	73534	80.39	65297	71.38	275	200
L11A	90428	65969	72.95	65609	54204	59.94	50284	55.61	275	200
L11B	137382	114283	83.19	114068	110035	80.09	93551	68.1	275	200
L11C	137500	114200	83.05	113931	111147	80.83	97496	70.91	275	200
L11D	104055	85654	82.32	85338	79396	76.3	71678	68.88	275	200
L12A	144574	119894	82.93	119698	114103	78.92	102471	70.88	275	200
L12B	111882	93208	83.31	93064	90266	80.68	84065	75.14	275	200
L12C	128798	107209	83.24	106972	103946	80.7	95330	74.02	275	200
L12D	86194	71152	82.55	70922	68982	80.03	64114	74.38	275	200
L14A	117793	97964	83.17	97667	95681	81.23	90173	76.55	275	200
L14B	85586	71073	83.04	70834	69123	80.76	64161	74.97	275	200
L14C	113203	93125	82.26	92879	90638	80.07	85079	75.16	275	200
L14D	90326	75217	83.27	75079	73214	81.06	69711	77.18	275	200
L15A	102407	81823	79.9	81533	69933	68.29	67489	65.9	275	200
L15B	104089	80658	77.49	80447	62424	59.97	57570	55.31	275	200
L15C	146321	118949	81.29	118773	115317	78.81	111008	75.87	275	200
L17A	110582	90627	81.95	90353	86649	78.36	76485	69.17	275	200
L17B	109557	88532	80.81	88296	84680	77.29	75297	68.73	275	200
L17C	98384	80648	81.97	80499	77956	79.24	71546	72.72	275	200
L17D	117175	95444	81.45	95216	92923	79.3	84817	72.38	275	200
L19A	129456	105354	81.38	105140	102371	79.08	90447	69.87	275	200
L19B	90405	73490	81.29	73400	71792	79.41	64676	71.54	275	200
L19C	99903	81652	81.73	81480	79442	79.52	71932	72	275	200
L19D	119597	97301	81.36	97151	94632	79.13	86317	72.17	275	200
L20A	94262	77069	81.76	76950	75421	80.01	71334	75.68	275	200
L20B	120645	98231	81.42	98021	95574	79.22	89795	74.43	275	200
L20CD	97497	74933	76.86	74702	52201	53.54	49438	50.71	275	200
L22A	127934	106531	83.27	106330	102874	80.41	97425	76.15	275	200
L22B	71259	57386	80.53	57184	54380	76.31	51465	72.22	275	200
L22C	87257	69460	79.6	69292	59548	68.24	56467	64.71	275	200
L22D	93790	77895	83.05	77679	74428	79.36	70181	74.83	275	200
L23A	119613	99704	83.36	99576	97511	81.52	93043	77.79	275	200
L23D	98685	82067	83.16	81912	80132	81.2	76244	77.26	275	200
L24A	113095	94472	83.53	94345	92071	81.41	88048	77.85	275	200
L24B	86161	71853	83.39	71687	69974	81.21	66893	77.64	275	200
L6A	104665	85041	81.25	84842	82898	79.2	73149	69.89	275	200
L6B	83669	69383	82.93	69156	67429	80.59	59356	70.94	275	200
L6C	121031	99326	82.07	99142	96279	79.55	89218	73.71	275	200
L6D	88905	72680	81.75	72555	70641	79.46	66852	75.19	275	200
E10A	90164	46404	51.47	46340	46204	51.24	44412	49.26	295	275
E10B	62500	26922	43.08	26821	26519	42.43	24688	39.5	295	275
E10C	92003	41536	45.15	41402	40888	44.44	39186	42.59	295	275
E11A	78819	28938	36.71	28659	28337	35.95	26800	34	295	275
E11B	87696	39763	45.34	39650	39333	44.85	35850	40.88	295	275
E11C	95594	40951	42.84	40753	40296	42.15	37263	38.98	295	275
E12A	66702	33417	50.1	33362	33151	49.7	30140	45.19	295	275
E12B	99901	50295	50.34	50231	49841	49.89	44871	44.92	295	275
E12C	146858	75494	51.41	75372	74831	50.95	66713	45.43	295	275
E14A	130829	64388	49.22	64185	63878	48.83	60857	46.52	295	275
E14B	84586	42869	50.68	42810	42672	50.45	40864	48.31	295	275
E14D	80001	37228	46.53	37123	36866	46.08	35753	44.69	295	275
E15A	55934	22636	40.47	22510	22260	39.8	20573	36.78	295	275
E15C	90660	38200	42.14	38020	37610	41.48	31929	35.22	295	275
E15D	91524	39095	42.72	38967	38444	42	32240	35.23	295	275
E17A	74993	26214	34.96	25905	25537	34.05	23386	31.18	295	275
E17B	39698	15063	37.94	14898	14818	37.33	14102	35.52	295	275
E17C	52394	17896	34.16	17654	17306	33.03	15584	29.74	295	275
E17D	18688	5824	31.16	5758	5675	30.37	5255	28.12	295	275
E19A	62548	27634	44.18	27495	27273	43.6	25995	41.56	295	275
E19B	96491	40957	42.45	40704	40498	41.97	37959	39.34	295	275
E19C	109705	41569	37.89	41352	41115	37.48	38796	35.36	295	275
E19D	46879	16121	34.39	16020	15857	33.83	14716	31.39	295	275
E20A	86810	39523	45.53	39440	39189	45.14	37396	43.08	295	275
E20B	107416	52726	49.09	52605	52173	48.57	49441	46.03	295	275
E20C	138402	70123	50.67	70024	69816	50.44	67250	48.59	295	275
E22A	101194	43613	43.1	43491	43116	42.61	40975	40.49	295	275
E22B	144055	71555	49.67	71451	71117	49.37	66828	46.39	295	275
E22D	78502	35571	45.31	35494	35254	44.91	32881	41.89	295	275
E23B	86891	33221	38.23	33121	32785	37.73	31045	35.73	295	275
E23C	93865	46062	49.07	46003	45713	48.7	43749	46.61	295	275
E23D	154959	77560	50.05	77406	76897	49.62	73639	47.52	295	275
E24A	135722	51020	37.59	50827	50152	36.95	46387	34.18	295	275
E24B	75745	24185	31.93	24080	23688	31.27	20640	27.25	295	275
E24C	86781	41147	47.41	41048	40557	46.73	37231	42.9	295	275
E6A	127636	61723	48.36	61484	61233	47.97	58655	45.95	295	275
E6B	69684	33721	48.39	33540	33393	47.92	32111	46.08	295	275
E6D	52666	18453	35.04	18384	17541	33.31	15841	30.08	295	275
L10A	77831	38246	49.14	38211	37781	48.54	34837	44.76	295	275
L10B	97025	44960	46.34	44908	44208	45.56	40008	41.23	295	275
L10C	147240	68374	46.44	68246	67181	45.63	59721	40.56	295	275
L10D	91473	44229	48.35	44121	43385	47.43	38922	42.55	295	275
L11A	90428	34634	38.3	34585	33987	37.58	31552	34.89	295	275
L11B	137382	67028	48.79	66932	66134	48.14	56675	41.25	295	275
L11C	137500	65572	47.69	65482	64689	47.05	57531	41.84	295	275
L11D	104055	48762	46.86	48667	48227	46.35	43972	42.26	295	275
L12A	144574	65919	45.6	65862	65335	45.19	58628	40.55	295	275
L12B	111882	54470	48.69	54395	53849	48.13	50438	45.08	295	275
L12C	128798	61049	47.4	60965	60141	46.69	55427	43.03	295	275
L12D	86194	37869	43.93	37815	37335	43.32	34965	40.57	295	275
L14A	117793	58625	49.77	58572	58144	49.36	54844	46.56	295	275
L14B	85586	39241	45.85	39191	38772	45.3	36165	42.26	295	275
L14C	113203	50789	44.87	50686	50221	44.36	47319	41.8	295	275
L14D	90326	44373	49.13	44274	43922	48.63	41979	46.47	295	275
L15A	102407	46397	45.31	46294	46001	44.92	44137	43.1	295	275
L15B	104089	38327	36.82	38260	37994	36.5	34961	33.59	295	275
L15C	146321	72775	49.74	72712	72179	49.33	69458	47.47	295	275
L17A	110582	53566	48.44	53457	52524	47.5	46887	42.4	295	275
L17B	109557	51730	47.22	51643	50770	46.34	45458	41.49	295	275
L17C	98384	47980	48.77	47925	47288	48.06	43594	44.31	295	275
L17D	117175	57772	49.3	57715	56940	48.59	52279	44.62	295	275
L19A	129456	58897	45.5	58771	57786	44.64	51451	39.74	295	275
L19B	90405	44320	49.02	44267	43617	48.25	39639	43.85	295	275
L19C	99903	47006	47.05	46911	46200	46.24	42185	42.23	295	275
L19D	119597	56502	47.24	56326	55487	46.39	50764	42.45	295	275
L20A	94262	45771	48.56	45739	45265	48.02	42907	45.52	295	275
L20B	120645	59393	49.23	59322	58599	48.57	55218	45.77	295	275
L20CD	97497	41899	42.97	41812	41494	42.56	38647	39.64	295	275
L22A	127934	65436	51.15	65381	64665	50.55	61146	47.79	295	275
L22B	71259	32272	45.29	32182	31848	44.69	30038	42.15	295	275
L22C	87257	37993	43.54	37945	37668	43.17	34389	39.41	295	275
L22D	93790	47450	50.59	47307	46823	49.92	44102	47.02	295	275
L23A	119613	62086	51.91	62033	61699	51.58	58793	49.15	295	275
L23D	98685	46055	46.67	45991	45654	46.26	43331	43.91	295	275
L24A	113095	59207	52.35	59100	58637	51.85	56141	49.64	295	275
L24B	86161	43054	49.97	42979	42572	49.41	40728	47.27	295	275
L6A	104665	48676	46.51	48627	48002	45.86	42789	40.88	295	275
L6B	83669	40564	48.48	40490	39987	47.79	35421	42.33	295	275
L6C	121031	58746	48.54	58638	57982	47.91	53878	44.52	295	275
L6D	88905	38589	43.4	38535	38114	42.87	36091	40.6	295	275
E10A	90164	61063	67.72	60876	60617	67.23	58282	64.64	295	225
E10B	62500	39304	62.89	39126	38752	62	36351	58.16	295	225
E10C	92003	60813	66.1	60628	59821	65.02	57287	62.27	295	225
E11A	78819	44209	56.09	43246	41905	53.17	39897	50.62	295	225
E11B	87696	58049	66.19	57837	57228	65.26	52287	59.62	295	225
E11C	95594	59881	62.64	59398	58502	61.2	54284	56.79	295	225
E12A	66702	46172	69.22	46077	45718	68.54	41821	62.7	295	225
E12B	99901	70140	70.21	70020	69478	69.55	63041	63.1	295	225
E12C	146858	103995	70.81	103767	102958	70.11	92375	62.9	295	225
E14A	130829	85933	65.68	85598	85088	65.04	81140	62.02	295	225
E14B	84586	55695	65.84	55567	55362	65.45	53093	62.77	295	225
E14D	80001	49574	61.97	49242	48847	61.06	47484	59.35	295	225
E15A	55934	32957	58.92	32718	32474	58.06	29985	53.61	295	225
E15C	90660	54952	60.61	54650	53998	59.56	46503	51.29	295	225
E15D	91524	57196	62.49	56775	55905	61.08	47234	51.61	295	225
E17A	74993	40990	54.66	40376	39111	52.15	35811	47.75	295	225
E17B	39698	23585	59.41	23192	22832	57.51	21853	55.05	295	225
E17C	52394	29150	55.64	28630	27757	52.98	25213	48.12	295	225
E17D	18688	10262	54.91	10154	10087	53.98	9544	51.07	295	225
E19A	62548	39010	62.37	38760	38372	61.35	36774	58.79	295	225
E19B	96491	59581	61.75	59159	58621	60.75	55129	57.13	295	225
E19C	109705	63819	58.17	63110	61887	56.41	58423	53.25	295	225
E19D	46879	27574	58.82	27363	27136	57.89	25489	54.37	295	225
E20A	86810	56733	65.35	56529	56149	64.68	53554	61.69	295	225
E20B	107416	72264	67.27	71964	71332	66.41	67613	62.94	295	225
E20C	138402	94304	68.14	94117	93733	67.73	90262	65.22	295	225
E22A	101194	67016	66.23	66824	66096	65.32	62563	61.82	295	225
E22B	144055	96962	67.31	96781	96236	66.81	90101	62.55	295	225
E22D	78502	52391	66.74	52254	51810	66	48302	61.53	295	225
E23B	86891	53432	61.49	53222	52818	60.79	49969	57.51	295	225
E23C	93865	63453	67.6	63377	62942	67.06	60294	64.23	295	225
E23D	154959	105494	68.08	105278	104460	67.41	100054	64.57	295	225
E24A	135722	83711	61.68	83032	81572	60.1	74976	55.24	295	225
E24B	75745	41543	54.85	41297	40705	53.74	35850	47.33	295	225
E24C	86781	58156	67.01	58006	57256	65.98	52417	60.4	295	225
E6A	127636	83383	65.33	82895	82389	64.55	79087	61.96	295	225
E6B	69684	45495	65.29	45062	44690	64.13	43048	61.78	295	225
E6D	52666	29798	56.58	29594	29332	55.69	26244	49.83	295	225
L10A	77831	52190	67.06	52062	51388	66.03	47063	60.47	295	225
L10B	97025	65677	67.69	65553	64464	66.44	57921	59.7	295	225
L10C	147240	98940	67.2	98680	97086	65.94	85931	58.36	295	225
L10D	91473	61374	67.1	61256	60273	65.89	53700	58.71	295	225
L11A	90428	48123	53.22	47953	47213	52.21	43729	48.36	295	225
L11B	137382	94844	69.04	94722	93454	68.02	80373	58.5	295	225
L11C	137500	92544	67.3	92362	91218	66.34	81093	58.98	295	225
L11D	104055	69924	67.2	69705	68983	66.29	62762	60.32	295	225
L12A	144574	97369	67.35	97194	96415	66.69	86442	59.79	295	225
L12B	111882	75879	67.82	75781	74999	67.03	69999	62.57	295	225
L12C	128798	87738	68.12	87540	86427	67.1	79629	61.82	295	225
L12D	86194	57627	66.86	57514	56700	65.78	52986	61.47	295	225
L14A	117793	79568	67.55	79431	78788	66.89	74234	63.02	295	225
L14B	85586	57957	67.72	57833	57140	66.76	53138	62.09	295	225
L14C	113203	74879	66.15	74719	73878	65.26	69460	61.36	295	225
L14D	90326	61063	67.6	60988	60469	66.95	57528	63.69	295	225
L15A	102407	66469	64.91	66277	65863	64.31	63245	61.76	295	225
L15B	104089	64699	62.16	64495	64041	61.53	59000	56.68	295	225
L15C	146321	95991	65.6	95843	95191	65.06	91610	62.61	295	225
L17A	110582	72519	65.58	72366	71063	64.26	63129	57.09	295	225
L17B	109557	69482	63.42	69255	67975	62.05	60545	55.26	295	225
L17C	98384	64474	65.53	64312	63398	64.44	58296	59.25	295	225
L17D	117175	75274	64.24	75168	74041	63.19	67843	57.9	295	225
L19A	129456	83924	64.83	83758	82124	63.44	73055	56.43	295	225
L19B	90405	58000	64.16	57943	57029	63.08	51597	57.07	295	225
L19C	99903	65805	65.87	65622	64694	64.76	58888	58.95	295	225
L19D	119597	77499	64.8	77382	76095	63.63	69335	57.97	295	225
L20A	94262	60939	64.65	60839	60132	63.79	56758	60.21	295	225
L20B	120645	78013	64.66	77868	76762	63.63	71974	59.66	295	225
L20CD	97497	60399	61.95	60225	59450	60.98	55403	56.83	295	225
L22A	127934	86491	67.61	86381	85483	66.82	80542	62.96	295	225
L22B	71259	43912	61.62	43732	43290	60.75	40635	57.02	295	225
L22C	87257	53606	61.43	53461	53042	60.79	48285	55.34	295	225
L22D	93790	63024	67.2	62880	62209	66.33	58302	62.16	295	225
L23A	119613	80667	67.44	80549	80048	66.92	76029	63.56	295	225
L23D	98685	66039	66.92	65957	65378	66.25	61924	62.75	295	225
L24A	113095	76846	67.95	76662	75991	67.19	72651	64.24	295	225
L24B	86161	59019	68.5	58893	58391	67.77	55831	64.8	295	225
L6A	104665	67415	64.41	67347	66351	63.39	58880	56.26	295	225
L6B	83669	56779	67.86	56643	55821	66.72	49378	59.02	295	225
L6C	121031	80974	66.9	80863	79869	65.99	74190	61.3	295	225
L6D	88905	58908	66.26	58821	58186	65.45	55122	62	295	225
E10A	90164	57240	63.48	57095	56915	63.12	54727	60.7	295	250
E10B	62500	35734	57.17	35651	35292	56.47	33090	52.94	295	250
E10C	92003	55178	59.97	55026	54362	59.09	52060	56.59	295	250
E11A	78819	39231	49.77	38469	37818	47.98	35860	45.5	295	250
E11B	87696	52588	59.97	52410	51979	59.27	47529	54.2	295	250
E11C	95594	54119	56.61	53790	53111	55.56	49336	51.61	295	250
E12A	66702	42813	64.19	42714	42421	63.6	38839	58.23	295	250
E12B	99901	64693	64.76	64621	64152	64.22	58272	58.33	295	250
E12C	146858	96050	65.4	95893	95089	64.75	85338	58.11	295	250
E14A	130829	79884	61.06	79615	79188	60.53	75567	57.76	295	250
E14B	84586	52373	61.92	52251	52082	61.57	49950	59.05	295	250
E14D	80001	46339	57.92	46074	45863	57.33	44580	55.72	295	250
E15A	55934	29928	53.51	29681	29507	52.75	27303	48.81	295	250
E15C	90660	50028	55.18	49815	49347	54.43	42711	47.11	295	250
E15D	91524	51847	56.65	51547	50856	55.57	43177	47.18	295	250
E17A	74993	36389	48.52	35935	35284	47.05	32062	42.75	295	250
E17B	39698	20886	52.61	20634	20396	51.38	19465	49.03	295	250
E17C	52394	25541	48.75	25206	24684	47.11	22154	42.28	295	250
E17D	18688	8853	47.37	8729	8655	46.31	8222	44	295	250
E19A	62548	35676	57.04	35473	35221	56.31	33685	53.85	295	250
E19B	96491	53935	55.9	53614	53267	55.2	49951	51.77	295	250
E19C	109705	57130	52.08	56554	56020	51.06	52697	48.04	295	250
E19D	46879	23902	50.99	23726	23592	50.33	22079	47.1	295	250
E20A	86810	51893	59.78	51710	51378	59.18	49084	56.54	295	250
E20B	107416	66844	62.23	66628	66084	61.52	62658	58.33	295	250
E20C	138402	87966	63.56	87798	87473	63.2	84266	60.88	295	250
E22A	101194	60037	59.33	59802	59165	58.47	56287	55.62	295	250
E22B	144055	90215	62.63	90063	89621	62.21	84285	58.51	295	250
E22D	78502	47432	60.42	47344	46979	59.84	43992	56.04	295	250
E23B	86891	47197	54.32	47057	46704	53.75	44215	50.89	295	250
E23C	93865	58675	62.51	58607	58169	61.97	55709	59.35	295	250
E23D	154959	97941	63.2	97755	97030	62.62	92959	59.99	295	250
E24A	135722	73241	53.96	72821	71923	52.99	66336	48.88	295	250
E24B	75745	36065	47.61	35841	35362	46.69	31071	41.02	295	250
E24C	86781	53268	61.38	53149	52495	60.49	48254	55.6	295	250
E6A	127636	77295	60.56	76954	76600	60.01	73524	57.6	295	250
E6B	69684	42229	60.6	41928	41688	59.82	40145	57.61	295	250
E6D	52666	26240	49.82	26043	25880	49.14	23194	44.04	295	250
L10A	77831	48322	62.09	48182	47578	61.13	43866	56.36	295	250
L10B	97025	59666	61.5	59561	58659	60.46	53083	54.71	295	250
L10C	147240	90176	61.24	89991	88563	60.15	78908	53.59	295	250
L10D	91473	56616	61.89	56530	55656	60.84	49868	54.52	295	250
L11A	90428	44622	49.35	44391	43769	48.4	40628	44.93	295	250
L11B	137382	87025	63.35	86926	85801	62.45	74106	53.94	295	250
L11C	137500	85505	62.19	85397	84426	61.4	75340	54.79	295	250
L11D	104055	64049	61.55	63869	63269	60.8	57657	55.41	295	250
L12A	144574	88660	61.32	88525	87774	60.71	78927	54.59	295	250
L12B	111882	70129	62.68	70043	69372	62	64926	58.03	295	250
L12C	128798	80507	62.51	80366	79360	61.62	73322	56.93	295	250
L12D	86194	52064	60.4	51862	51171	59.37	47925	55.6	295	250
L14A	117793	74228	63.02	74112	73549	62.44	69442	58.95	295	250
L14B	85586	52751	61.64	52660	52033	60.8	48564	56.74	295	250
L14C	113203	68380	60.4	68305	67509	59.64	63607	56.19	295	250
L14D	90326	56705	62.78	56649	56172	62.19	53543	59.28	295	250
L15A	102407	61023	59.59	60864	60492	59.07	58108	56.74	295	250
L15B	104089	56864	54.63	56770	56347	54.13	51962	49.92	295	250
L15C	146321	89890	61.43	89795	89228	60.98	85840	58.67	295	250
L17A	110582	67499	61.04	67368	66207	59.87	59124	53.47	295	250
L17B	109557	64845	59.19	64680	63477	57.94	56885	51.92	295	250
L17C	98384	60185	61.17	60068	59206	60.18	54597	55.49	295	250
L17D	117175	70836	60.45	70742	69776	59.55	64239	54.82	295	250
L19A	129456	77063	59.53	76936	75457	58.29	67542	52.17	295	250
L19B	90405	54498	60.28	54450	53619	59.31	48773	53.95	295	250
L19C	99903	60729	60.79	60606	59696	59.75	54563	54.62	295	250
L19D	119597	71929	60.14	71853	70695	59.11	64665	54.07	295	250
L20A	94262	57047	60.52	56967	56319	59.75	53384	56.63	295	250
L20B	120645	73293	60.75	73172	72203	59.85	68005	56.37	295	250
L20CD	97497	55016	56.43	54857	54413	55.81	50715	52.02	295	250
L22A	127934	80966	63.29	80818	80008	62.54	75592	59.09	295	250
L22B	71259	41021	57.57	40865	40445	56.76	38085	53.45	295	250
L22C	87257	49533	56.77	49355	48982	56.14	44833	51.38	295	250
L22D	93790	58921	62.82	58820	58216	62.07	54692	58.31	295	250
L23A	119613	76036	63.57	75956	75524	63.14	71926	60.13	295	250
L23D	98685	60377	61.18	60295	59774	60.57	56757	57.51	295	250
L24A	113095	72298	63.93	72189	71616	63.32	68521	60.59	295	250
L24B	86161	54648	63.43	54546	54107	62.8	51721	60.03	295	250
L6A	104665	62395	59.61	62312	61390	58.65	54856	52.41	295	250
L6B	83669	52340	62.56	52226	51459	61.5	45761	54.69	295	250
L6C	121031	74868	61.86	74788	73891	61.05	68771	56.82	295	250
L6D	88905	52928	59.53	52839	52287	58.81	49626	55.82	295	250
E10A	90164	79383	88.04	79101	31	0.03	31	0.03	200	225
E10B	62500	51718	82.75	51459	114	0.18	114	0.18	200	225
E10C	92003	78378	85.19	78007	68	0.07	68	0.07	200	225
E11A	78819	59822	75.9	58413	1781	2.26	1647	2.09	200	225
