sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	90164	100	89386	19339	21.45	18704	20.74
E10B	62500	62500	100	61912	32781	52.45	31821	50.91
E10C	92003	92001	100	91032	25515	27.73	24717	26.87
E11A	78819	78817	100	73969	37569	47.66	36497	46.3
E11B	87696	87696	100	86869	31454	35.87	29942	34.14
E11C	95594	95594	100	93055	33063	34.59	31636	33.09
E12A	66702	66702	100	66392	13609	20.4	12654	18.97
E12B	99901	99901	100	99279	21847	21.87	20374	20.39
E12C	146858	146858	100	146198	33727	22.97	31099	21.18
E14A	130829	130827	100	129144	34529	26.39	32885	25.14
E14B	84586	84586	100	83973	16937	20.02	16299	19.27
E14D	80001	80000	100	78080	18753	23.44	18353	22.94
E15A	55934	55934	100	54722	29792	53.26	27720	49.56
E15C	90660	90659	100	89113	44377	48.95	41066	45.3
E15D	91524	91522	100	89518	27506	30.05	25450	27.81
E17A	74993	74993	100	72136	43617	58.16	42078	56.11
E17B	39698	39698	100	37830	18663	47.01	18065	45.51
E17C	52394	52394	100	50139	26482	50.54	25781	49.21
E17D	18688	18688	100	18147	16154	86.44	15722	84.13
E19A	62548	62547	100	61308	26145	41.8	25174	40.25
E19B	96491	96491	100	94157	44107	45.71	42499	44.04
E19C	109705	109704	100	105856	49023	44.69	46712	42.58
E19D	46879	46879	100	46029	31570	67.34	30530	65.13
E20A	86810	86810	100	85754	23816	27.43	23040	26.54
E20B	107416	107415	100	106171	24298	22.62	23431	21.81
E20C	138402	138402	100	137753	28656	20.7	27793	20.08
E22A	101194	101193	100	100499	21228	20.98	20449	20.21
E22B	144055	144054	100	143551	25192	17.49	24127	16.75
E22D	78502	78502	100	78049	16678	21.25	16063	20.46
E23B	86891	86890	100	85975	40802	46.96	39370	45.31
E23C	93865	93865	100	93507	22531	24	21832	23.26
E23D	154959	154958	100	153841	33455	21.59	32303	20.85
E24A	135722	135721	100	132756	51207	37.73	49014	36.11
E24B	75745	75744	100	74573	51796	68.38	48593	64.15
E24C	86781	86778	100	86146	17023	19.62	15932	18.36
E6A	127636	127635	100	125350	35813	28.06	34452	26.99
E6B	69684	69684	100	67752	17395	24.96	16736	24.02
E6D	52666	52665	100	51865	35596	67.59	32714	62.12
L10A	77831	77831	100	77536	12715	16.34	12100	15.55
L10B	97025	97024	100	96626	15898	16.39	15214	15.68
L10C	147240	147239	100	146525	26651	18.1	24279	16.49
L10D	91473	91473	100	91019	14474	15.82	13630	14.9
L11A	90428	90423	99.99	89420	25393	28.08	24375	26.96
L11B	137382	137381	100	136942	29372	21.38	26279	19.13
L11C	137500	137500	100	136850	24532	17.84	22953	16.69
L11D	104055	104055	100	103192	23950	23.02	22382	21.51
L12A	144574	144574	100	144119	30466	21.07	27986	19.36
L12B	111882	111882	100	111477	20721	18.52	19792	17.69
L12C	128798	128798	100	128245	24193	18.78	22725	17.64
L12D	86194	86194	100	85716	15152	17.58	14526	16.85
L14A	117793	117791	100	117215	20695	17.57	19898	16.89
L14B	85586	85584	100	85015	14709	17.19	14076	16.45
L14C	113203	113201	100	112761	20202	17.85	19322	17.07
L14D	90326	90326	100	89946	16054	17.77	15519	17.18
L15A	102407	102406	100	101831	31260	30.53	30131	29.42
L15B	104089	104088	100	103275	36964	35.51	35383	33.99
L15C	146321	146320	100	145794	28291	19.33	27390	18.72
L17A	110582	110582	100	110052	20242	18.3	18606	16.83
L17B	109557	109556	100	108998	17960	16.39	16867	15.4
L17C	98384	98384	100	98034	16975	17.25	15866	16.13
L17D	117175	117175	100	116771	18612	15.88	17455	14.9
L19A	129456	129456	100	128775	20293	15.68	19021	14.69
L19B	90405	90405	100	90050	13024	14.41	12594	13.93
L19C	99903	99900	100	99545	16129	16.14	15409	15.42
L19D	119597	119596	100	119076	20528	17.16	19373	16.2
L20A	94262	94261	100	93969	14375	15.25	13803	14.64
L20B	120645	120643	100	120252	19028	15.77	18085	14.99
L20CD	97497	97495	100	96654	39595	40.61	37969	38.94
L22A	127934	127932	100	127458	23871	18.66	22483	17.57
L22B	71259	71259	100	70760	11337	15.91	10912	15.31
L22C	87257	87256	100	86893	19985	22.9	17207	19.72
L22D	93790	93789	100	93253	17444	18.6	16388	17.47
L23A	119613	119612	100	119152	21033	17.58	20043	16.76
L23D	98685	98682	100	98289	16794	17.02	16012	16.23
L24A	113095	113093	100	112650	20983	18.55	20247	17.9
L24B	86161	86161	100	85778	16683	19.36	16024	18.6
L6A	104665	104664	100	104256	15726	15.03	14926	14.26
L6B	83669	83669	100	83102	14774	17.66	14023	16.76
L6C	121031	121031	100	120587	22434	18.54	21409	17.69
L6D	88905	88904	100	88543	16269	18.3	15638	17.59
