sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	68475	75.94	68267	67909	75.32	65290	72.41
E10B	62500	42700	68.32	42547	42148	67.44	39481	63.17
E10C	92003	64997	70.65	64767	64086	69.66	61197	66.52
E11A	78819	47421	60.16	46472	45302	57.48	42863	54.38
E11B	87696	61771	70.44	61520	60923	69.47	55497	63.28
E11C	95594	64398	67.37	63858	62818	65.71	58258	60.94
E12A	66702	50458	75.65	50360	50003	74.96	45817	68.69
E12B	99901	75213	75.29	75045	74418	74.49	67514	67.58
E12C	146858	111122	75.67	110881	110074	74.95	98661	67.18
E14A	130829	95732	73.17	95330	94829	72.48	90301	69.02
E14B	84586	64239	75.95	64076	63861	75.5	61193	72.34
E14D	80001	57817	72.27	57454	56997	71.25	55273	69.09
E15A	55934	36874	65.92	36585	36226	64.77	33377	59.67
E15C	90660	61187	67.49	60944	60261	66.47	51521	56.83
E15D	91524	62173	67.93	61834	60859	66.5	51433	56.2
E17A	74993	44910	59.89	44278	43153	57.54	39336	52.45
E17B	39698	24840	62.57	24498	24145	60.82	23081	58.14
E17C	52394	31174	59.5	30747	30089	57.43	27119	51.76
E17D	18688	10763	57.59	10617	10520	56.29	9967	53.33
E19A	62548	42874	68.55	42625	42285	67.6	40552	64.83
E19B	96491	64559	66.91	64215	63611	65.92	59588	61.75
E19C	109705	69138	63.02	68414	67259	61.31	63699	58.06
E19D	46879	28576	60.96	28388	28163	60.08	26334	56.17
E20A	86810	62075	71.51	61903	61464	70.8	58563	67.46
E20B	107416	79302	73.83	79025	78359	72.95	74182	69.06
E20C	138402	104564	75.55	104330	103859	75.04	100018	72.27
E22A	101194	70808	69.97	70585	69762	68.94	66304	65.52
E22B	144055	108496	75.32	108279	107572	74.67	101167	70.23
E22D	78502	56033	71.38	55875	55389	70.56	51850	66.05
E23B	86891	56124	64.59	55910	55560	63.94	52538	60.46
E23C	93865	69857	74.42	69757	69267	73.79	66325	70.66
E23D	154959	115942	74.82	115693	114762	74.06	109940	70.95
E24A	135722	86921	64.04	86348	85365	62.9	78537	57.87
E24B	75745	44287	58.47	44038	43637	57.61	38027	50.2
E24C	86781	63086	72.7	62933	62525	72.05	57129	65.83
E6A	127636	92365	72.37	91825	91435	71.64	87712	68.72
E6B	69684	50825	72.94	50427	49993	71.74	48085	69
E6D	52666	32345	61.42	32134	31953	60.67	28552	54.21
L10A	77831	57771	74.23	57678	56691	72.84	52057	66.88
L10B	97025	70025	72.17	69857	68499	70.6	61788	63.68
L10C	147240	105999	71.99	105652	103434	70.25	91778	62.33
L10D	91473	67458	73.75	67282	65924	72.07	58786	64.27
L11A	90428	62265	68.86	62042	61091	67.56	56536	62.52
L11B	137382	101204	73.67	101032	99488	72.42	85547	62.27
L11C	137500	101814	74.05	101622	100156	72.84	89067	64.78
L11D	104055	75812	72.86	75589	74789	71.87	68018	65.37
L12A	144574	104894	72.55	104765	103838	71.82	93331	64.56
L12B	111882	83415	74.56	83148	82215	73.48	76823	68.66
L12C	128798	94998	73.76	94842	93721	72.77	86356	67.05
L12D	86194	61104	70.89	60978	60175	69.81	56189	65.19
L14A	117793	89004	75.56	88797	87838	74.57	82955	70.42
L14B	85586	61988	72.43	61811	60959	71.23	56810	66.38
L14C	113203	81642	72.12	81499	80466	71.08	75708	66.88
L14D	90326	67720	74.97	67606	66899	74.06	63798	70.63
L15A	102407	73116	71.4	72890	72488	70.78	69557	67.92
L15B	104089	68028	65.36	67829	67367	64.72	62020	59.58
L15C	146321	109345	74.73	109148	108340	74.04	104160	71.19
L17A	110582	82168	74.31	82037	80639	72.92	71678	64.82
L17B	109557	80952	73.89	80800	79267	72.35	70803	64.63
L17C	98384	73515	74.72	73394	72479	73.67	66570	67.66
L17D	117175	88533	75.56	88379	87212	74.43	79925	68.21
L19A	129456	93399	72.15	93219	91322	70.54	81081	62.63
L19B	90405	68062	75.29	67909	66614	73.68	60287	66.69
L19C	99903	73168	73.24	73049	71518	71.59	65140	65.2
L19D	119597	88014	73.59	87895	86099	71.99	78760	65.85
L20A	94262	70592	74.89	70493	69608	73.85	65788	69.79
L20B	120645	90642	75.13	90454	89071	73.83	83662	69.35
L20CD	97497	66742	68.46	66553	65809	67.5	61637	63.22
L22A	127934	97104	75.9	96942	95964	75.01	90538	70.77
L22B	71259	52969	74.33	52861	52377	73.5	49118	68.93
L22C	87257	62646	71.79	62469	62021	71.08	56906	65.22
L22D	93790	71082	75.79	70952	70231	74.88	65877	70.24
L23A	119613	92234	77.11	92127	91354	76.37	86942	72.69
L23D	98685	71982	72.94	71893	71126	72.07	67529	68.43
L24A	113095	87202	77.11	87081	86424	76.42	82487	72.94
L24B	86161	64550	74.92	64432	63934	74.2	60956	70.75
L6A	104665	76444	73.04	76277	74939	71.6	66733	63.76
L6B	83669	61702	73.75	61505	60493	72.3	53699	64.18
L6C	121031	89393	73.86	89225	88052	72.75	81978	67.73
L6D	88905	62092	69.84	61978	61167	68.8	58021	65.26
