sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	18725	20.77	18695	18631	20.66	17893	19.84
E10B	62500	11009	17.61	10987	10876	17.4	10324	16.52
E10C	92003	14232	15.47	14181	14063	15.29	13466	14.64
E11A	78819	11751	14.91	11623	11422	14.49	10928	13.86
E11B	87696	14442	16.47	14307	14194	16.19	13309	15.18
E11C	95594	15111	15.81	15029	14876	15.56	13981	14.63
E12A	66702	12318	18.47	12299	12214	18.31	11154	16.72
E12B	99901	18061	18.08	18033	17936	17.95	16121	16.14
E12C	146858	27786	18.92	27762	27526	18.74	24723	16.83
E14A	130829	26393	20.17	26335	26205	20.03	24983	19.1
E14B	84586	17512	20.7	17497	17437	20.61	16716	19.76
E14D	80001	15259	19.07	15144	15075	18.84	14644	18.3
E15A	55934	9814	17.55	9774	9637	17.23	8949	16
E15C	90660	16771	18.5	16725	16499	18.2	13513	14.91
E15D	91524	14292	15.62	14227	13995	15.29	11946	13.05
E17A	74993	11286	15.05	11097	10950	14.6	10127	13.5
E17B	39698	5709	14.38	5657	5620	14.16	5367	13.52
E17C	52394	6903	13.18	6824	6748	12.88	6288	12
E17D	18688	2401	12.85	2338	2300	12.31	2182	11.68
E19A	62548	11488	18.37	11428	11290	18.05	10860	17.36
E19B	96491	17129	17.75	17038	16974	17.59	16042	16.63
E19C	109705	15661	14.28	15582	15499	14.13	14725	13.42
E19D	46879	5924	12.64	5887	5825	12.43	5544	11.83
E20A	86810	14030	16.16	13969	13817	15.92	13232	15.24
E20B	107416	19718	18.36	19675	19509	18.16	18579	17.3
E20C	138402	26749	19.33	26703	26569	19.2	25645	18.53
E22A	101194	12838	12.69	12801	12714	12.56	12161	12.02
E22B	144055	26639	18.49	26599	26433	18.35	24993	17.35
E22D	78502	11618	14.8	11579	11436	14.57	10730	13.67
E23B	86891	11395	13.11	11308	11188	12.88	10703	12.32
E23C	93865	17229	18.36	17210	17098	18.22	16435	17.51
E23D	154959	29499	19.04	29447	29312	18.92	28091	18.13
E24A	135722	16487	12.15	16343	16177	11.92	15090	11.12
E24B	75745	9060	11.96	9011	8931	11.79	7588	10.02
E24C	86781	14294	16.47	14231	14158	16.31	13068	15.06
E6A	127636	24719	19.37	24603	24547	19.23	23515	18.42
E6B	69684	13487	19.35	13378	13276	19.05	12823	18.4
E6D	52666	7371	14	7291	6858	13.02	6272	11.91
L10A	77831	14063	18.07	14033	13754	17.67	12776	16.42
L10B	97025	14259	14.7	14249	13931	14.36	12769	13.16
L10C	147240	22297	15.14	22280	21811	14.81	19762	13.42
L10D	91473	15458	16.9	15449	15111	16.52	13731	15.01
L11A	90428	13204	14.6	13177	13027	14.41	12137	13.42
L11B	137382	23489	17.1	23459	23190	16.88	20181	14.69
L11C	137500	23973	17.43	23928	23687	17.23	21210	15.43
L11D	104055	17856	17.16	17733	17597	16.91	16176	15.55
L12A	144574	22483	15.55	22422	22261	15.4	20125	13.92
L12B	111882	20346	18.19	20326	20131	17.99	18891	16.88
L12C	128798	21422	16.63	21408	21232	16.48	19556	15.18
L12D	86194	11977	13.9	11968	11782	13.67	11065	12.84
L14A	117793	22617	19.2	22593	22438	19.05	21300	18.08
L14B	85586	13244	15.47	13228	13106	15.31	12311	14.38
L14C	113203	16912	14.94	16890	16723	14.77	15877	14.03
L14D	90326	16947	18.76	16910	16770	18.57	16103	17.83
L15A	102407	18091	17.67	18052	17919	17.5	17262	16.86
L15B	104089	12528	12.04	12495	12353	11.87	11467	11.02
L15C	146321	28849	19.72	28804	28614	19.56	27623	18.88
L17A	110582	20075	18.15	20060	19719	17.83	17704	16.01
L17B	109557	19451	17.75	19384	19095	17.43	17298	15.79
L17C	98384	18111	18.41	18090	17928	18.22	16621	16.89
L17D	117175	23217	19.81	23205	22960	19.59	21190	18.08
L19A	129456	19595	15.14	19500	19153	14.79	17489	13.51
L19B	90405	17698	19.58	17680	17373	19.22	16014	17.71
L19C	99903	16425	16.44	16389	16065	16.08	14912	14.93
L19D	119597	20482	17.13	20467	20152	16.85	18602	15.55
L20A	94262	17506	18.57	17485	17313	18.37	16453	17.45
L20B	120645	22964	19.03	22945	22617	18.75	21417	17.75
L20CD	97497	16446	16.87	16366	16231	16.65	15298	15.69
L22A	127934	26294	20.55	26238	26029	20.35	24677	19.29
L22B	71259	11659	16.36	11603	11491	16.13	10876	15.26
L22C	87257	13688	15.69	13611	13381	15.34	12033	13.79
L22D	93790	18729	19.97	18699	18456	19.68	17344	18.49
L23A	119613	25331	21.18	25317	25201	21.07	24108	20.15
L23D	98685	15172	15.37	15137	15053	15.25	14303	14.49
L24A	113095	24347	21.53	24329	24217	21.41	23154	20.47
L24B	86161	15615	18.12	15599	15545	18.04	14869	17.26
L6A	104665	16698	15.95	16649	16453	15.72	15023	14.35
L6B	83669	14302	17.09	14250	14069	16.82	12719	15.2
L6C	121031	21210	17.52	21161	20946	17.31	19600	16.19
L6D	88905	11463	12.89	11433	11337	12.75	10820	12.17
