sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
E10A	90164	72892	80.84	72622	72231	80.11	69458	77.04
E10B	62500	46629	74.61	46402	45910	73.46	42998	68.8
E10C	92003	72204	78.48	71907	71131	77.31	67968	73.88
E11A	78819	53008	67.25	51812	49769	63.14	47151	59.82
E11B	87696	68538	78.15	68209	67390	76.85	61484	70.11
E11C	95594	71593	74.89	70906	69498	72.7	64363	67.33
E12A	66702	54923	82.34	54775	54419	81.59	49556	74.29
E12B	99901	82385	82.47	82207	81549	81.63	73489	73.56
E12C	146858	121129	82.48	120889	119870	81.62	106846	72.75
E14A	130829	103066	78.78	102552	101909	77.89	96981	74.13
E14B	84586	68027	80.42	67876	67588	79.9	64733	76.53
E14D	80001	61529	76.91	61050	60444	75.55	58626	73.28
E15A	55934	40137	71.76	39852	39406	70.45	36162	64.65
E15C	90660	66542	73.4	66179	65303	72.03	56140	61.92
E15D	91524	69188	75.6	68721	67518	73.77	56929	62.2
E17A	74993	49988	66.66	49208	47393	63.2	43273	57.7
E17B	39698	28068	70.7	27644	27009	68.04	25786	64.96
E17C	52394	35316	67.4	34670	33527	63.99	30319	57.87
E17D	18688	12327	65.96	12157	12046	64.46	11328	60.62
E19A	62548	46551	74.42	46197	45721	73.1	43788	70.01
E19B	96491	70673	73.24	70179	69442	71.97	65250	67.62
E19C	109705	76940	70.13	75996	74201	67.64	70162	63.96
E19D	46879	32659	69.67	32405	32086	68.44	30150	64.31
E20A	86810	68057	78.4	67819	67314	77.54	64173	73.92
E20B	107416	86010	80.07	85638	84864	79	80410	74.86
E20C	138402	112323	81.16	112102	111668	80.68	107489	77.66
E22A	101194	80323	79.38	80111	79259	78.32	75279	74.39
E22B	144055	117120	81.3	116917	116169	80.64	109196	75.8
E22D	78502	62657	79.82	62501	62001	78.98	58149	74.07
E23B	86891	63734	73.35	63448	62968	72.47	59549	68.53
E23C	93865	75726	80.68	75606	75057	79.96	71916	76.62
E23D	154959	125174	80.78	124876	123780	79.88	118625	76.55
E24A	135722	99733	73.48	99022	97366	71.74	89379	65.85
E24B	75745	50324	66.44	50027	49608	65.49	43281	57.14
E24C	86781	69671	80.28	69487	69010	79.52	62740	72.3
E6A	127636	99598	78.03	99018	98250	76.98	94255	73.85
E6B	69684	54601	78.36	54074	53486	76.76	51393	73.75
E6D	52666	36411	69.14	36151	35896	68.16	31814	60.41
L10A	77831	62694	80.55	62589	61615	79.17	56473	72.56
L10B	97025	78237	80.64	78033	76688	79.04	68995	71.11
L10C	147240	117920	80.09	117587	115315	78.32	102022	69.29
L10D	91473	73542	80.4	73259	71934	78.64	64143	70.12
L11A	90428	64600	71.44	64297	63335	70.04	58438	64.62
L11B	137382	111204	80.95	111018	109462	79.68	93463	68.03
L11C	137500	111239	80.9	110944	109563	79.68	96727	70.35
L11D	104055	83329	80.08	83083	82285	79.08	74639	71.73
L12A	144574	116504	80.58	116284	115356	79.79	103117	71.32
L12B	111882	90888	81.24	90759	89925	80.37	83742	74.85
L12C	128798	104413	81.07	104204	103072	80.03	94545	73.41
L12D	86194	68764	79.78	68542	67729	78.58	63058	73.16
L14A	117793	95779	81.31	95504	94621	80.33	89216	75.74
L14B	85586	68924	80.53	68710	67837	79.26	63132	73.76
L14C	113203	90440	79.89	90244	89090	78.7	83682	73.92
L14D	90326	73435	81.3	73313	72641	80.42	69146	76.55
L15A	102407	79654	77.78	79398	78982	77.13	75739	73.96
L15B	104089	77671	74.62	77417	76869	73.85	70717	67.94
L15C	146321	116545	79.65	116373	115669	79.05	111175	75.98
L17A	110582	88597	80.12	88369	86959	78.64	76796	69.45
L17B	109557	86623	79.07	86414	84948	77.54	75506	68.92
L17C	98384	78901	80.2	78734	77784	79.06	71288	72.46
L17D	117175	93662	79.93	93435	92290	78.76	84372	72.01
L19A	129456	102582	79.24	102383	100388	77.55	88961	68.72
L19B	90405	72077	79.73	71995	70702	78.21	63886	70.67
L19C	99903	79623	79.7	79437	78015	78.09	70929	71
L19D	119597	95084	79.5	94937	93148	77.88	85208	71.25
L20A	94262	75467	80.06	75358	74461	78.99	70327	74.61
L20B	120645	96179	79.72	96038	94675	78.47	88889	73.68
L20CD	97497	72809	74.68	72620	71782	73.62	67084	68.81
L22A	127934	104272	81.5	104096	103235	80.69	97395	76.13
L22B	71259	56301	79.01	56107	55712	78.18	52245	73.32
L22C	87257	67921	77.84	67738	67309	77.14	61701	70.71
L22D	93790	76201	81.25	76010	75349	80.34	70691	75.37
L23A	119613	97705	81.68	97586	96946	81.05	92236	77.11
L23D	98685	79765	80.83	79621	78933	79.98	74956	75.95
L24A	113095	92660	81.93	92502	91842	81.21	87620	77.47
L24B	86161	70095	81.35	69952	69394	80.54	66180	76.81
L6A	104665	83061	79.36	82878	81584	77.95	72260	69.04
L6B	83669	67553	80.74	67393	66329	79.28	58569	70
L6C	121031	97007	80.15	96836	95555	78.95	88743	73.32
L6D	88905	70210	78.97	70103	69279	77.92	65642	73.83
